,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N� electrode A,N� electrode B,N� electrode M,N� electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (�C),Rx-Bat (V),Rx Temp. (�C),Date,Gapfiller,Synch
,Mixed / non conventional,1,5,3,7,144.78,0,14.94,1643.976,214.032,250,18.85,0,0,0,0,0,0,0,0,1,5,3,7,0,0,0,0,3,0,241,52,1.126,0,0,,3,1,0,12.04,0,12.12,24.6,11/7/2025 5:49:33 PM,0,0
,Mixed / non conventional,1,5,7,11,145.02,0,-5.77,-1317.354,214.032,250,-23.56,0,0,0,0,0,0,0,0,1,5,7,11,0,0,0,0,3,0,241,52,1.126,0,0,,3,2,0,12.04,0,12.12,24.6,11/7/2025 5:49:33 PM,0,0
,Mixed / non conventional,1,5,11,15,198.62,0,54.02,-257.742,214.032,250,-164.93,0,0,0,0,0,0,0,0,1,5,11,15,0,0,0,0,3,0,241,52,1.126,0,0,,3,3,0,12.04,0,12.12,24.6,11/7/2025 5:49:33 PM,0,0
,Mixed / non conventional,1,5,15,19,267.4,0.05,-49.61,-115.669,214.032,250,-494.8,0,0,0,0,0,0,0,0,1,5,15,19,0,0,0,0,3,0,241,52,1.126,0,0,,3,4,0,12.04,0,12.12,24.6,11/7/2025 5:49:33 PM,0,0
,Mixed / non conventional,1,5,19,23,257.26,0,2.55,-50.583,214.032,250,-1088.56,0,0,0,0,0,0,0,0,1,5,19,23,0,0,0,0,3,0,241,52,1.126,0,0,,3,5,0,12.04,0,12.12,24.6,11/7/2025 5:49:33 PM,0,1
,Mixed / non conventional,2,6,4,8,131.79,0.04,-24.69,1518.459,217.189,250,18.85,0,0,0,0,0,0,0,0,2,6,4,8,0,0,0,0,3,0,309,67,1.425,0,0,,3,1,0,11.56,0,12.1,25,11/7/2025 5:49:35 PM,0,0
,Mixed / non conventional,2,6,8,12,140.77,0.03,-15.95,-1297.56,217.189,250,-23.56,0,0,0,0,0,0,0,0,2,6,8,12,0,0,0,0,3,0,309,67,1.425,0,0,,3,2,0,11.56,0,12.1,25,11/7/2025 5:49:35 PM,0,0
,Mixed / non conventional,2,6,12,16,218.53,0.03,22.34,-287.762,217.189,250,-164.93,0,0,0,0,0,0,0,0,2,6,12,16,0,0,0,0,3,0,309,67,1.425,0,0,,3,3,0,11.56,0,12.1,25,11/7/2025 5:49:35 PM,0,0
,Mixed / non conventional,2,6,16,20,262.07,0,9.37,-115.033,217.189,250,-494.8,0,0,0,0,0,0,0,0,2,6,16,20,0,0,0,0,3,0,309,67,1.425,0,0,,3,4,0,11.56,0,12.1,25,11/7/2025 5:49:35 PM,0,0
,Mixed / non conventional,2,6,20,24,253.35,0.03,26.8,-50.548,217.189,250,-1088.56,0,0,0,0,0,0,0,0,2,6,20,24,0,0,0,0,3,0,309,67,1.425,0,0,,3,5,0,11.56,0,12.1,25,11/7/2025 5:49:35 PM,0,1
,Mixed / non conventional,3,7,1,5,144.87,0.04,931.84,1874.566,243.898,250,18.85,0,0,0,0,0,0,0,0,3,7,1,5,0,0,0,0,3,0,360,88,1.475,0,0,,3,1,0,11.23,0,12.12,24.6,11/7/2025 5:49:37 PM,0,0
,Mixed / non conventional,3,7,5,9,130.03,0.05,-397.26,1682.454,243.898,250,18.85,0,0,0,0,0,0,0,0,3,7,5,9,0,0,0,0,3,0,360,88,1.475,0,0,,3,2,0,11.23,0,12.12,24.6,11/7/2025 5:49:37 PM,0,0
,Mixed / non conventional,3,7,9,13,136.61,0.03,9.95,-1414.118,243.898,250,-23.56,0,0,0,0,0,0,0,0,3,7,9,13,0,0,0,0,3,0,360,88,1.475,0,0,,3,3,0,11.23,0,12.12,24.6,11/7/2025 5:49:37 PM,0,0
,Mixed / non conventional,3,7,13,17,232.17,0.02,4.13,-343.33,243.898,250,-164.93,0,0,0,0,0,0,0,0,3,7,13,17,0,0,0,0,3,0,360,88,1.475,0,0,,3,4,0,11.23,0,12.12,24.6,11/7/2025 5:49:37 PM,0,0
,Mixed / non conventional,3,7,17,21,258.42,0,-10.89,-127.379,243.898,250,-494.8,0,0,0,0,0,0,0,0,3,7,17,21,0,0,0,0,3,0,360,88,1.475,0,0,,3,5,0,11.23,0,12.12,24.6,11/7/2025 5:49:37 PM,0,0
,Mixed / non conventional,3,7,21,25,225.53,0.06,24.97,-50.532,243.898,250,-1088.56,0,0,0,0,0,0,0,0,3,7,21,25,0,0,0,0,3,0,360,88,1.475,0,0,,3,6,0,11.23,0,12.12,24.6,11/7/2025 5:49:37 PM,0,1
,Mixed / non conventional,4,8,2,6,131.77,0.03,861.95,1977.849,282.938,250,18.85,0,0,0,0,0,0,0,0,4,8,2,6,0,0,0,0,3,0,459,130,1.624,0,0,,3,1,0,10.61,0,12.12,24.6,11/7/2025 5:49:40 PM,0,0
,Mixed / non conventional,4,8,6,10,147.48,0.06,-347.62,2213.653,282.938,250,18.85,0,0,0,0,0,0,0,0,4,8,6,10,0,0,0,0,3,0,459,130,1.624,0,0,,3,2,0,10.61,0,12.12,24.6,11/7/2025 5:49:40 PM,0,0
,Mixed / non conventional,4,8,10,14,134.82,0.03,-28.21,-1618.912,282.938,250,-23.56,0,0,0,0,0,0,0,0,4,8,10,14,0,0,0,0,3,0,459,130,1.624,0,0,,3,3,0,10.61,0,12.12,24.6,11/7/2025 5:49:40 PM,0,0
,Mixed / non conventional,4,8,14,18,238.14,0.03,35.81,-408.524,282.938,250,-164.93,0,0,0,0,0,0,0,0,4,8,14,18,0,0,0,0,3,0,459,130,1.624,0,0,,3,4,0,10.61,0,12.12,24.6,11/7/2025 5:49:40 PM,0,0
,Mixed / non conventional,4,8,18,22,239.31,0.04,3.19,-136.845,282.938,250,-494.8,0,0,0,0,0,0,0,0,4,8,18,22,0,0,0,0,3,0,459,130,1.624,0,0,,3,5,0,10.61,0,12.12,24.6,11/7/2025 5:49:40 PM,0,0
,Mixed / non conventional,4,8,22,26,193.5,0.1,7.04,-50.293,282.938,250,-1088.56,0,0,0,0,0,0,0,0,4,8,22,26,0,0,0,0,3,0,459,130,1.624,0,0,,3,6,0,10.61,0,12.12,24.6,11/7/2025 5:49:40 PM,0,1
,Mixed / non conventional,5,9,3,7,130.05,0.03,759.99,2225.262,322.535,250,18.85,0,0,0,0,0,0,0,0,5,9,3,7,0,0,0,0,3,0,329,106,1.019,0,0,,3,1,0,10.97,0,12.12,24.6,11/7/2025 5:49:42 PM,0,0
,Mixed / non conventional,5,9,7,11,152.02,0.03,-331.82,2601.165,322.535,250,18.85,0,0,0,0,0,0,0,0,5,9,7,11,0,0,0,0,3,0,329,106,1.019,0,0,,3,2,0,10.97,0,12.12,24.6,11/7/2025 5:49:42 PM,0,0
,Mixed / non conventional,5,9,11,15,135.23,0,51.33,-1851.149,322.535,250,-23.56,0,0,0,0,0,0,0,0,5,9,11,15,0,0,0,0,3,0,329,106,1.019,0,0,,3,3,0,10.97,0,12.12,24.6,11/7/2025 5:49:42 PM,0,0
,Mixed / non conventional,5,9,15,19,232.3,0.03,-50.48,-454.276,322.535,250,-164.93,0,0,0,0,0,0,0,0,5,9,15,19,0,0,0,0,3,0,329,106,1.019,0,0,,3,4,0,10.97,0,12.12,24.6,11/7/2025 5:49:42 PM,0,0
,Mixed / non conventional,5,9,19,23,242.54,0.02,2.18,-158.101,322.535,250,-494.8,0,0,0,0,0,0,0,0,5,9,19,23,0,0,0,0,3,0,329,106,1.019,0,0,,3,5,0,10.97,0,12.12,24.6,11/7/2025 5:49:42 PM,0,0
,Mixed / non conventional,5,9,23,27,167.82,0.03,-9.55,-49.724,322.535,250,-1088.56,0,0,0,0,0,0,0,0,5,9,23,27,0,0,0,0,3,0,329,106,1.019,0,0,,3,6,0,10.97,0,12.12,24.6,11/7/2025 5:49:42 PM,0,1
,Mixed / non conventional,6,10,4,8,147.43,0.04,795.94,2669.228,341.266,250,18.85,0,0,0,0,0,0,0,0,6,10,4,8,0,0,0,0,3,0,380,130,1.112,0,0,,3,1,0,10.52,0,12.14,24.6,11/7/2025 5:49:44 PM,0,0
,Mixed / non conventional,6,10,8,12,145.88,0.04,-341.86,2641.094,341.266,250,18.85,0,0,0,0,0,0,0,0,6,10,8,12,0,0,0,0,3,0,380,130,1.112,0,0,,3,2,0,10.52,0,12.14,24.6,11/7/2025 5:49:44 PM,0,0
,Mixed / non conventional,6,10,12,16,136.55,0,23.12,-1977.772,341.266,250,-23.56,0,0,0,0,0,0,0,0,6,10,12,16,0,0,0,0,3,0,380,130,1.112,0,0,,3,3,0,10.52,0,12.14,24.6,11/7/2025 5:49:44 PM,0,0
,Mixed / non conventional,6,10,16,20,214.84,0.05,9.34,-444.532,341.266,250,-164.93,0,0,0,0,0,0,0,0,6,10,16,20,0,0,0,0,3,0,380,130,1.112,0,0,,3,4,0,10.52,0,12.14,24.6,11/7/2025 5:49:44 PM,0,0
,Mixed / non conventional,6,10,20,24,229.24,0.03,26.78,-158.108,341.266,250,-494.8,0,0,0,0,0,0,0,0,6,10,20,24,0,0,0,0,3,0,380,130,1.112,0,0,,3,5,0,10.52,0,12.14,24.6,11/7/2025 5:49:44 PM,0,0
,Mixed / non conventional,6,10,24,28,158.61,0.07,-70.17,-49.724,341.266,250,-1088.56,0,0,0,0,0,0,0,0,6,10,24,28,0,0,0,0,3,0,380,130,1.112,0,0,,3,6,0,10.52,0,12.14,24.6,11/7/2025 5:49:44 PM,0,1
,Mixed / non conventional,7,11,1,5,145.04,0.04,218.87,-2070.871,336.417,250,-23.56,0,0,0,0,0,0,0,0,7,11,1,5,0,0,0,0,3,0,551,185,1.638,0,0,,3,1,0,9.8,0,12.12,24.6,11/7/2025 5:49:47 PM,0,0
,Mixed / non conventional,7,11,5,9,152.01,0,602.26,2712.957,336.417,250,18.85,0,0,0,0,0,0,0,0,7,11,5,9,0,0,0,0,3,0,551,185,1.638,0,0,,3,2,0,9.8,0,12.12,24.6,11/7/2025 5:49:47 PM,0,0
,Mixed / non conventional,7,11,9,13,141.83,0.05,-331.57,2531.337,336.417,250,18.85,0,0,0,0,0,0,0,0,7,11,9,13,0,0,0,0,3,0,551,185,1.638,0,0,,3,3,0,9.8,0,12.12,24.6,11/7/2025 5:49:47 PM,0,0
,Mixed / non conventional,7,11,13,17,139.54,0.05,5.59,-1992.374,336.417,250,-23.56,0,0,0,0,0,0,0,0,7,11,13,17,0,0,0,0,3,0,551,185,1.638,0,0,,3,4,0,9.8,0,12.12,24.6,11/7/2025 5:49:47 PM,0,0
,Mixed / non conventional,7,11,17,21,204.15,0,-10.72,-416.401,336.417,250,-164.93,0,0,0,0,0,0,0,0,7,11,17,21,0,0,0,0,3,0,551,185,1.638,0,0,,3,5,0,9.8,0,12.12,24.6,11/7/2025 5:49:47 PM,0,0
,Mixed / non conventional,7,11,21,25,199.5,0.03,24.94,-135.643,336.417,250,-494.8,0,0,0,0,0,0,0,0,7,11,21,25,0,0,0,0,3,0,551,185,1.638,0,0,,3,6,0,9.8,0,12.12,24.6,11/7/2025 5:49:47 PM,0,0
,Mixed / non conventional,7,11,25,29,160.05,0.07,-22.34,-49.462,336.417,250,-1088.56,0,0,0,0,0,0,0,0,7,11,25,29,0,0,0,0,3,0,551,185,1.638,0,0,,3,7,0,9.8,0,12.12,24.6,11/7/2025 5:49:47 PM,0,1
,Mixed / non conventional,8,12,2,6,140.63,0.09,103.64,-1902.172,318.695,250,-23.56,0,0,0,0,0,0,0,0,8,12,2,6,0,0,0,0,3,0,617,197,1.936,0,0,,3,1,0,9.66,0,12.1,25,11/7/2025 5:49:49 PM,0,0
,Mixed / non conventional,8,12,6,10,145.77,0.08,675.32,2464.623,318.695,250,18.85,0,0,0,0,0,0,0,0,8,12,6,10,0,0,0,0,3,0,617,197,1.936,0,0,,3,2,0,9.66,0,12.1,25,11/7/2025 5:49:49 PM,0,0
,Mixed / non conventional,8,12,10,14,147.41,0.1,-353.46,2492.232,318.695,250,18.85,0,0,0,0,0,0,0,0,8,12,10,14,0,0,0,0,3,0,617,197,1.936,0,0,,3,3,0,9.66,0,12.1,25,11/7/2025 5:49:49 PM,0,0
,Mixed / non conventional,8,12,14,18,146.16,0.09,34.51,-1976.904,318.695,250,-23.56,0,0,0,0,0,0,0,0,8,12,14,18,0,0,0,0,3,0,617,197,1.936,0,0,,3,4,0,9.66,0,12.1,25,11/7/2025 5:49:49 PM,0,0
,Mixed / non conventional,8,12,18,22,191.69,0.07,2.83,-370.394,318.695,250,-164.93,0,0,0,0,0,0,0,0,8,12,18,22,0,0,0,0,3,0,617,197,1.936,0,0,,3,5,0,9.66,0,12.1,25,11/7/2025 5:49:49 PM,0,0
,Mixed / non conventional,8,12,22,26,174.39,0.14,6.74,-112.319,318.695,250,-494.8,0,0,0,0,0,0,0,0,8,12,22,26,0,0,0,0,3,0,617,197,1.936,0,0,,3,6,0,9.66,0,12.1,25,11/7/2025 5:49:49 PM,0,0
,Mixed / non conventional,8,12,26,30,164.97,0.09,-24.47,-48.299,318.695,250,-1088.56,0,0,0,0,0,0,0,0,8,12,26,30,0,0,0,0,3,0,617,197,1.936,0,0,,3,7,0,9.66,0,12.1,25,11/7/2025 5:49:49 PM,0,1
,Mixed / non conventional,9,13,3,7,136.59,0.05,121.11,-1799.614,310.44,250,-23.56,0,0,0,0,0,0,0,0,9,13,3,7,0,0,0,0,3,0,426,132,1.371,0,0,,3,1,0,11.03,0,12.1,24.6,11/7/2025 5:49:51 PM,0,0
,Mixed / non conventional,9,13,7,11,141.84,0,528.77,2335.943,310.44,250,18.85,0,0,0,0,0,0,0,0,9,13,7,11,0,0,0,0,3,0,426,132,1.371,0,0,,3,2,0,11.03,0,12.1,24.6,11/7/2025 5:49:51 PM,0,0
,Mixed / non conventional,9,13,11,15,155.87,0.03,-231.1,2567.005,310.44,250,18.85,0,0,0,0,0,0,0,0,9,13,11,15,0,0,0,0,3,0,426,132,1.371,0,0,,3,3,0,11.03,0,12.1,24.6,11/7/2025 5:49:51 PM,0,0
,Mixed / non conventional,9,13,15,19,153.82,0.05,-48.4,-2026.591,310.44,250,-23.56,0,0,0,0,0,0,0,0,9,13,15,19,0,0,0,0,3,0,426,132,1.371,0,0,,3,4,0,11.03,0,12.1,24.6,11/7/2025 5:49:51 PM,0,0
,Mixed / non conventional,9,13,19,23,202.14,0.03,2.72,-380.474,310.44,250,-164.93,0,0,0,0,0,0,0,0,9,13,19,23,0,0,0,0,3,0,426,132,1.371,0,0,,3,5,0,11.03,0,12.1,24.6,11/7/2025 5:49:51 PM,0,0
,Mixed / non conventional,9,13,23,27,160.34,0.04,-9.46,-100.596,310.44,250,-494.8,0,0,0,0,0,0,0,0,9,13,23,27,0,0,0,0,3,0,426,132,1.371,0,0,,3,6,0,11.03,0,12.1,24.6,11/7/2025 5:49:51 PM,0,0
,Mixed / non conventional,9,13,27,31,173.66,0.08,-28.94,-49.526,310.44,250,-1088.56,0,0,0,0,0,0,0,0,9,13,27,31,0,0,0,0,3,0,426,132,1.371,0,0,,3,7,0,11.03,0,12.1,24.6,11/7/2025 5:49:51 PM,0,1
,Mixed / non conventional,10,14,4,8,134.85,0.05,260.94,-1573.144,274.876,250,-23.56,0,0,0,0,0,0,0,0,10,14,4,8,0,0,0,0,3,0,358,98,1.303,0,0,,3,1,0,11.47,0,12.1,25,11/7/2025 5:49:54 PM,0,0
,Mixed / non conventional,10,14,8,12,147.62,0.05,430.36,2152.671,274.876,250,18.85,0,0,0,0,0,0,0,0,10,14,8,12,0,0,0,0,3,0,358,98,1.303,0,0,,3,2,0,11.47,0,12.1,25,11/7/2025 5:49:54 PM,0,0
,Mixed / non conventional,10,14,12,16,156.86,0.05,-270.38,2287.41,274.876,250,18.85,0,0,0,0,0,0,0,0,10,14,12,16,0,0,0,0,3,0,358,98,1.303,0,0,,3,3,0,11.47,0,12.1,25,11/7/2025 5:49:54 PM,0,0
,Mixed / non conventional,10,14,16,20,156.15,0.04,9.04,-1821.674,274.876,250,-23.56,0,0,0,0,0,0,0,0,10,14,16,20,0,0,0,0,3,0,358,98,1.303,0,0,,3,4,0,11.47,0,12.1,25,11/7/2025 5:49:54 PM,0,0
,Mixed / non conventional,10,14,20,24,214.64,0.05,26.8,-357.723,274.876,250,-164.93,0,0,0,0,0,0,0,0,10,14,20,24,0,0,0,0,3,0,358,98,1.303,0,0,,3,5,0,11.47,0,12.1,25,11/7/2025 5:49:54 PM,0,0
,Mixed / non conventional,10,14,24,28,171.68,0.04,-70.32,-95.371,274.876,250,-494.8,0,0,0,0,0,0,0,0,10,14,24,28,0,0,0,0,3,0,358,98,1.303,0,0,,3,6,0,11.47,0,12.1,25,11/7/2025 5:49:54 PM,0,0
,Mixed / non conventional,10,14,28,32,197.15,0.03,1.69,-49.784,274.876,250,-1088.56,0,0,0,0,0,0,0,0,10,14,28,32,0,0,0,0,3,0,358,98,1.303,0,0,,3,7,0,11.47,0,12.1,25,11/7/2025 5:49:54 PM,0,1
,Mixed / non conventional,11,15,1,5,198.7,0.03,298.34,-277.911,230.679,250,-164.93,0,0,0,0,0,0,0,0,11,15,1,5,0,0,0,0,3,0,296,68,1.282,0,0,,3,1,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,0
,Mixed / non conventional,11,15,5,9,135.23,0.03,-71.24,-1323.926,230.679,250,-23.56,0,0,0,0,0,0,0,0,11,15,5,9,0,0,0,0,3,0,296,68,1.282,0,0,,3,2,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,0
,Mixed / non conventional,11,15,9,13,155.94,0,511.97,1908.336,230.679,250,18.85,0,0,0,0,0,0,0,0,11,15,9,13,0,0,0,0,3,0,296,68,1.282,0,0,,3,3,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,0
,Mixed / non conventional,11,15,13,17,161.97,0,-264.26,1982.188,230.679,250,18.85,0,0,0,0,0,0,0,0,11,15,13,17,0,0,0,0,3,0,296,68,1.282,0,0,,3,4,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,0
,Mixed / non conventional,11,15,17,21,166.06,0.03,-10.96,-1625.806,230.679,250,-23.56,0,0,0,0,0,0,0,0,11,15,17,21,0,0,0,0,3,0,296,68,1.282,0,0,,3,5,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,0
,Mixed / non conventional,11,15,21,25,215.02,0.03,25.05,-300.734,230.679,250,-164.93,0,0,0,0,0,0,0,0,11,15,21,25,0,0,0,0,3,0,296,68,1.282,0,0,,3,6,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,0
,Mixed / non conventional,11,15,25,29,196.84,0.04,-22.17,-91.77,230.679,250,-494.8,0,0,0,0,0,0,0,0,11,15,25,29,0,0,0,0,3,0,296,68,1.282,0,0,,3,7,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,0
,Mixed / non conventional,11,15,29,33,236.6,0.06,6.13,-50.138,230.679,250,-1088.56,0,0,0,0,0,0,0,0,11,15,29,33,0,0,0,0,3,0,296,68,1.282,0,0,,3,8,0,11.86,0,12.1,24.6,11/7/2025 5:49:56 PM,0,1
,Mixed / non conventional,12,16,2,6,218.51,0.09,173.34,-267.223,201.699,250,-164.93,0,0,0,0,0,0,0,0,12,16,2,6,0,0,0,0,3,0,357,72,1.771,0,0,,3,1,0,11.8,0,12.1,24.6,11/7/2025 5:49:58 PM,0,0
,Mixed / non conventional,12,16,6,10,136.6,0.09,80.82,-1169.309,201.699,250,-23.56,0,0,0,0,0,0,0,0,12,16,6,10,0,0,0,0,3,0,357,72,1.771,0,0,,3,2,0,11.8,0,12.1,24.6,11/7/2025 5:49:58 PM,0,0
,Mixed / non conventional,12,16,10,14,156.92,0.1,451.86,1679.122,201.699,250,18.85,0,0,0,0,0,0,0,0,12,16,10,14,0,0,0,0,3,0,357,72,1.771,0,0,,3,3,0,11.8,0,12.1,24.6,11/7/2025 5:49:58 PM,0,0
,Mixed / non conventional,12,16,14,18,170.63,0.09,-276.55,1825.788,201.699,250,18.85,0,0,0,0,0,0,0,0,12,16,14,18,0,0,0,0,3,0,357,72,1.771,0,0,,3,4,0,11.8,0,12.1,24.6,11/7/2025 5:49:58 PM,0,0
,Mixed / non conventional,12,16,18,22,169.83,0.1,4.36,-1453.793,201.699,250,-23.56,0,0,0,0,0,0,0,0,12,16,18,22,0,0,0,0,3,0,357,72,1.771,0,0,,3,5,0,11.8,0,12.1,24.6,11/7/2025 5:49:58 PM,0,0
,Mixed / non conventional,12,16,22,26,216.15,0.11,7,-264.338,201.699,250,-164.93,0,0,0,0,0,0,0,0,12,16,22,26,0,0,0,0,3,0,357,72,1.771,0,0,,3,6,0,11.8,0,12.1,24.6,11/7/2025 5:49:58 PM,0,0
,Mixed / non conventional,12,16,26,30,222.22,0.1,-24.16,-90.584,201.699,250,-494.8,0,0,0,0,0,0,0,0,12,16,26,30,0,0,0,0,3,0,357,72,1.771,0,0,,3,7,0,11.8,0,12.1,24.6,11/7/2025 5:49:58 PM,0,0
,Mixed / non conventional,12,16,30,34,269.73,0.1,-11.78,-49.979,201.699,250,-1088.56,0,0,0,0,0,0,0,0,12,16,30,34,0,0,0,0,3,0,357,72,1.771,0,0,,3,8,0,11.8,0,12.1,24.6,11/7/2025 5:49:59 PM,0,1
,Mixed / non conventional,13,17,3,7,232.13,0.02,185.33,-292.344,207.714,250,-164.93,0,0,0,0,0,0,0,0,13,17,3,7,0,0,0,0,3,0,307,64,1.477,0,0,,3,1,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,0
,Mixed / non conventional,13,17,7,11,139.53,0.03,-30.04,-1230.058,207.714,250,-23.56,0,0,0,0,0,0,0,0,13,17,7,11,0,0,0,0,3,0,307,64,1.477,0,0,,3,2,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,0
,Mixed / non conventional,13,17,11,15,161.98,0.03,467.37,1784.97,207.714,250,18.85,0,0,0,0,0,0,0,0,13,17,11,15,0,0,0,0,3,0,307,64,1.477,0,0,,3,3,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,0
,Mixed / non conventional,13,17,15,19,182.17,0.03,-278.11,2007.385,207.714,250,18.85,0,0,0,0,0,0,0,0,13,17,15,19,0,0,0,0,3,0,307,64,1.477,0,0,,3,4,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,0
,Mixed / non conventional,13,17,19,23,183.6,0.04,3.26,-1618.514,207.714,250,-23.56,0,0,0,0,0,0,0,0,13,17,19,23,0,0,0,0,3,0,307,64,1.477,0,0,,3,5,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,0
,Mixed / non conventional,13,17,23,27,211.26,0.05,-9.51,-266.062,207.714,250,-164.93,0,0,0,0,0,0,0,0,13,17,23,27,0,0,0,0,3,0,307,64,1.477,0,0,,3,6,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,0
,Mixed / non conventional,13,17,27,31,237.58,0.03,-28.97,-99.736,207.714,250,-494.8,0,0,0,0,0,0,0,0,13,17,27,31,0,0,0,0,3,0,307,64,1.477,0,0,,3,7,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,0
,Mixed / non conventional,13,17,31,35,260.72,0.03,40.71,-49.75,207.714,250,-1088.56,0,0,0,0,0,0,0,0,13,17,31,35,0,0,0,0,3,0,307,64,1.477,0,0,,3,8,0,11.89,0,12.1,24.6,11/7/2025 5:50:01 PM,0,1
,Mixed / non conventional,14,18,4,8,238.2,0,298.16,-367.067,254.165,250,-164.93,0,0,0,0,0,0,0,0,14,18,4,8,0,0,0,0,3,0,318,81,1.25,0,0,,3,1,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,0
,Mixed / non conventional,14,18,8,12,146.33,0.03,-27.89,-1578.519,254.165,250,-23.56,0,0,0,0,0,0,0,0,14,18,8,12,0,0,0,0,3,0,318,81,1.25,0,0,,3,2,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,0
,Mixed / non conventional,14,18,12,16,170.76,0.04,382.64,2302.523,254.165,250,18.85,0,0,0,0,0,0,0,0,14,18,12,16,0,0,0,0,3,0,318,81,1.25,0,0,,3,3,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,0
,Mixed / non conventional,14,18,16,20,189.45,0,-252.4,2554.49,254.165,250,18.85,0,0,0,0,0,0,0,0,14,18,16,20,0,0,0,0,3,0,318,81,1.25,0,0,,3,4,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,0
,Mixed / non conventional,14,18,20,24,190.67,0.03,27.72,-2056.76,254.165,250,-23.56,0,0,0,0,0,0,0,0,14,18,20,24,0,0,0,0,3,0,318,81,1.25,0,0,,3,5,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,0
,Mixed / non conventional,14,18,24,28,224.85,0.03,-70.21,-346.505,254.165,250,-164.93,0,0,0,0,0,0,0,0,14,18,24,28,0,0,0,0,3,0,318,81,1.25,0,0,,3,6,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,0
,Mixed / non conventional,14,18,28,32,254.76,0.05,1.81,-130.862,254.165,250,-494.8,0,0,0,0,0,0,0,0,14,18,28,32,0,0,0,0,3,0,318,81,1.25,0,0,,3,7,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,0
,Mixed / non conventional,14,18,32,36,215.16,0.03,52.91,-50.236,254.165,250,-1088.56,0,0,0,0,0,0,0,0,14,18,32,36,0,0,0,0,3,0,318,81,1.25,0,0,,3,8,0,11.71,0,12.1,24.6,11/7/2025 5:50:03 PM,0,1
,Mixed / non conventional,15,19,1,5,266.78,0,327.56,-51.007,94.604,250,-494.8,0,0,0,0,0,0,0,0,15,19,1,5,0,0,0,0,3,0,116,11,1.228,0,0,,3,1,0,12.66,0,12.12,24.6,11/7/2025 5:50:05 PM,0,0
,Mixed / non conventional,15,19,5,9,232.4,0.03,-29.63,-133.299,94.604,250,-164.93,0,0,0,0,0,0,0,0,15,19,5,9,0,0,0,0,3,0,116,11,1.228,0,0,,3,2,0,12.66,0,12.12,24.6,11/7/2025 5:50:05 PM,0,0
,Mixed / non conventional,15,19,9,13,153.9,0.03,-72,-617.932,94.604,250,-23.56,0,0,0,0,0,0,0,0,15,19,9,13,0,0,0,0,3,0,116,11,1.228,0,0,,3,3,0,12.66,0,12.12,24.6,11/7/2025 5:50:06 PM,0,0
,Mixed / non conventional,15,19,13,17,182.25,0.05,531.64,914.695,94.604,250,18.85,0,0,0,0,0,0,0,0,15,19,13,17,0,0,0,0,3,0,116,11,1.228,0,0,,3,4,0,12.66,0,12.12,24.6,11/7/2025 5:50:06 PM,0,0
,Mixed / non conventional,15,19,17,21,164.4,0,-311.88,825.083,94.604,250,18.85,0,0,0,0,0,0,0,0,15,19,17,21,0,0,0,0,3,0,116,11,1.228,0,0,,3,5,0,12.66,0,12.12,24.6,11/7/2025 5:50:06 PM,0,0
,Mixed / non conventional,15,19,21,25,166.79,0.03,26.16,-669.694,94.604,250,-23.56,0,0,0,0,0,0,0,0,15,19,21,25,0,0,0,0,3,0,116,11,1.228,0,0,,3,6,0,12.66,0,12.12,24.6,11/7/2025 5:50:06 PM,0,0
