,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N� electrode A,N� electrode B,N� electrode M,N� electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (�C),Rx-Bat (V),Rx Temp. (�C),Date,Gapfiller,Synch
,Mixed / non conventional,58,65,33,40,124.79,0.12,67.95,-42.2,312.206,250,-923.24,0,0,0,0,0,0,0,0,58,65,33,40,0,0,0,0,3,0,675,211,2.163,0,0,,1,6,0,10.34,0,12.19,19.2,11/7/2025 2:24:55 PM,0,0
,Mixed / non conventional,58,65,40,47,127.98,0.1,-105.45,-125.895,312.206,250,-317.36,0,0,0,0,0,0,0,0,58,65,40,47,0,0,0,0,3,0,675,211,2.163,0,0,,1,7,0,10.34,0,12.19,19.2,11/7/2025 2:24:55 PM,0,0
,Mixed / non conventional,58,65,47,54,188.82,0.09,-2.28,-1160.963,312.206,250,-50.78,0,0,0,0,0,0,0,0,58,65,47,54,0,0,0,0,3,0,675,211,2.163,0,0,,1,8,0,10.34,0,12.19,19.2,11/7/2025 2:24:55 PM,0,0
,Mixed / non conventional,58,65,54,61,133.12,0.04,377.65,501.108,312.206,250,82.94,0,0,0,0,0,0,0,0,58,65,54,61,0,0,0,0,3,0,675,211,2.163,0,0,,1,9,0,10.34,0,12.19,19.2,11/7/2025 2:24:55 PM,0,0
,Mixed / non conventional,58,65,61,68,211.37,0.08,-257.53,3325.925,312.206,250,19.84,0,0,0,0,0,0,0,0,58,65,61,68,0,0,0,0,3,0,675,211,2.163,0,0,,1,10,0,10.34,0,12.19,19.2,11/7/2025 2:24:55 PM,0,0
,Mixed / non conventional,58,65,68,3,210.11,0.07,-163.91,-2466.26,313.316,250,-26.69,0,0,0,0,0,0,0,0,58,65,68,3,0,0,0,0,3,0,673,211,2.148,0,0,,1,1,0,10.34,0,12.21,19.2,11/7/2025 2:24:57 PM,0,0
,Mixed / non conventional,58,65,3,10,107.82,0.65,142.7,-3.219,313.316,250,-10494.2,0,0,0,0,0,0,0,0,58,65,3,10,0,0,0,0,3,0,673,211,2.148,0,0,,1,2,0,10.34,0,12.21,19.2,11/7/2025 2:24:57 PM,0,1
,Mixed / non conventional,58,65,10,17,66.41,0.37,-88.56,-2.998,313.316,250,-6939.71,0,0,0,0,0,0,0,0,58,65,10,17,0,0,0,0,3,0,673,211,2.148,0,0,,1,3,0,10.34,0,12.21,19.2,11/7/2025 2:24:57 PM,0,0
,Mixed / non conventional,58,65,17,24,38.41,0.71,99.46,-2.805,313.316,250,-4290.01,0,0,0,0,0,0,0,0,58,65,17,24,0,0,0,0,3,0,673,211,2.148,0,0,,1,4,0,10.34,0,12.21,19.2,11/7/2025 2:24:57 PM,0,0
,Mixed / non conventional,58,65,24,31,171.89,0.12,-39.68,-22.318,313.316,250,-2413.13,0,0,0,0,0,0,0,0,58,65,24,31,0,0,0,0,3,0,673,211,2.148,0,0,,1,5,0,10.34,0,12.21,19.2,11/7/2025 2:24:58 PM,0,0
,Mixed / non conventional,58,65,31,38,112.67,0.11,-3.75,-29.99,313.316,250,-1177.14,0,0,0,0,0,0,0,0,58,65,31,38,0,0,0,0,3,0,673,211,2.148,0,0,,1,6,0,10.34,0,12.21,19.2,11/7/2025 2:24:58 PM,0,0
,Mixed / non conventional,58,65,38,45,133.94,0.1,26.03,-93.239,313.316,250,-450.08,0,0,0,0,0,0,0,0,58,65,38,45,0,0,0,0,3,0,673,211,2.148,0,0,,1,7,0,10.34,0,12.21,19.2,11/7/2025 2:24:58 PM,0,0
,Mixed / non conventional,58,65,45,52,165.65,0.08,-110.36,-518.921,313.316,250,-100.02,0,0,0,0,0,0,0,0,58,65,45,52,0,0,0,0,3,0,673,211,2.148,0,0,,1,8,0,10.34,0,12.21,19.2,11/7/2025 2:24:58 PM,0,0
,Mixed / non conventional,58,65,52,59,117.64,0.07,377.13,-4361.937,313.316,250,-8.45,0,0,0,0,0,0,0,0,58,65,52,59,0,0,0,0,3,0,673,211,2.148,0,0,,1,9,0,10.34,0,12.21,19.2,11/7/2025 2:24:58 PM,0,0
,Mixed / non conventional,58,65,59,66,239.05,0.35,-285.33,68.917,1.06,250,3.68,0,0,0,0,0,0,0,0,58,65,59,66,0,0,0,0,3,0,2,0,1.904,0,0,,1,1,0,12.87,0,12.16,19.7,11/7/2025 2:25:00 PM,0,0
,Mixed / non conventional,58,65,66,1,353.52,0.35,-128.72,-52.317,1.06,250,-7.17,0,0,0,0,0,0,0,0,58,65,66,1,0,0,0,0,3,0,2,0,1.904,0,0,,1,2,0,12.87,0,12.16,19.7,11/7/2025 2:25:00 PM,0,1
,Mixed / non conventional,58,65,1,8,45.1,1.06,153.16,-1.212,314.326,250,-11694.42,0,0,0,0,0,0,0,0,58,65,1,8,0,0,0,0,3,0,674,212,2.145,0,0,,1,1,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,1
,Mixed / non conventional,58,65,8,15,80.95,0.21,524.67,-3.238,314.326,250,-7857.19,0,0,0,0,0,0,0,0,58,65,8,15,0,0,0,0,3,0,674,212,2.145,0,0,,1,2,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,0
,Mixed / non conventional,58,65,15,22,56.22,0.36,-696.69,-3.561,314.326,250,-4962.43,0,0,0,0,0,0,0,0,58,65,15,22,0,0,0,0,3,0,674,212,2.145,0,0,,1,3,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,0
,Mixed / non conventional,58,65,22,29,146.55,0.08,174.7,-16.005,314.326,250,-2878.21,0,0,0,0,0,0,0,0,58,65,22,29,0,0,0,0,3,0,674,212,2.145,0,0,,1,4,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,0
,Mixed / non conventional,58,65,29,36,101.83,0.08,-20.21,-21.736,314.326,250,-1472.57,0,0,0,0,0,0,0,0,58,65,29,36,0,0,0,0,3,0,674,212,2.145,0,0,,1,5,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,0
,Mixed / non conventional,58,65,36,43,142.05,0.1,-8.2,-72.769,314.326,250,-613.57,0,0,0,0,0,0,0,0,58,65,36,43,0,0,0,0,3,0,674,212,2.145,0,0,,1,6,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,0
,Mixed / non conventional,58,65,43,50,130.36,0.09,-32.95,-242.087,314.326,250,-169.26,0,0,0,0,0,0,0,0,58,65,43,50,0,0,0,0,3,0,674,212,2.145,0,0,,1,7,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,0
,Mixed / non conventional,58,65,50,57,112.04,0.08,-345.74,-4577.226,314.326,250,-7.69,0,0,0,0,0,0,0,0,58,65,50,57,0,0,0,0,3,0,674,212,2.145,0,0,,1,8,0,10.34,0,12.16,19.2,11/7/2025 2:25:02 PM,0,0
,Mixed / non conventional,58,65,57,64,138.77,0.03,859.16,875.277,23.198,250,3.68,0,0,0,0,0,0,0,0,58,65,57,64,0,0,0,0,3,0,48,1,2.071,0,0,,1,1,0,12.84,0,12.19,19.7,11/7/2025 2:25:04 PM,0,0
,Mixed / non conventional,58,65,64,71,167.36,0,-446.72,-459.466,23.198,250,-8.45,0,0,0,0,0,0,0,0,58,65,64,71,0,0,0,0,3,0,48,1,2.071,0,0,,1,2,0,12.84,0,12.19,19.7,11/7/2025 2:25:04 PM,0,0
,Mixed / non conventional,58,65,71,6,150,0.04,-130.76,-50.967,23.198,250,-68.28,0,0,0,0,0,0,0,0,58,65,71,6,0,0,0,0,3,0,48,1,2.071,0,0,,1,3,0,12.84,0,12.19,19.7,11/7/2025 2:25:05 PM,0,1
,Mixed / non conventional,58,65,6,13,108.98,0.09,107.81,-3.882,315.3,250,-8851.6,0,0,0,0,0,0,0,0,58,65,6,13,0,0,0,0,3,0,673,212,2.134,0,0,,1,1,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,1
,Mixed / non conventional,58,65,13,20,72.61,0.22,-31.3,-4.016,315.3,250,-5701.03,0,0,0,0,0,0,0,0,58,65,13,20,0,0,0,0,3,0,673,212,2.134,0,0,,1,2,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,0
,Mixed / non conventional,58,65,20,27,90.82,0.08,62.64,-8.426,315.3,250,-3398.69,0,0,0,0,0,0,0,0,58,65,20,27,0,0,0,0,3,0,673,212,2.134,0,0,,1,3,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,0
,Mixed / non conventional,58,65,27,34,157.49,0.11,-36.94,-27.395,315.3,250,-1812.63,0,0,0,0,0,0,0,0,58,65,27,34,0,0,0,0,3,0,673,212,2.134,0,0,,1,4,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,0
,Mixed / non conventional,58,65,34,41,129.41,0.11,-19.88,-50.316,315.3,250,-810.92,0,0,0,0,0,0,0,0,58,65,34,41,0,0,0,0,3,0,673,212,2.134,0,0,,1,5,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,0
,Mixed / non conventional,58,65,41,48,127.61,0.09,-38.12,-153.809,315.3,250,-261.59,0,0,0,0,0,0,0,0,58,65,41,48,0,0,0,0,3,0,673,212,2.134,0,0,,1,6,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,0
,Mixed / non conventional,58,65,48,55,165.81,0.08,-37.04,-1598.866,315.3,250,-32.7,0,0,0,0,0,0,0,0,58,65,48,55,0,0,0,0,3,0,673,212,2.134,0,0,,1,7,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,0
,Mixed / non conventional,58,65,55,62,143.69,0.08,346.67,2283.383,315.3,250,19.84,0,0,0,0,0,0,0,0,58,65,55,62,0,0,0,0,3,0,673,212,2.134,0,0,,1,8,0,10.34,0,12.16,19.7,11/7/2025 2:25:07 PM,0,0
,Mixed / non conventional,58,65,62,69,1707.83,0.08,218.41,6508.432,316.071,250,82.94,0,0,0,0,0,0,0,0,58,65,62,69,0,0,0,0,3,0,672,212,2.125,0,0,,1,1,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,69,4,856.54,0.06,-606.24,-6946.416,316.071,250,-38.97,0,0,0,0,0,0,0,0,58,65,69,4,0,0,0,0,3,0,672,212,2.125,0,0,,1,2,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,4,11,127.42,0,129.09,-4.057,316.071,250,-9926.02,0,0,0,0,0,0,0,0,58,65,4,11,0,0,0,0,3,0,672,212,2.125,0,0,,1,3,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,1
,Mixed / non conventional,58,65,11,18,63.92,0.12,27.98,-3.104,316.071,250,-6508.87,0,0,0,0,0,0,0,0,58,65,11,18,0,0,0,0,3,0,672,212,2.125,0,0,,1,4,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,18,25,39.46,0.5,-3.74,-3.135,316.071,250,-3977.64,0,0,0,0,0,0,0,0,58,65,18,25,0,0,0,0,3,0,672,212,2.125,0,0,,1,5,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,25,32,176.66,0.11,-12.76,-25.376,316.071,250,-2200.4,0,0,0,0,0,0,0,0,58,65,25,32,0,0,0,0,3,0,672,212,2.125,0,0,,1,6,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,32,39,125.29,0.09,5.94,-37.887,316.071,250,-1045.19,0,0,0,0,0,0,0,0,58,65,32,39,0,0,0,0,3,0,672,212,2.125,0,0,,1,7,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,39,46,128.28,0.08,-54.93,-106.676,316.071,250,-380.07,0,0,0,0,0,0,0,0,58,65,39,46,0,0,0,0,3,0,672,212,2.125,0,0,,1,8,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,46,53,180,0.07,-30.78,-778.375,316.071,250,-73.09,0,0,0,0,0,0,0,0,58,65,46,53,0,0,0,0,3,0,672,212,2.125,0,0,,1,9,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,53,60,146.77,0.08,284.76,-1353.544,316.071,250,-34.27,0,0,0,0,0,0,0,0,58,65,53,60,0,0,0,0,3,0,672,212,2.125,0,0,,1,10,0,10.34,0,12.16,19.7,11/7/2025 2:25:09 PM,0,0
,Mixed / non conventional,58,65,60,67,210.44,0.05,-232.85,7309.756,316.821,250,9.12,0,0,0,0,0,0,0,0,58,65,60,67,0,0,0,0,3,0,670,212,2.115,0,0,,1,1,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,58,65,67,2,253.33,0.06,-140.72,-4992.856,316.821,250,-16.07,0,0,0,0,0,0,0,0,58,65,67,2,0,0,0,0,3,0,670,212,2.115,0,0,,1,2,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,58,65,2,9,88.17,0.18,188.74,-2.52,316.821,250,-11083.54,0,0,0,0,0,0,0,0,58,65,2,9,0,0,0,0,3,0,670,212,2.115,0,0,,1,3,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,1
,Mixed / non conventional,58,65,9,16,66.38,0,-15.29,-2.846,316.821,250,-7389.03,0,0,0,0,0,0,0,0,58,65,9,16,0,0,0,0,3,0,670,212,2.115,0,0,,1,4,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,58,65,16,23,45.93,0.34,12.7,-3.151,316.821,250,-4618.14,0,0,0,0,0,0,0,0,58,65,16,23,0,0,0,0,3,0,670,212,2.115,0,0,,1,5,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,58,65,23,30,163.89,0.11,-0.22,-19.677,316.821,250,-2638.94,0,0,0,0,0,0,0,0,58,65,23,30,0,0,0,0,3,0,670,212,2.115,0,0,,1,6,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,58,65,30,37,93.56,0.1,-7.26,-22.464,316.821,250,-1319.47,0,0,0,0,0,0,0,0,58,65,30,37,0,0,0,0,3,0,670,212,2.115,0,0,,1,7,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,58,65,37,44,144.52,0.08,-110.69,-86.753,316.821,250,-527.79,0,0,0,0,0,0,0,0,58,65,37,44,0,0,0,0,3,0,670,212,2.115,0,0,,1,8,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,58,65,44,51,147.89,0.08,-25.61,-355.111,316.821,250,-131.95,0,0,0,0,0,0,0,0,58,65,44,51,0,0,0,0,3,0,670,212,2.115,0,0,,1,9,0,10.31,0,12.19,19.7,11/7/2025 2:25:12 PM,0,0
,Mixed / non conventional,59,66,1,8,28.13,1.6,153.18,-0.897,393.189,250,-12327.22,0,0,0,0,0,0,0,0,59,66,1,8,0,0,0,0,3,0,558,219,1.42,0,0,,1,1,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,1
,Mixed / non conventional,59,66,8,15,77.24,0.08,524.09,-3.639,393.189,250,-8344.58,0,0,0,0,0,0,0,0,59,66,8,15,0,0,0,0,3,0,558,219,1.42,0,0,,1,2,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,0
,Mixed / non conventional,59,66,15,22,46.92,0.08,-695.52,-3.466,393.189,250,-5323.27,0,0,0,0,0,0,0,0,59,66,15,22,0,0,0,0,3,0,558,219,1.42,0,0,,1,3,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,0
,Mixed / non conventional,59,66,22,29,161.78,0.11,174.53,-20.314,393.189,250,-3131.33,0,0,0,0,0,0,0,0,59,66,22,29,0,0,0,0,3,0,558,219,1.42,0,0,,1,4,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,0
,Mixed / non conventional,59,66,29,36,108.66,0,-20.29,-26.102,393.189,250,-1636.83,0,0,0,0,0,0,0,0,59,66,29,36,0,0,0,0,3,0,558,219,1.42,0,0,,1,5,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,0
,Mixed / non conventional,59,66,36,43,153.92,0.04,-6.96,-85.5,393.189,250,-707.82,0,0,0,0,0,0,0,0,59,66,36,43,0,0,0,0,3,0,558,219,1.42,0,0,,1,6,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,0
,Mixed / non conventional,59,66,43,50,140.62,0.03,-31.85,-260.382,393.189,250,-212.35,0,0,0,0,0,0,0,0,59,66,43,50,0,0,0,0,3,0,558,219,1.42,0,0,,1,7,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,0
,Mixed / non conventional,59,66,50,57,152.79,0,-288.76,-3253.583,393.189,250,-18.46,0,0,0,0,0,0,0,0,59,66,50,57,0,0,0,0,3,0,558,219,1.42,0,0,,1,8,0,10.22,0,12.14,19.7,11/7/2025 2:25:14 PM,0,0
,Mixed / non conventional,59,66,57,64,179.56,0.04,775.71,7755.623,393.936,250,9.12,0,0,0,0,0,0,0,0,59,66,57,64,0,0,0,0,3,0,557,219,1.413,0,0,,1,1,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,64,71,264.31,0.03,-421.13,-3038.13,393.936,250,-34.27,0,0,0,0,0,0,0,0,59,66,64,71,0,0,0,0,3,0,557,219,1.413,0,0,,1,2,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,71,6,141.67,0.04,-132.1,-1055.834,393.936,250,-52.86,0,0,0,0,0,0,0,0,59,66,71,6,0,0,0,0,3,0,557,219,1.413,0,0,,1,3,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,6,13,117.36,0.06,109.41,-4.93,393.936,250,-9378.62,0,0,0,0,0,0,0,0,59,66,6,13,0,0,0,0,3,0,557,219,1.413,0,0,,1,4,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,1
,Mixed / non conventional,59,66,13,20,65.05,0.06,-30.68,-4.204,393.936,250,-6096.1,0,0,0,0,0,0,0,0,59,66,13,20,0,0,0,0,3,0,557,219,1.413,0,0,,1,5,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,20,27,93.33,0.1,62.86,-9.989,393.936,250,-3680.66,0,0,0,0,0,0,0,0,59,66,20,27,0,0,0,0,3,0,557,219,1.413,0,0,,1,6,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,27,34,170.28,0.04,-37.04,-33.534,393.936,250,-2000.36,0,0,0,0,0,0,0,0,59,66,27,34,0,0,0,0,3,0,557,219,1.413,0,0,,1,7,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,34,41,140.55,0.05,-19.08,-59.969,393.936,250,-923.24,0,0,0,0,0,0,0,0,59,66,34,41,0,0,0,0,3,0,557,219,1.413,0,0,,1,8,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,41,48,137.54,0.06,-36.6,-170.723,393.936,250,-317.36,0,0,0,0,0,0,0,0,59,66,41,48,0,0,0,0,3,0,557,219,1.413,0,0,,1,9,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,48,55,187.66,0,-30.83,-1455.854,393.936,250,-50.78,0,0,0,0,0,0,0,0,59,66,48,55,0,0,0,0,3,0,557,219,1.413,0,0,,1,10,0,10.19,0,12.21,19.7,11/7/2025 2:25:17 PM,0,0
,Mixed / non conventional,59,66,55,62,126.67,0.12,324.5,50.012,32.746,250,82.94,0,0,0,0,0,0,0,0,59,66,55,62,0,0,0,0,3,0,45,1,1.383,0,0,,1,1,0,12.84,0,12.19,19.7,11/7/2025 2:25:19 PM,0,1
,Mixed / non conventional,59,66,62,69,265.1,0.05,198.52,437.513,32.746,250,19.84,0,0,0,0,0,0,0,0,59,66,62,69,0,0,0,0,3,0,45,1,1.383,0,0,,1,2,0,12.84,0,12.19,19.7,11/7/2025 2:25:19 PM,0,0
,Mixed / non conventional,59,66,69,4,278.94,0.03,-580.78,-342.201,32.746,250,-26.69,0,0,0,0,0,0,0,0,59,66,69,4,0,0,0,0,3,0,45,1,1.383,0,0,,1,3,0,12.84,0,12.19,19.7,11/7/2025 2:25:19 PM,0,0
,Mixed / non conventional,59,66,4,11,131.93,0.23,128.38,-4.964,394.834,250,-10494.2,0,0,0,0,0,0,0,0,59,66,4,11,0,0,0,0,3,0,556,219,1.408,0,0,,1,1,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,1
,Mixed / non conventional,59,66,11,18,55.99,0.26,28.04,-3.186,394.834,250,-6939.71,0,0,0,0,0,0,0,0,59,66,11,18,0,0,0,0,3,0,556,219,1.408,0,0,,1,2,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,0
,Mixed / non conventional,59,66,18,25,30.81,0.25,-3.27,-2.836,394.834,250,-4290.01,0,0,0,0,0,0,0,0,59,66,18,25,0,0,0,0,3,0,556,219,1.408,0,0,,1,3,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,0
,Mixed / non conventional,59,66,25,32,195.07,0.03,-12.65,-31.918,394.834,250,-2413.13,0,0,0,0,0,0,0,0,59,66,25,32,0,0,0,0,3,0,556,219,1.408,0,0,,1,4,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,0
,Mixed / non conventional,59,66,32,39,135.5,0.04,6.36,-45.451,394.834,250,-1177.14,0,0,0,0,0,0,0,0,59,66,32,39,0,0,0,0,3,0,556,219,1.408,0,0,,1,5,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,0
,Mixed / non conventional,59,66,39,46,137.96,0.03,-54.08,-121.024,394.834,250,-450.08,0,0,0,0,0,0,0,0,59,66,39,46,0,0,0,0,3,0,556,219,1.408,0,0,,1,6,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,0
,Mixed / non conventional,59,66,46,53,192.95,0.04,-25.31,-761.694,394.834,250,-100.02,0,0,0,0,0,0,0,0,59,66,46,53,0,0,0,0,3,0,556,219,1.408,0,0,,1,7,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,0
,Mixed / non conventional,59,66,53,60,112.51,0.03,269.15,-5257.326,394.834,250,-8.45,0,0,0,0,0,0,0,0,59,66,53,60,0,0,0,0,3,0,556,219,1.408,0,0,,1,8,0,10.19,0,12.21,19.7,11/7/2025 2:25:21 PM,0,0
,Mixed / non conventional,59,66,60,67,185.7,0.33,-242.79,74.007,1.466,250,3.68,0,0,0,0,0,0,0,0,59,66,60,67,0,0,0,0,3,0,2,0,1.174,0,0,,1,1,0,12.87,0,12.19,19.7,11/7/2025 2:25:24 PM,0,0
,Mixed / non conventional,59,66,67,2,250.48,0.35,-131.52,-51.242,1.466,250,-7.17,0,0,0,0,0,0,0,0,59,66,67,2,0,0,0,0,3,0,2,0,1.174,0,0,,1,2,0,12.87,0,12.19,19.7,11/7/2025 2:25:24 PM,0,1
,Mixed / non conventional,59,66,2,9,-1009.36,0.22,186.03,34.135,395.49,250,-11694.42,0,0,0,0,0,0,0,0,59,66,2,9,0,0,0,0,3,0,557,220,1.409,0,0,,1,1,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,1
,Mixed / non conventional,59,66,9,16,792.66,0.19,-12.7,-39.898,395.49,250,-7857.19,0,0,0,0,0,0,0,0,59,66,9,16,0,0,0,0,3,0,557,220,1.409,0,0,,1,2,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,0
,Mixed / non conventional,59,66,16,23,36.78,0.23,12.59,-2.931,395.49,250,-4962.43,0,0,0,0,0,0,0,0,59,66,16,23,0,0,0,0,3,0,557,220,1.409,0,0,,1,3,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,0
,Mixed / non conventional,59,66,23,30,182.55,0.07,0.26,-25.083,395.49,250,-2878.21,0,0,0,0,0,0,0,0,59,66,23,30,0,0,0,0,3,0,557,220,1.409,0,0,,1,4,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,0
,Mixed / non conventional,59,66,30,37,99.96,0.06,-6.38,-26.846,395.49,250,-1472.57,0,0,0,0,0,0,0,0,59,66,30,37,0,0,0,0,3,0,557,220,1.409,0,0,,1,5,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,0
,Mixed / non conventional,59,66,37,44,156.33,0.03,-107.39,-100.765,395.49,250,-613.57,0,0,0,0,0,0,0,0,59,66,37,44,0,0,0,0,3,0,557,220,1.409,0,0,,1,6,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,0
,Mixed / non conventional,59,66,44,51,158.21,0.05,-19.78,-369.668,395.49,250,-169.26,0,0,0,0,0,0,0,0,59,66,44,51,0,0,0,0,3,0,557,220,1.409,0,0,,1,7,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,0
,Mixed / non conventional,59,66,51,58,121.22,0.06,-25.9,-6231.176,395.49,250,-7.69,0,0,0,0,0,0,0,0,59,66,51,58,0,0,0,0,3,0,557,220,1.409,0,0,,1,8,0,10.22,0,12.21,19.7,11/7/2025 2:25:26 PM,0,0
,Mixed / non conventional,59,66,58,65,245.69,0.06,363.15,1706.49,25.546,250,3.68,0,0,0,0,0,0,0,0,59,66,58,65,0,0,0,0,3,0,35,1,1.364,0,0,,1,1,0,12.87,0,12.19,19.7,11/7/2025 2:25:28 PM,0,0
,Mixed / non conventional,59,66,65,72,403.12,0,-236.72,-1218.736,25.546,250,-8.45,0,0,0,0,0,0,0,0,59,66,65,72,0,0,0,0,3,0,35,1,1.364,0,0,,1,2,0,12.87,0,12.19,19.7,11/7/2025 2:25:28 PM,0,0
,Mixed / non conventional,59,66,72,7,134.27,0.13,-150.19,-50.238,25.546,250,-68.28,0,0,0,0,0,0,0,0,59,66,72,7,0,0,0,0,3,0,35,1,1.364,0,0,,1,3,0,12.87,0,12.19,19.7,11/7/2025 2:25:28 PM,0,1
,Mixed / non conventional,59,66,7,14,88.09,0.38,146.39,-3.942,396.126,250,-8851.6,0,0,0,0,0,0,0,0,59,66,7,14,0,0,0,0,3,0,557,220,1.405,0,0,,1,1,0,10.22,0,12.19,19.7,11/7/2025 2:25:30 PM,0,1
,Mixed / non conventional,59,66,14,21,63.24,0.17,-8.48,-4.394,396.126,250,-5701.03,0,0,0,0,0,0,0,0,59,66,14,21,0,0,0,0,3,0,557,220,1.405,0,0,,1,2,0,10.22,0,12.19,19.7,11/7/2025 2:25:30 PM,0,0
,Mixed / non conventional,59,66,21,28,129.47,0.06,1.3,-15.09,396.126,250,-3398.69,0,0,0,0,0,0,0,0,59,66,21,28,0,0,0,0,3,0,557,220,1.405,0,0,,1,3,0,10.22,0,12.19,19.7,11/7/2025 2:25:30 PM,0,0
,Mixed / non conventional,59,66,28,35,137.93,0,9.47,-30.143,396.126,250,-1812.63,0,0,0,0,0,0,0,0,59,66,28,35,0,0,0,0,3,0,557,220,1.405,0,0,,1,4,0,10.22,0,12.19,19.7,11/7/2025 2:25:30 PM,0,0
