,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N� electrode A,N� electrode B,N� electrode M,N� electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (�C),Rx-Bat (V),Rx Temp. (�C),Date,Gapfiller,Synch
,Mixed / non conventional,36,40,30,34,115.46,0.03,-150.28,-1852.695,378.084,250,-23.56,0,0,0,0,0,0,0,0,36,40,30,34,0,0,0,0,3,0,570,215,1.507,0,0,,2,4,0,10.01,0,12.12,19.2,11/7/2025 3:31:07 PM,0,0
,Mixed / non conventional,36,40,34,38,124.01,0.1,827.18,2487.44,378.084,250,18.85,0,0,0,0,0,0,0,0,36,40,34,38,0,0,0,0,3,0,570,215,1.507,0,0,,2,5,0,10.01,0,12.12,19.2,11/7/2025 3:31:07 PM,0,0
,Mixed / non conventional,36,40,38,42,106.78,0.1,-330.43,2141.791,378.084,250,18.85,0,0,0,0,0,0,0,0,36,40,38,42,0,0,0,0,3,0,570,215,1.507,0,0,,2,6,0,10.01,0,12.12,19.2,11/7/2025 3:31:07 PM,0,0
,Mixed / non conventional,36,40,42,46,129.91,0.23,-44.86,-2089.628,379.004,250,-23.56,0,0,0,0,0,0,0,0,36,40,42,46,0,0,0,0,3,0,569,216,1.502,0,0,,2,1,0,10.01,0,12.16,19.2,11/7/2025 3:31:09 PM,0,0
,Mixed / non conventional,36,40,46,50,92.17,0.28,7.4,-211.808,379.004,250,-164.93,0,0,0,0,0,0,0,0,36,40,46,50,0,0,0,0,3,0,569,216,1.502,0,0,,2,2,0,10.01,0,12.16,19.2,11/7/2025 3:31:09 PM,0,0
,Mixed / non conventional,36,40,50,54,77.03,0.26,-28.74,-59.001,379.004,250,-494.8,0,0,0,0,0,0,0,0,36,40,50,54,0,0,0,0,3,0,569,216,1.502,0,0,,2,3,0,10.01,0,12.16,19.2,11/7/2025 3:31:09 PM,0,0
,Mixed / non conventional,36,40,54,58,50.89,0.13,80.7,-17.718,379.004,250,-1088.56,0,0,0,0,0,0,0,0,36,40,54,58,0,0,0,0,3,0,569,216,1.502,0,0,,2,4,0,10.01,0,12.16,19.2,11/7/2025 3:31:09 PM,0,1
,Mixed / non conventional,37,41,19,23,78.8,0.07,-29.74,-29.921,413.361,250,-1088.56,0,0,0,0,0,0,0,0,37,41,19,23,0,0,0,0,3,0,528,218,1.276,0,0,,2,1,0,9.98,0,12.14,19.2,11/7/2025 3:31:11 PM,0,1
,Mixed / non conventional,37,41,23,27,113.89,0.08,-59.32,-95.143,413.361,250,-494.8,0,0,0,0,0,0,0,0,37,41,23,27,0,0,0,0,3,0,528,218,1.276,0,0,,2,2,0,9.98,0,12.14,19.2,11/7/2025 3:31:11 PM,0,0
,Mixed / non conventional,37,41,27,31,125.92,0.07,-5.86,-315.589,413.361,250,-164.93,0,0,0,0,0,0,0,0,37,41,27,31,0,0,0,0,3,0,528,218,1.276,0,0,,2,3,0,9.98,0,12.14,19.2,11/7/2025 3:31:11 PM,0,0
,Mixed / non conventional,37,41,31,35,124.83,0.05,-151.84,-2189.957,413.361,250,-23.56,0,0,0,0,0,0,0,0,37,41,31,35,0,0,0,0,3,0,528,218,1.276,0,0,,2,4,0,9.98,0,12.14,19.2,11/7/2025 3:31:11 PM,0,0
,Mixed / non conventional,37,41,35,39,134.87,0.05,827,2957.702,413.361,250,18.85,0,0,0,0,0,0,0,0,37,41,35,39,0,0,0,0,3,0,528,218,1.276,0,0,,2,5,0,9.98,0,12.14,19.2,11/7/2025 3:31:11 PM,0,0
,Mixed / non conventional,37,41,39,43,101.69,0,-335.13,2230.097,413.361,250,18.85,0,0,0,0,0,0,0,0,37,41,39,43,0,0,0,0,3,0,528,218,1.276,0,0,,2,6,0,9.98,0,12.14,19.2,11/7/2025 3:31:11 PM,0,0
,Mixed / non conventional,37,41,43,47,122.73,0.17,-53.78,-2158.156,414.342,250,-23.56,0,0,0,0,0,0,0,0,37,41,43,47,0,0,0,0,3,0,527,218,1.273,0,0,,2,1,0,9.98,0,12.14,19.2,11/7/2025 3:31:13 PM,0,0
,Mixed / non conventional,37,41,47,51,86.08,0.22,17.66,-216.259,414.342,250,-164.93,0,0,0,0,0,0,0,0,37,41,47,51,0,0,0,0,3,0,527,218,1.273,0,0,,2,2,0,9.98,0,12.14,19.2,11/7/2025 3:31:13 PM,0,0
,Mixed / non conventional,37,41,51,55,84.56,0.21,-11.32,-70.813,414.342,250,-494.8,0,0,0,0,0,0,0,0,37,41,51,55,0,0,0,0,3,0,527,218,1.273,0,0,,2,3,0,9.98,0,12.14,19.2,11/7/2025 3:31:14 PM,0,0
,Mixed / non conventional,37,41,55,59,61.52,0.05,0.97,-23.417,414.342,250,-1088.56,0,0,0,0,0,0,0,0,37,41,55,59,0,0,0,0,3,0,527,218,1.273,0,0,,2,4,0,9.98,0,12.14,19.2,11/7/2025 3:31:14 PM,0,1
,Mixed / non conventional,38,42,20,24,93.98,0.06,5.86,-35.222,407.969,250,-1088.56,0,0,0,0,0,0,0,0,38,42,20,24,0,0,0,0,3,0,532,217,1.305,0,0,,2,1,0,9.98,0,12.12,19.7,11/7/2025 3:31:16 PM,0,1
,Mixed / non conventional,38,42,24,28,141.44,0.09,-7.47,-116.617,407.969,250,-494.8,0,0,0,0,0,0,0,0,38,42,24,28,0,0,0,0,3,0,532,217,1.305,0,0,,2,2,0,9.98,0,12.12,19.7,11/7/2025 3:31:16 PM,0,0
,Mixed / non conventional,38,42,28,32,129.11,0.07,-127.13,-319.358,407.969,250,-164.93,0,0,0,0,0,0,0,0,38,42,28,32,0,0,0,0,3,0,532,217,1.305,0,0,,2,3,0,9.98,0,12.12,19.7,11/7/2025 3:31:16 PM,0,0
,Mixed / non conventional,38,42,32,36,120.1,0.07,-34.07,-2079.527,407.969,250,-23.56,0,0,0,0,0,0,0,0,38,42,32,36,0,0,0,0,3,0,532,217,1.305,0,0,,2,4,0,9.98,0,12.12,19.7,11/7/2025 3:31:16 PM,0,0
,Mixed / non conventional,38,42,36,40,106.36,0.05,736.23,2302.029,407.969,250,18.85,0,0,0,0,0,0,0,0,38,42,36,40,0,0,0,0,3,0,532,217,1.305,0,0,,2,5,0,9.98,0,12.12,19.7,11/7/2025 3:31:16 PM,0,0
,Mixed / non conventional,38,42,40,44,118.79,0.03,-307.1,2570.944,407.969,250,18.85,0,0,0,0,0,0,0,0,38,42,40,44,0,0,0,0,3,0,532,217,1.305,0,0,,2,6,0,9.98,0,12.12,19.7,11/7/2025 3:31:16 PM,0,0
,Mixed / non conventional,38,42,44,48,112.79,0.1,-42.58,-1963.149,410.108,250,-23.56,0,0,0,0,0,0,0,0,38,42,44,48,0,0,0,0,3,0,534,219,1.302,0,0,,2,1,0,9.95,0,12.16,19.2,11/7/2025 3:31:18 PM,0,0
,Mixed / non conventional,38,42,48,52,77.86,0.14,-9.56,-193.593,410.108,250,-164.93,0,0,0,0,0,0,0,0,38,42,48,52,0,0,0,0,3,0,534,219,1.302,0,0,,2,2,0,9.95,0,12.16,19.2,11/7/2025 3:31:18 PM,0,0
,Mixed / non conventional,38,42,52,56,80.32,0.09,3.27,-66.568,410.108,250,-494.8,0,0,0,0,0,0,0,0,38,42,52,56,0,0,0,0,3,0,534,219,1.302,0,0,,2,3,0,9.95,0,12.16,19.2,11/7/2025 3:31:18 PM,0,0
,Mixed / non conventional,38,42,56,60,64.06,0.15,-22.67,-24.136,410.108,250,-1088.56,0,0,0,0,0,0,0,0,38,42,56,60,0,0,0,0,3,0,534,219,1.302,0,0,,2,4,0,9.95,0,12.16,19.2,11/7/2025 3:31:18 PM,0,1
,Mixed / non conventional,39,43,21,25,95.9,0.08,-23.43,-35.565,403.688,250,-1088.56,0,0,0,0,0,0,0,0,39,43,21,25,0,0,0,0,3,0,538,217,1.333,0,0,,2,1,0,9.98,0,12.14,19.2,11/7/2025 3:31:20 PM,0,1
,Mixed / non conventional,39,43,25,29,145.5,0.09,33.22,-118.709,403.688,250,-494.8,0,0,0,0,0,0,0,0,39,43,25,29,0,0,0,0,3,0,538,217,1.333,0,0,,2,2,0,9.98,0,12.14,19.2,11/7/2025 3:31:20 PM,0,0
,Mixed / non conventional,39,43,29,33,131.12,0.07,-148.11,-320.933,403.688,250,-164.93,0,0,0,0,0,0,0,0,39,43,29,33,0,0,0,0,3,0,538,217,1.333,0,0,,2,3,0,9.98,0,12.14,19.2,11/7/2025 3:31:20 PM,0,0
,Mixed / non conventional,39,43,33,37,121.19,0.08,-146.34,-2076.307,403.688,250,-23.56,0,0,0,0,0,0,0,0,39,43,33,37,0,0,0,0,3,0,538,217,1.333,0,0,,2,4,0,9.98,0,12.14,19.2,11/7/2025 3:31:20 PM,0,0
,Mixed / non conventional,39,43,37,41,101.61,0.04,844.28,2176.134,403.688,250,18.85,0,0,0,0,0,0,0,0,39,43,37,41,0,0,0,0,3,0,538,217,1.333,0,0,,2,5,0,9.98,0,12.14,19.2,11/7/2025 3:31:20 PM,0,0
,Mixed / non conventional,39,43,41,45,115.88,0.06,-312.06,2481.653,403.688,250,18.85,0,0,0,0,0,0,0,0,39,43,41,45,0,0,0,0,3,0,538,217,1.333,0,0,,2,6,0,9.98,0,12.14,19.2,11/7/2025 3:31:20 PM,0,0
,Mixed / non conventional,39,43,45,49,103.24,0.1,-13.75,-1768.811,403.688,250,-23.56,0,0,0,0,0,0,0,0,39,43,45,49,0,0,0,0,3,0,538,217,1.333,0,0,,2,7,0,9.98,0,12.14,19.2,11/7/2025 3:31:20 PM,0,0
,Mixed / non conventional,39,43,49,53,72.35,0.12,-52.17,-177.694,405.079,250,-164.93,0,0,0,0,0,0,0,0,39,43,49,53,0,0,0,0,3,0,539,218,1.33,0,0,,2,1,0,9.92,0,12.16,19.2,11/7/2025 3:31:23 PM,0,0
,Mixed / non conventional,39,43,53,57,70.53,0.05,51.38,-57.744,405.079,250,-494.8,0,0,0,0,0,0,0,0,39,43,53,57,0,0,0,0,3,0,539,218,1.33,0,0,,2,2,0,9.92,0,12.16,19.2,11/7/2025 3:31:23 PM,0,0
,Mixed / non conventional,39,43,57,61,62.32,0.12,-70.2,-23.191,405.079,250,-1088.56,0,0,0,0,0,0,0,0,39,43,57,61,0,0,0,0,3,0,539,218,1.33,0,0,,2,3,0,9.92,0,12.16,19.2,11/7/2025 3:31:23 PM,0,1
,Mixed / non conventional,40,44,22,26,95.25,0.06,7.38,-35.428,404.873,250,-1088.56,0,0,0,0,0,0,0,0,40,44,22,26,0,0,0,0,3,0,535,217,1.321,0,0,,2,1,0,9.95,0,12.12,19.2,11/7/2025 3:31:25 PM,0,1
,Mixed / non conventional,40,44,26,30,134.39,0.07,-3.88,-109.962,404.873,250,-494.8,0,0,0,0,0,0,0,0,40,44,26,30,0,0,0,0,3,0,535,217,1.321,0,0,,2,2,0,9.95,0,12.12,19.2,11/7/2025 3:31:25 PM,0,0
,Mixed / non conventional,40,44,30,34,131.23,0.08,-82.25,-322.145,404.873,250,-164.93,0,0,0,0,0,0,0,0,40,44,30,34,0,0,0,0,3,0,535,217,1.321,0,0,,2,3,0,9.95,0,12.12,19.2,11/7/2025 3:31:25 PM,0,0
,Mixed / non conventional,40,44,34,38,137.73,0.08,-140.43,-2366.653,404.873,250,-23.56,0,0,0,0,0,0,0,0,40,44,34,38,0,0,0,0,3,0,535,217,1.321,0,0,,2,4,0,9.95,0,12.12,19.2,11/7/2025 3:31:25 PM,0,0
,Mixed / non conventional,40,44,38,42,117.56,0.04,827.63,2525.131,404.873,250,18.85,0,0,0,0,0,0,0,0,40,44,38,42,0,0,0,0,3,0,535,217,1.321,0,0,,2,5,0,9.95,0,12.12,19.2,11/7/2025 3:31:25 PM,0,0
,Mixed / non conventional,40,44,42,46,113.69,0.05,-355.86,2441.975,404.873,250,18.85,0,0,0,0,0,0,0,0,40,44,42,46,0,0,0,0,3,0,535,217,1.321,0,0,,2,6,0,9.95,0,12.12,19.2,11/7/2025 3:31:25 PM,0,0
,Mixed / non conventional,40,44,46,50,104.76,0.11,-5.39,-1810.372,407.186,250,-23.56,0,0,0,0,0,0,0,0,40,44,46,50,0,0,0,0,3,0,536,218,1.317,0,0,,2,1,0,9.92,0,12.16,19.2,11/7/2025 3:31:27 PM,0,0
,Mixed / non conventional,40,44,50,54,75.76,0.17,-32.48,-187.028,407.186,250,-164.93,0,0,0,0,0,0,0,0,40,44,50,54,0,0,0,0,3,0,536,218,1.317,0,0,,2,2,0,9.92,0,12.16,19.2,11/7/2025 3:31:27 PM,0,0
,Mixed / non conventional,40,44,54,58,57.51,0.04,79.23,-47.326,407.186,250,-494.8,0,0,0,0,0,0,0,0,40,44,54,58,0,0,0,0,3,0,536,218,1.317,0,0,,2,3,0,9.92,0,12.16,19.2,11/7/2025 3:31:27 PM,0,0
,Mixed / non conventional,40,44,58,62,59.93,0.23,-87.78,-22.418,407.186,250,-1088.56,0,0,0,0,0,0,0,0,40,44,58,62,0,0,0,0,3,0,536,218,1.317,0,0,,2,4,0,9.92,0,12.16,19.2,11/7/2025 3:31:27 PM,0,1
,Mixed / non conventional,41,45,23,27,108.84,0.08,-50.92,-39.997,400.035,250,-1088.56,0,0,0,0,0,0,0,0,41,45,23,27,0,0,0,0,3,0,546,218,1.365,0,0,,2,1,0,9.95,0,12.14,19.2,11/7/2025 3:31:29 PM,0,1
,Mixed / non conventional,41,45,27,31,116.16,0.1,11.05,-93.91,400.035,250,-494.8,0,0,0,0,0,0,0,0,41,45,27,31,0,0,0,0,3,0,546,218,1.365,0,0,,2,2,0,9.95,0,12.14,19.2,11/7/2025 3:31:29 PM,0,0
,Mixed / non conventional,41,45,31,35,121.06,0.09,-85.76,-293.613,400.035,250,-164.93,0,0,0,0,0,0,0,0,41,45,31,35,0,0,0,0,3,0,546,218,1.365,0,0,,2,3,0,9.95,0,12.14,19.2,11/7/2025 3:31:29 PM,0,0
,Mixed / non conventional,41,45,35,39,138.65,0.09,-163.67,-2354.069,400.035,250,-23.56,0,0,0,0,0,0,0,0,41,45,35,39,0,0,0,0,3,0,546,218,1.365,0,0,,2,4,0,9.95,0,12.14,19.2,11/7/2025 3:31:29 PM,0,0
,Mixed / non conventional,41,45,39,43,115.07,0.03,883.65,2441.978,400.035,250,18.85,0,0,0,0,0,0,0,0,41,45,39,43,0,0,0,0,3,0,546,218,1.365,0,0,,2,5,0,9.95,0,12.14,19.2,11/7/2025 3:31:29 PM,0,0
,Mixed / non conventional,41,45,43,47,114.64,0,-386.36,2433.013,400.035,250,18.85,0,0,0,0,0,0,0,0,41,45,43,47,0,0,0,0,3,0,546,218,1.365,0,0,,2,6,0,9.95,0,12.14,19.2,11/7/2025 3:31:29 PM,0,0
,Mixed / non conventional,41,45,47,51,102.37,0.09,12.14,-1738.088,400.035,250,-23.56,0,0,0,0,0,0,0,0,41,45,47,51,0,0,0,0,3,0,546,218,1.365,0,0,,2,7,0,9.95,0,12.14,19.2,11/7/2025 3:31:30 PM,0,0
,Mixed / non conventional,41,45,51,55,85.42,0.12,-13.59,-207.174,400.035,250,-164.93,0,0,0,0,0,0,0,0,41,45,51,55,0,0,0,0,3,0,546,218,1.365,0,0,,2,8,0,9.95,0,12.14,19.2,11/7/2025 3:31:30 PM,0,0
,Mixed / non conventional,41,45,55,59,57.77,0.09,-0.06,-46.704,400.035,250,-494.8,0,0,0,0,0,0,0,0,41,45,55,59,0,0,0,0,3,0,546,218,1.365,0,0,,2,9,0,9.95,0,12.14,19.2,11/7/2025 3:31:30 PM,0,0
,Mixed / non conventional,41,45,59,63,67.69,0.35,-49.97,-25,402.006,250,-1088.56,0,0,0,0,0,0,0,0,41,45,59,63,0,0,0,0,3,0,543,218,1.351,0,0,,2,1,0,9.95,0,12.19,19.2,11/7/2025 3:31:32 PM,0,1
,Mixed / non conventional,42,46,24,28,102.17,0.07,8.51,-35.552,378.777,250,-1088.56,0,0,0,0,0,0,0,0,42,46,24,28,0,0,0,0,3,0,568,215,1.5,0,0,,2,1,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,1
,Mixed / non conventional,42,46,28,32,92.76,0.07,-109.79,-71.012,378.777,250,-494.8,0,0,0,0,0,0,0,0,42,46,28,32,0,0,0,0,3,0,568,215,1.5,0,0,,2,2,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,32,36,97.68,0.08,39.11,-224.336,378.777,250,-164.93,0,0,0,0,0,0,0,0,42,46,32,36,0,0,0,0,3,0,568,215,1.5,0,0,,2,3,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,36,40,128.24,0.04,-243.46,-2061.611,378.777,250,-23.56,0,0,0,0,0,0,0,0,42,46,36,40,0,0,0,0,3,0,568,215,1.5,0,0,,2,4,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,40,44,112.97,0.05,861.01,2270.19,378.777,250,18.85,0,0,0,0,0,0,0,0,42,46,40,44,0,0,0,0,3,0,568,215,1.5,0,0,,2,5,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,44,48,99.71,0.05,-347.62,2003.727,378.777,250,18.85,0,0,0,0,0,0,0,0,42,46,44,48,0,0,0,0,3,0,568,215,1.5,0,0,,2,6,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,48,52,94.72,0.09,-13.98,-1522.745,378.777,250,-23.56,0,0,0,0,0,0,0,0,42,46,48,52,0,0,0,0,3,0,568,215,1.5,0,0,,2,7,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,52,56,87.37,0.11,1,-200.649,378.777,250,-164.93,0,0,0,0,0,0,0,0,42,46,52,56,0,0,0,0,3,0,568,215,1.5,0,0,,2,8,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,56,60,68.23,0.11,-23.4,-52.234,378.777,250,-494.8,0,0,0,0,0,0,0,0,42,46,56,60,0,0,0,0,3,0,568,215,1.5,0,0,,2,9,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,42,46,60,64,112.59,0.21,18.36,-39.179,378.777,250,-1088.56,0,0,0,0,0,0,0,0,42,46,60,64,0,0,0,0,3,0,568,215,1.5,0,0,,2,10,0,9.98,0,12.14,19.7,11/7/2025 3:31:34 PM,0,0
,Mixed / non conventional,43,47,25,29,100.37,0.07,37.94,-39.832,431.984,250,-1088.56,0,0,0,0,0,0,0,0,43,47,25,29,0,0,0,0,3,0,506,219,1.171,0,0,,2,1,0,9.89,0,12.14,19.2,11/7/2025 3:31:36 PM,0,1
,Mixed / non conventional,43,47,29,33,91.22,0.06,-126.56,-79.637,431.984,250,-494.8,0,0,0,0,0,0,0,0,43,47,29,33,0,0,0,0,3,0,506,219,1.171,0,0,,2,2,0,9.89,0,12.14,19.2,11/7/2025 3:31:36 PM,0,0
,Mixed / non conventional,43,47,33,37,87.15,0.07,-121.18,-228.253,431.984,250,-164.93,0,0,0,0,0,0,0,0,43,47,33,37,0,0,0,0,3,0,506,219,1.171,0,0,,2,3,0,9.89,0,12.14,19.2,11/7/2025 3:31:36 PM,0,0
,Mixed / non conventional,43,47,37,41,121.14,0.06,-191.06,-2220.983,431.984,250,-23.56,0,0,0,0,0,0,0,0,43,47,37,41,0,0,0,0,3,0,506,219,1.171,0,0,,2,4,0,9.89,0,12.14,19.2,11/7/2025 3:31:36 PM,0,0
,Mixed / non conventional,43,47,41,45,113.9,0.06,1015.53,2610.376,431.984,250,18.85,0,0,0,0,0,0,0,0,43,47,41,45,0,0,0,0,3,0,506,219,1.171,0,0,,2,5,0,9.89,0,12.14,19.2,11/7/2025 3:31:36 PM,0,0
,Mixed / non conventional,43,47,45,49,83.91,0.03,-379.91,1923.015,431.984,250,18.85,0,0,0,0,0,0,0,0,43,47,45,49,0,0,0,0,3,0,506,219,1.171,0,0,,2,6,0,9.89,0,12.14,19.2,11/7/2025 3:31:36 PM,0,0
,Mixed / non conventional,43,47,49,53,85.76,0.06,-53.73,-1572.382,431.984,250,-23.56,0,0,0,0,0,0,0,0,43,47,49,53,0,0,0,0,3,0,506,219,1.171,0,0,,2,7,0,9.89,0,12.14,19.2,11/7/2025 3:31:36 PM,0,0
,Mixed / non conventional,43,47,53,57,79.16,0.1,49.25,-207.326,431.984,250,-164.93,0,0,0,0,0,0,0,0,43,47,53,57,0,0,0,0,3,0,506,219,1.171,0,0,,2,8,0,9.89,0,12.14,19.2,11/7/2025 3:31:37 PM,0,0
,Mixed / non conventional,43,47,57,61,69.21,0.11,-70.82,-60.421,431.984,250,-494.8,0,0,0,0,0,0,0,0,43,47,57,61,0,0,0,0,3,0,506,219,1.171,0,0,,2,9,0,9.89,0,12.14,19.2,11/7/2025 3:31:37 PM,0,0
,Mixed / non conventional,43,47,61,65,107.92,0.17,6.71,-42.825,431.984,250,-1088.56,0,0,0,0,0,0,0,0,43,47,61,65,0,0,0,0,3,0,506,219,1.171,0,0,,2,10,0,9.89,0,12.14,19.2,11/7/2025 3:31:37 PM,0,0
,Mixed / non conventional,44,48,26,30,90.46,0.22,7.99,-26.271,316.132,250,-1088.56,0,0,0,0,0,0,0,0,44,48,26,30,0,0,0,0,3,0,658,208,2.083,0,0,,2,1,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,1
,Mixed / non conventional,44,48,30,34,91.51,0.2,-66.19,-58.469,316.132,250,-494.8,0,0,0,0,0,0,0,0,44,48,30,34,0,0,0,0,3,0,658,208,2.083,0,0,,2,2,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,34,38,88.52,0.16,-99.83,-169.665,316.132,250,-164.93,0,0,0,0,0,0,0,0,44,48,34,38,0,0,0,0,3,0,658,208,2.083,0,0,,2,3,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,38,42,111.54,0.15,286.97,-1496.543,316.132,250,-23.56,0,0,0,0,0,0,0,0,44,48,38,42,0,0,0,0,3,0,658,208,2.083,0,0,,2,4,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,42,46,99.29,0.13,288.59,1665.288,316.132,250,18.85,0,0,0,0,0,0,0,0,44,48,42,46,0,0,0,0,3,0,658,208,2.083,0,0,,2,5,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,46,50,86.34,0.13,-194.14,1448.061,316.132,250,18.85,0,0,0,0,0,0,0,0,44,48,46,50,0,0,0,0,3,0,658,208,2.083,0,0,,2,6,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,50,54,82.72,0.05,-32,-1109.855,316.132,250,-23.56,0,0,0,0,0,0,0,0,44,48,50,54,0,0,0,0,3,0,658,208,2.083,0,0,,2,7,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,54,58,63.29,0.06,78.42,-121.314,316.132,250,-164.93,0,0,0,0,0,0,0,0,44,48,54,58,0,0,0,0,3,0,658,208,2.083,0,0,,2,8,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,58,62,66.9,0.05,-87.82,-42.743,316.132,250,-494.8,0,0,0,0,0,0,0,0,44,48,58,62,0,0,0,0,3,0,658,208,2.083,0,0,,2,9,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,44,48,62,66,107.41,0.13,22.15,-31.193,316.132,250,-1088.56,0,0,0,0,0,0,0,0,44,48,62,66,0,0,0,0,3,0,658,208,2.083,0,0,,2,10,0,10.04,0,12.1,19.7,11/7/2025 3:31:39 PM,0,0
,Mixed / non conventional,45,49,27,31,82.33,0.04,15.45,-32.618,431.293,250,-1088.56,0,0,0,0,0,0,0,0,45,49,27,31,0,0,0,0,3,0,508,219,1.179,0,0,,2,1,0,9.89,0,12.14,19.2,11/7/2025 3:31:41 PM,0,1
,Mixed / non conventional,45,49,31,35,90.77,0.03,-66.86,-79.122,431.293,250,-494.8,0,0,0,0,0,0,0,0,45,49,31,35,0,0,0,0,3,0,508,219,1.179,0,0,,2,2,0,9.89,0,12.14,19.2,11/7/2025 3:31:41 PM,0,0
,Mixed / non conventional,45,49,35,39,85.94,0.05,-105.41,-224.718,431.293,250,-164.93,0,0,0,0,0,0,0,0,45,49,35,39,0,0,0,0,3,0,508,219,1.179,0,0,,2,3,0,9.89,0,12.14,19.2,11/7/2025 3:31:41 PM,0,0
,Mixed / non conventional,45,49,39,43,102.05,0.05,345.6,-1868.012,431.293,250,-23.56,0,0,0,0,0,0,0,0,45,49,39,43,0,0,0,0,3,0,508,219,1.179,0,0,,2,4,0,9.89,0,12.14,19.2,11/7/2025 3:31:41 PM,0,0
,Mixed / non conventional,45,49,43,47,83.33,0.03,238.5,1906.672,431.293,250,18.85,0,0,0,0,0,0,0,0,45,49,43,47,0,0,0,0,3,0,508,219,1.179,0,0,,2,5,0,9.89,0,12.14,19.2,11/7/2025 3:31:41 PM,0,0
,Mixed / non conventional,45,49,47,51,101.01,0.04,-180.14,2311.287,431.293,250,18.85,0,0,0,0,0,0,0,0,45,49,47,51,0,0,0,0,3,0,508,219,1.179,0,0,,2,6,0,9.89,0,12.14,19.2,11/7/2025 3:31:41 PM,0,0
,Mixed / non conventional,45,49,51,55,91.36,0.06,-7.32,-1672.401,431.293,250,-23.56,0,0,0,0,0,0,0,0,45,49,51,55,0,0,0,0,3,0,508,219,1.179,0,0,,2,7,0,9.89,0,12.14,19.2,11/7/2025 3:31:41 PM,0,0
,Mixed / non conventional,45,49,55,59,62.74,0.12,-1.19,-164.43,432.26,250,-164.93,0,0,0,0,0,0,0,0,45,49,55,59,0,0,0,0,3,0,512,221,1.184,0,0,,2,1,0,9.89,0,12.14,19.2,11/7/2025 3:31:44 PM,0,0
,Mixed / non conventional,45,49,59,63,77.94,0.15,-49.49,-68.093,432.26,250,-494.8,0,0,0,0,0,0,0,0,45,49,59,63,0,0,0,0,3,0,512,221,1.184,0,0,,2,2,0,9.89,0,12.14,19.2,11/7/2025 3:31:44 PM,0,0
,Mixed / non conventional,45,49,63,67,90.75,0.22,75,-36.036,432.26,250,-1088.56,0,0,0,0,0,0,0,0,45,49,63,67,0,0,0,0,3,0,512,221,1.184,0,0,,2,3,0,9.89,0,12.14,19.2,11/7/2025 3:31:44 PM,0,1
,Mixed / non conventional,46,50,28,32,72.68,0.11,-102.87,-24.866,372.441,250,-1088.56,0,0,0,0,0,0,0,0,46,50,28,32,0,0,0,0,3,0,574,214,1.542,0,0,,2,1,0,9.98,0,12.12,19.2,11/7/2025 3:31:46 PM,0,1
,Mixed / non conventional,46,50,32,36,84.08,0.1,55.95,-63.289,372.441,250,-494.8,0,0,0,0,0,0,0,0,46,50,32,36,0,0,0,0,3,0,574,214,1.542,0,0,,2,2,0,9.98,0,12.12,19.2,11/7/2025 3:31:46 PM,0,0
,Mixed / non conventional,46,50,36,40,87.98,0.09,-172.87,-198.664,372.441,250,-164.93,0,0,0,0,0,0,0,0,46,50,36,40,0,0,0,0,3,0,574,214,1.542,0,0,,2,3,0,9.98,0,12.12,19.2,11/7/2025 3:31:46 PM,0,0
