,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N� electrode A,N� electrode B,N� electrode M,N� electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (�C),Rx-Bat (V),Rx Temp. (�C),Date,Gapfiller,Synch
,Mixed / non conventional,3,7,1,5,68.59,0.08,902.39,1434.036,394.079,250,18.85,0,0,0,0,0,0,0,0,3,7,1,5,0,0,0,0,3,0,560,221,1.421,0,0,,2,1,0,10.01,0,12.16,19.2,11/7/2025 3:28:58 PM,0,0
,Mixed / non conventional,3,7,5,9,96.69,0.05,-353.83,2021.43,394.079,250,18.85,0,0,0,0,0,0,0,0,3,7,5,9,0,0,0,0,3,0,560,221,1.421,0,0,,2,2,0,10.01,0,12.16,19.2,11/7/2025 3:28:58 PM,0,0
,Mixed / non conventional,3,7,9,13,119.94,0.12,37.85,-2006.079,394.079,250,-23.56,0,0,0,0,0,0,0,0,3,7,9,13,0,0,0,0,3,0,560,221,1.421,0,0,,2,3,0,10.01,0,12.16,19.2,11/7/2025 3:28:58 PM,0,0
,Mixed / non conventional,3,7,13,17,69.22,0.2,-43.77,-165.387,394.079,250,-164.93,0,0,0,0,0,0,0,0,3,7,13,17,0,0,0,0,3,0,560,221,1.421,0,0,,2,4,0,10.01,0,12.16,19.2,11/7/2025 3:28:58 PM,0,0
,Mixed / non conventional,3,7,17,21,58.03,0.2,12.39,-46.214,394.079,250,-494.8,0,0,0,0,0,0,0,0,3,7,17,21,0,0,0,0,3,0,560,221,1.421,0,0,,2,5,0,10.01,0,12.16,19.2,11/7/2025 3:28:58 PM,0,0
,Mixed / non conventional,3,7,21,25,55.34,0.22,19.69,-20.033,394.079,250,-1088.56,0,0,0,0,0,0,0,0,3,7,21,25,0,0,0,0,3,0,560,221,1.421,0,0,,2,6,0,10.01,0,12.16,19.2,11/7/2025 3:28:58 PM,0,1
,Mixed / non conventional,4,8,2,6,70.49,0.09,818.01,1715.097,458.64,250,18.85,0,0,0,0,0,0,0,0,4,8,2,6,0,0,0,0,3,0,489,224,1.067,0,0,,2,1,0,9.95,0,12.19,18.7,11/7/2025 3:29:00 PM,0,0
,Mixed / non conventional,4,8,6,10,95.09,0.04,-318.26,2313.791,458.64,250,18.85,0,0,0,0,0,0,0,0,4,8,6,10,0,0,0,0,3,0,489,224,1.067,0,0,,2,2,0,9.95,0,12.19,18.7,11/7/2025 3:29:00 PM,0,0
,Mixed / non conventional,4,8,10,14,115.28,0.13,-26.57,-2244.01,458.64,250,-23.56,0,0,0,0,0,0,0,0,4,8,10,14,0,0,0,0,3,0,489,224,1.067,0,0,,2,3,0,9.95,0,12.19,18.7,11/7/2025 3:29:00 PM,0,0
,Mixed / non conventional,4,8,14,18,63.02,0.15,6.15,-175.23,458.64,250,-164.93,0,0,0,0,0,0,0,0,4,8,14,18,0,0,0,0,3,0,489,224,1.067,0,0,,2,4,0,9.95,0,12.19,18.7,11/7/2025 3:29:00 PM,0,0
,Mixed / non conventional,4,8,18,22,69.03,0.19,6,-63.985,458.64,250,-494.8,0,0,0,0,0,0,0,0,4,8,18,22,0,0,0,0,3,0,489,224,1.067,0,0,,2,5,0,9.95,0,12.19,18.7,11/7/2025 3:29:00 PM,0,0
,Mixed / non conventional,4,8,22,26,50.86,0.17,5.65,-21.429,458.64,250,-1088.56,0,0,0,0,0,0,0,0,4,8,22,26,0,0,0,0,3,0,489,224,1.067,0,0,,2,6,0,9.95,0,12.19,18.7,11/7/2025 3:29:00 PM,0,1
,Mixed / non conventional,5,9,3,7,95.48,0.08,787.74,2279.433,450.023,250,18.85,0,0,0,0,0,0,0,0,5,9,3,7,0,0,0,0,3,0,497,223,1.104,0,0,,2,1,0,10.01,0,12.16,19.2,11/7/2025 3:29:02 PM,0,0
,Mixed / non conventional,5,9,7,11,71.97,0.08,-326.24,1718.361,450.023,250,18.85,0,0,0,0,0,0,0,0,5,9,7,11,0,0,0,0,3,0,497,223,1.104,0,0,,2,2,0,10.01,0,12.16,19.2,11/7/2025 3:29:02 PM,0,0
,Mixed / non conventional,5,9,11,15,105.21,0.14,113.92,-2009.554,450.023,250,-23.56,0,0,0,0,0,0,0,0,5,9,11,15,0,0,0,0,3,0,497,223,1.104,0,0,,2,3,0,10.01,0,12.16,19.2,11/7/2025 3:29:02 PM,0,0
,Mixed / non conventional,5,9,15,19,54.24,0.13,-145.99,-148.001,450.023,250,-164.93,0,0,0,0,0,0,0,0,5,9,15,19,0,0,0,0,3,0,497,223,1.104,0,0,,2,4,0,10.01,0,12.16,19.2,11/7/2025 3:29:02 PM,0,0
,Mixed / non conventional,5,9,19,23,65.36,0.19,-11.23,-59.441,450.023,250,-494.8,0,0,0,0,0,0,0,0,5,9,19,23,0,0,0,0,3,0,497,223,1.104,0,0,,2,5,0,10.01,0,12.16,19.2,11/7/2025 3:29:02 PM,0,0
,Mixed / non conventional,5,9,23,27,41.67,0.11,31.96,-17.228,450.023,250,-1088.56,0,0,0,0,0,0,0,0,5,9,23,27,0,0,0,0,3,0,497,223,1.104,0,0,,2,6,0,10.01,0,12.16,19.2,11/7/2025 3:29:02 PM,0,1
,Mixed / non conventional,6,10,4,8,93.67,0.14,837.38,1941.213,390.628,250,18.85,0,0,0,0,0,0,0,0,6,10,4,8,0,0,0,0,3,0,564,220,1.443,0,0,,2,1,0,10.04,0,12.14,19.2,11/7/2025 3:29:04 PM,0,0
,Mixed / non conventional,6,10,8,12,85.54,0.05,-347.48,1772.724,390.628,250,18.85,0,0,0,0,0,0,0,0,6,10,8,12,0,0,0,0,3,0,564,220,1.443,0,0,,2,2,0,10.04,0,12.14,19.2,11/7/2025 3:29:04 PM,0,0
,Mixed / non conventional,6,10,12,16,104.4,0.22,-9.61,-1730.886,390.628,250,-23.56,0,0,0,0,0,0,0,0,6,10,12,16,0,0,0,0,3,0,564,220,1.443,0,0,,2,3,0,10.04,0,12.14,19.2,11/7/2025 3:29:05 PM,0,0
,Mixed / non conventional,6,10,16,20,53.4,0.22,30.6,-126.479,390.628,250,-164.93,0,0,0,0,0,0,0,0,6,10,16,20,0,0,0,0,3,0,564,220,1.443,0,0,,2,4,0,10.04,0,12.14,19.2,11/7/2025 3:29:05 PM,0,0
,Mixed / non conventional,6,10,20,24,48.58,0.36,-25.51,-38.35,390.628,250,-494.8,0,0,0,0,0,0,0,0,6,10,20,24,0,0,0,0,3,0,564,220,1.443,0,0,,2,5,0,10.04,0,12.14,19.2,11/7/2025 3:29:05 PM,0,0
,Mixed / non conventional,6,10,24,28,42.54,0.11,32.14,-15.265,390.628,250,-1088.56,0,0,0,0,0,0,0,0,6,10,24,28,0,0,0,0,3,0,564,220,1.443,0,0,,2,6,0,10.04,0,12.14,19.2,11/7/2025 3:29:05 PM,0,1
,Mixed / non conventional,7,11,1,5,91.49,0.06,112.28,-1551.142,399.478,250,-23.56,0,0,0,0,0,0,0,0,7,11,1,5,0,0,0,0,3,0,555,222,1.39,0,0,,2,1,0,10.01,0,12.19,19.2,11/7/2025 3:29:07 PM,0,0
,Mixed / non conventional,7,11,5,9,70.45,0.21,684.22,1493.078,399.478,250,18.85,0,0,0,0,0,0,0,0,7,11,5,9,0,0,0,0,3,0,555,222,1.39,0,0,,2,2,0,10.01,0,12.19,19.2,11/7/2025 3:29:07 PM,0,0
,Mixed / non conventional,7,11,9,13,110.92,0,-270.9,2350.793,399.478,250,18.85,0,0,0,0,0,0,0,0,7,11,9,13,0,0,0,0,3,0,555,222,1.39,0,0,,2,3,0,10.01,0,12.19,19.2,11/7/2025 3:29:07 PM,0,0
,Mixed / non conventional,7,11,13,17,102.99,0.2,-67.3,-1746.193,399.478,250,-23.56,0,0,0,0,0,0,0,0,7,11,13,17,0,0,0,0,3,0,555,222,1.39,0,0,,2,4,0,10.01,0,12.19,19.2,11/7/2025 3:29:07 PM,0,0
,Mixed / non conventional,7,11,17,21,58.55,0.24,8.81,-141.812,399.478,250,-164.93,0,0,0,0,0,0,0,0,7,11,17,21,0,0,0,0,3,0,555,222,1.39,0,0,,2,5,0,10.01,0,12.19,19.2,11/7/2025 3:29:07 PM,0,0
,Mixed / non conventional,7,11,21,25,46.71,0.29,18.33,-37.712,399.478,250,-494.8,0,0,0,0,0,0,0,0,7,11,21,25,0,0,0,0,3,0,555,222,1.39,0,0,,2,6,0,10.01,0,12.19,19.2,11/7/2025 3:29:07 PM,0,0
,Mixed / non conventional,7,11,25,29,47.39,0.07,-29.17,-17.392,399.478,250,-1088.56,0,0,0,0,0,0,0,0,7,11,25,29,0,0,0,0,3,0,555,222,1.39,0,0,,2,7,0,10.01,0,12.19,19.2,11/7/2025 3:29:07 PM,0,1
,Mixed / non conventional,8,12,2,6,101.47,0.1,14.78,-1719.917,399.388,250,-23.56,0,0,0,0,0,0,0,0,8,12,2,6,0,0,0,0,3,0,554,221,1.386,0,0,,2,1,0,10.01,0,12.16,19.2,11/7/2025 3:29:09 PM,0,0
,Mixed / non conventional,8,12,6,10,83.87,0.14,743.34,1777.137,399.388,250,18.85,0,0,0,0,0,0,0,0,8,12,6,10,0,0,0,0,3,0,554,221,1.386,0,0,,2,2,0,10.01,0,12.16,19.2,11/7/2025 3:29:09 PM,0,0
,Mixed / non conventional,8,12,10,14,115.08,0.05,-354.22,2438.387,399.388,250,18.85,0,0,0,0,0,0,0,0,8,12,10,14,0,0,0,0,3,0,554,221,1.386,0,0,,2,3,0,10.01,0,12.16,19.2,11/7/2025 3:29:09 PM,0,0
,Mixed / non conventional,8,12,14,18,110.77,0.17,-13.73,-1877.654,399.388,250,-23.56,0,0,0,0,0,0,0,0,8,12,14,18,0,0,0,0,3,0,554,221,1.386,0,0,,2,4,0,10.01,0,12.16,19.2,11/7/2025 3:29:09 PM,0,0
,Mixed / non conventional,8,12,18,22,65.9,0.22,2.3,-159.58,399.388,250,-164.93,0,0,0,0,0,0,0,0,8,12,18,22,0,0,0,0,3,0,554,221,1.386,0,0,,2,5,0,10.01,0,12.16,19.2,11/7/2025 3:29:09 PM,0,0
,Mixed / non conventional,8,12,22,26,44.33,0.22,4.5,-35.779,399.388,250,-494.8,0,0,0,0,0,0,0,0,8,12,22,26,0,0,0,0,3,0,554,221,1.386,0,0,,2,6,0,10.01,0,12.16,19.2,11/7/2025 3:29:09 PM,0,0
,Mixed / non conventional,8,12,26,30,52.67,0.15,3.6,-19.325,399.388,250,-1088.56,0,0,0,0,0,0,0,0,8,12,26,30,0,0,0,0,3,0,554,221,1.386,0,0,,2,7,0,10.01,0,12.16,19.2,11/7/2025 3:29:09 PM,0,1
,Mixed / non conventional,9,13,3,7,117.65,0.09,107.54,-2042.015,408.962,250,-23.56,0,0,0,0,0,0,0,0,9,13,3,7,0,0,0,0,3,0,541,221,1.323,0,0,,2,1,0,10.04,0,12.16,19.2,11/7/2025 3:29:11 PM,0,0
,Mixed / non conventional,9,13,7,11,108.9,0.09,555.19,2362.604,408.962,250,18.85,0,0,0,0,0,0,0,0,9,13,7,11,0,0,0,0,3,0,541,221,1.323,0,0,,2,2,0,10.04,0,12.16,19.2,11/7/2025 3:29:11 PM,0,0
,Mixed / non conventional,9,13,11,15,107.07,0.06,-151.9,2323.107,408.962,250,18.85,0,0,0,0,0,0,0,0,9,13,11,15,0,0,0,0,3,0,541,221,1.323,0,0,,2,3,0,10.04,0,12.16,19.2,11/7/2025 3:29:11 PM,0,0
,Mixed / non conventional,9,13,15,19,110.82,0.18,-164.78,-1923.442,408.962,250,-23.56,0,0,0,0,0,0,0,0,9,13,15,19,0,0,0,0,3,0,541,221,1.323,0,0,,2,4,0,10.04,0,12.16,19.2,11/7/2025 3:29:12 PM,0,0
,Mixed / non conventional,9,13,19,23,71.33,0.23,-15.48,-176.871,408.962,250,-164.93,0,0,0,0,0,0,0,0,9,13,19,23,0,0,0,0,3,0,541,221,1.323,0,0,,2,5,0,10.04,0,12.16,19.2,11/7/2025 3:29:12 PM,0,0
,Mixed / non conventional,9,13,23,27,47.29,0.18,30.79,-39.083,408.962,250,-494.8,0,0,0,0,0,0,0,0,9,13,23,27,0,0,0,0,3,0,541,221,1.323,0,0,,2,6,0,10.04,0,12.16,19.2,11/7/2025 3:29:12 PM,0,0
,Mixed / non conventional,9,13,27,31,52.95,0.25,-28.39,-19.891,408.962,250,-1088.56,0,0,0,0,0,0,0,0,9,13,27,31,0,0,0,0,3,0,541,221,1.323,0,0,,2,7,0,10.04,0,12.16,19.2,11/7/2025 3:29:12 PM,0,1
,Mixed / non conventional,10,14,4,8,112.58,0.03,139.71,-1940.392,406.115,250,-23.56,0,0,0,0,0,0,0,0,10,14,4,8,0,0,0,0,3,0,546,222,1.345,0,0,,2,1,0,10.04,0,12.16,19.2,11/7/2025 3:29:14 PM,0,0
,Mixed / non conventional,10,14,8,12,113.79,0.06,582.85,2451.584,406.115,250,18.85,0,0,0,0,0,0,0,0,10,14,8,12,0,0,0,0,3,0,546,222,1.345,0,0,,2,2,0,10.04,0,12.16,19.2,11/7/2025 3:29:14 PM,0,0
,Mixed / non conventional,10,14,12,16,105.04,0.06,-301.52,2263.065,406.115,250,18.85,0,0,0,0,0,0,0,0,10,14,12,16,0,0,0,0,3,0,546,222,1.345,0,0,,2,3,0,10.04,0,12.16,19.2,11/7/2025 3:29:14 PM,0,0
,Mixed / non conventional,10,14,16,20,120.37,0.16,14.15,-2074.759,406.115,250,-23.56,0,0,0,0,0,0,0,0,10,14,16,20,0,0,0,0,3,0,546,222,1.345,0,0,,2,4,0,10.04,0,12.16,19.2,11/7/2025 3:29:14 PM,0,0
,Mixed / non conventional,10,14,20,24,80.52,0.18,-29.7,-198.258,406.115,250,-164.93,0,0,0,0,0,0,0,0,10,14,20,24,0,0,0,0,3,0,546,222,1.345,0,0,,2,5,0,10.04,0,12.16,19.2,11/7/2025 3:29:14 PM,0,0
,Mixed / non conventional,10,14,24,28,55.13,0.14,30.94,-45.253,406.115,250,-494.8,0,0,0,0,0,0,0,0,10,14,24,28,0,0,0,0,3,0,546,222,1.345,0,0,,2,6,0,10.04,0,12.16,19.2,11/7/2025 3:29:14 PM,0,0
,Mixed / non conventional,10,14,28,32,69.14,0.31,-21.79,-25.793,406.115,250,-1088.56,0,0,0,0,0,0,0,0,10,14,28,32,0,0,0,0,3,0,546,222,1.345,0,0,,2,7,0,10.04,0,12.16,19.2,11/7/2025 3:29:14 PM,0,1
,Mixed / non conventional,11,15,1,5,94.64,0.07,183.86,-232.588,405.352,250,-164.93,0,0,0,0,0,0,0,0,11,15,1,5,0,0,0,0,3,0,529,215,1.306,0,0,,2,1,0,10.19,0,12.16,19.2,11/7/2025 3:29:16 PM,0,0
,Mixed / non conventional,11,15,5,9,102.55,0.07,-42.91,-1764.251,405.352,250,-23.56,0,0,0,0,0,0,0,0,11,15,5,9,0,0,0,0,3,0,529,215,1.306,0,0,,2,2,0,10.19,0,12.16,19.2,11/7/2025 3:29:16 PM,0,0
,Mixed / non conventional,11,15,9,13,106.25,0.07,579.3,2284.833,405.352,250,18.85,0,0,0,0,0,0,0,0,11,15,9,13,0,0,0,0,3,0,529,215,1.306,0,0,,2,3,0,10.19,0,12.16,19.2,11/7/2025 3:29:16 PM,0,0
,Mixed / non conventional,11,15,13,17,105.64,0.07,-283.88,2271.779,405.352,250,18.85,0,0,0,0,0,0,0,0,11,15,13,17,0,0,0,0,3,0,529,215,1.306,0,0,,2,4,0,10.19,0,12.16,19.2,11/7/2025 3:29:16 PM,0,0
,Mixed / non conventional,11,15,17,21,123.49,0.15,-6.72,-2124.399,405.352,250,-23.56,0,0,0,0,0,0,0,0,11,15,17,21,0,0,0,0,3,0,529,215,1.306,0,0,,2,5,0,10.19,0,12.16,19.2,11/7/2025 3:29:16 PM,0,0
,Mixed / non conventional,11,15,21,25,79.53,0.19,15.05,-195.465,405.352,250,-164.93,0,0,0,0,0,0,0,0,11,15,21,25,0,0,0,0,3,0,529,215,1.306,0,0,,2,6,0,10.19,0,12.16,19.2,11/7/2025 3:29:16 PM,0,0
,Mixed / non conventional,11,15,25,29,59.13,0.15,-30.35,-48.438,405.352,250,-494.8,0,0,0,0,0,0,0,0,11,15,25,29,0,0,0,0,3,0,529,215,1.306,0,0,,2,7,0,10.19,0,12.16,19.2,11/7/2025 3:29:16 PM,0,1
,Mixed / non conventional,11,15,29,33,78.41,0.34,24.29,-29.743,412.907,250,-1088.56,0,0,0,0,0,0,0,0,11,15,29,33,0,0,0,0,3,0,538,222,1.303,0,0,,2,1,0,10.01,0,12.19,19.2,11/7/2025 3:29:18 PM,0,1
,Mixed / non conventional,12,16,2,6,81.09,0.14,81.54,-178.826,363.704,250,-164.93,0,0,0,0,0,0,0,0,12,16,2,6,0,0,0,0,3,0,597,217,1.642,0,0,,2,1,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,0
,Mixed / non conventional,12,16,6,10,102.89,0.14,-2.03,-1588.201,363.704,250,-23.56,0,0,0,0,0,0,0,0,12,16,6,10,0,0,0,0,3,0,597,217,1.642,0,0,,2,2,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,0
,Mixed / non conventional,12,16,10,14,105.05,0.07,562.42,2026.958,363.704,250,18.85,0,0,0,0,0,0,0,0,12,16,10,14,0,0,0,0,3,0,597,217,1.642,0,0,,2,3,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,0
,Mixed / non conventional,12,16,14,18,114.97,0.05,-277.26,2218.394,363.704,250,18.85,0,0,0,0,0,0,0,0,12,16,14,18,0,0,0,0,3,0,597,217,1.642,0,0,,2,4,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,0
,Mixed / non conventional,12,16,18,22,135.59,0.19,-13.51,-2093.038,363.704,250,-23.56,0,0,0,0,0,0,0,0,12,16,18,22,0,0,0,0,3,0,597,217,1.642,0,0,,2,5,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,0
,Mixed / non conventional,12,16,22,26,77.97,0.2,1.79,-171.931,363.704,250,-164.93,0,0,0,0,0,0,0,0,12,16,22,26,0,0,0,0,3,0,597,217,1.642,0,0,,2,6,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,0
,Mixed / non conventional,12,16,26,30,65.02,0.17,2.3,-47.793,363.704,250,-494.8,0,0,0,0,0,0,0,0,12,16,26,30,0,0,0,0,3,0,597,217,1.642,0,0,,2,7,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,0
,Mixed / non conventional,12,16,30,34,84.17,0.2,21.83,-28.123,363.704,250,-1088.56,0,0,0,0,0,0,0,0,12,16,30,34,0,0,0,0,3,0,597,217,1.642,0,0,,2,8,0,10.07,0,12.14,19.2,11/7/2025 3:29:21 PM,0,1
,Mixed / non conventional,13,17,3,7,66.89,0.06,151.73,-115.365,284.457,250,-164.93,0,0,0,0,0,0,0,0,13,17,3,7,0,0,0,0,3,0,428,122,1.503,0,0,,2,1,0,11.32,0,12.14,19.2,11/7/2025 3:29:23 PM,0,0
,Mixed / non conventional,13,17,7,11,102.67,0.04,-481.88,-1239.5,284.457,250,-23.56,0,0,0,0,0,0,0,0,13,17,7,11,0,0,0,0,3,0,428,122,1.503,0,0,,2,2,0,11.32,0,12.14,19.2,11/7/2025 3:29:23 PM,0,0
,Mixed / non conventional,13,17,11,15,106.72,0.09,1098.55,1610.536,284.457,250,18.85,0,0,0,0,0,0,0,0,13,17,11,15,0,0,0,0,3,0,428,122,1.503,0,0,,2,3,0,11.32,0,12.14,19.2,11/7/2025 3:29:23 PM,0,0
,Mixed / non conventional,13,17,15,19,132.94,0.12,-445.24,2006.258,284.457,250,18.85,0,0,0,0,0,0,0,0,13,17,15,19,0,0,0,0,3,0,428,122,1.503,0,0,,2,4,0,11.32,0,12.14,19.2,11/7/2025 3:29:23 PM,0,0
,Mixed / non conventional,13,17,19,23,160.52,0.16,-28.01,-1937.9,284.457,250,-23.56,0,0,0,0,0,0,0,0,13,17,19,23,0,0,0,0,3,0,428,122,1.503,0,0,,2,5,0,11.32,0,12.14,19.2,11/7/2025 3:29:23 PM,0,0
,Mixed / non conventional,13,17,23,27,84.05,0.18,29.04,-144.959,284.457,250,-164.93,0,0,0,0,0,0,0,0,13,17,23,27,0,0,0,0,3,0,428,122,1.503,0,0,,2,6,0,11.32,0,12.14,19.2,11/7/2025 3:29:23 PM,0,0
,Mixed / non conventional,13,17,27,31,85.88,0.21,-29.01,-49.37,284.457,250,-494.8,0,0,0,0,0,0,0,0,13,17,27,31,0,0,0,0,3,0,428,122,1.503,0,0,,2,7,0,11.32,0,12.14,19.2,11/7/2025 3:29:23 PM,0,1
,Mixed / non conventional,13,17,31,35,77.09,0.07,2.15,-26.933,380.286,250,-1088.56,0,0,0,0,0,0,0,0,13,17,31,35,0,0,0,0,3,0,576,219,1.514,0,0,,2,1,0,10.07,0,12.19,19.2,11/7/2025 3:29:25 PM,0,1
,Mixed / non conventional,14,18,4,8,62.46,0.09,190.62,-82.439,217.699,250,-164.93,0,0,0,0,0,0,0,0,14,18,4,8,0,0,0,0,3,0,287,62,1.317,0,0,,2,1,0,11.89,0,12.16,19.2,11/7/2025 3:29:27 PM,0,0
,Mixed / non conventional,14,18,8,12,110.67,0.07,35.28,-1022.482,217.699,250,-23.56,0,0,0,0,0,0,0,0,14,18,8,12,0,0,0,0,3,0,287,62,1.317,0,0,,2,2,0,11.89,0,12.16,19.2,11/7/2025 3:29:27 PM,0,0
,Mixed / non conventional,14,18,12,16,115.32,0.17,375.44,1331.877,217.699,250,18.85,0,0,0,0,0,0,0,0,14,18,12,16,0,0,0,0,3,0,287,62,1.317,0,0,,2,3,0,11.89,0,12.16,19.2,11/7/2025 3:29:27 PM,0,0
,Mixed / non conventional,14,18,16,20,145.03,0.15,-180.59,1675.025,217.699,250,18.85,0,0,0,0,0,0,0,0,14,18,16,20,0,0,0,0,3,0,287,62,1.317,0,0,,2,4,0,11.89,0,12.16,19.2,11/7/2025 3:29:27 PM,0,0
,Mixed / non conventional,14,18,20,24,176.87,0.21,-52.16,-1634.136,217.699,250,-23.56,0,0,0,0,0,0,0,0,14,18,20,24,0,0,0,0,3,0,287,62,1.317,0,0,,2,5,0,11.89,0,12.16,19.2,11/7/2025 3:29:27 PM,0,0
,Mixed / non conventional,14,18,24,28,93.55,0.26,27.78,-123.479,217.699,250,-164.93,0,0,0,0,0,0,0,0,14,18,24,28,0,0,0,0,3,0,287,62,1.317,0,0,,2,6,0,11.89,0,12.16,19.2,11/7/2025 3:29:27 PM,0,0
,Mixed / non conventional,14,18,28,32,108.4,0.34,-22.56,-47.694,217.699,250,-494.8,0,0,0,0,0,0,0,0,14,18,28,32,0,0,0,0,3,0,287,62,1.317,0,0,,2,7,0,11.89,0,12.16,19.2,11/7/2025 3:29:28 PM,0,1
,Mixed / non conventional,14,18,32,36,54.29,0.05,-16.65,-20.485,410.746,250,-1088.56,0,0,0,0,0,0,0,0,14,18,32,36,0,0,0,0,3,0,543,223,1.322,0,0,,2,1,0,10.04,0,12.16,19.2,11/7/2025 3:29:30 PM,0,1
,Mixed / non conventional,15,19,1,5,54.1,0.12,222.98,-45.771,418.626,250,-494.8,0,0,0,0,0,0,0,0,15,19,1,5,0,0,0,0,3,0,528,221,1.262,0,0,,2,1,0,10.07,0,12.16,19.2,11/7/2025 3:29:32 PM,0,1
,Mixed / non conventional,15,19,5,9,54.53,0.06,-8.67,-138.396,418.626,250,-164.93,0,0,0,0,0,0,0,0,15,19,5,9,0,0,0,0,3,0,528,221,1.262,0,0,,2,2,0,10.07,0,12.16,19.2,11/7/2025 3:29:32 PM,0,0
,Mixed / non conventional,15,19,9,13,109.95,0.05,-422.02,-1953.465,418.626,250,-23.56,0,0,0,0,0,0,0,0,15,19,9,13,0,0,0,0,3,0,528,221,1.262,0,0,,2,3,0,10.07,0,12.16,19.2,11/7/2025 3:29:32 PM,0,0
,Mixed / non conventional,15,19,13,17,129.41,0.14,1042.56,2873.96,418.626,250,18.85,0,0,0,0,0,0,0,0,15,19,13,17,0,0,0,0,3,0,528,221,1.262,0,0,,2,4,0,10.07,0,12.16,19.2,11/7/2025 3:29:32 PM,0,0
