x [m],y [m],Cond.1 [mS/m],Inph.1 [ppt],Cond.2 [mS/m],Inph.2 [ppt],Cond.3 [mS/m],Inph.3 [ppt],Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
0,0,-37.75,-1.38,-3.5,-1.94,3.98,-2.56,-1,-1,-1,-1,
0,0,-26.46,0.08,-1.49,-0.18,4.41,-0.73,-1,-1,-1,-1,
0,0,-29.38,0.01,-1.14,-0.22,4.72,-0.87,-1,-1,-1,-1,
0,0,-49.9,-1.34,-4.88,-1.86,2.99,-2.62,-1,-1,-1,-1,
0,0,-40.82,-1.02,-3.03,-1.45,3.73,-2.08,-1,-1,-1,-1,
0,0,-23.93,-0.01,-0.36,-0.21,5.13,-0.75,-1,-1,-1,-1,
0,0,-16.19,-0.08,1.71,-0.13,6.39,-0.26,-1,-1,-1,-1,
0,0,-16.27,-0.4,2.39,-0.69,6.63,-1.18,-1,-1,-1,-1,
0,0,-24.86,-0.38,0.2,-0.71,5.42,-1.34,-1,-1,-1,-1,
0,0,-0.8,0.94,4.89,1.17,7.05,0.99,-1,-1,-1,-1,
0,0,45.57,3.34,15.02,4.09,10.76,4.13,2942.53,0.09,0,36.7,
0,0,18.91,2.07,10.26,2.42,8.89,2.2,531.63,0.21,0,14.7,
0,0,1.82,1.04,6.95,1.15,7.83,0.96,0.92,462.32,12,49.4,
0,0,9.81,1.13,8.37,1.33,8.38,1.2,20.88,5.94,0.2,3.4,
0,0,-5.95,0.02,5.32,-0.11,7.22,-0.38,-1,-1,-1,-1,
0,0,-26.71,-0.76,-0.01,-1.13,5.16,-1.74,-1,-1,-1,-1,
0,0,-32.08,-1.01,-1.09,-1.32,4.66,-2.03,-1,-1,-1,-1,
0,0,-32.1,-1.69,-0.87,-2.04,5.05,-2.47,-1,-1,-1,-1,
0,0,-27.92,-1,-0.69,-1.33,5.02,-1.87,-1,-1,-1,-1,
0,0,-13.19,0.55,1.39,0.43,5.2,-0.14,-1,-1,-1,-1,
0,0,-8.7,0.88,2.94,0.78,6.06,0.32,-1,-1,-1,-1,
0,0,-12.32,0.54,2.31,0.38,5.24,0.03,-1,-1,-1,-1,
0,0,-21.44,0.01,0.3,-0.17,5.12,-0.54,-1,-1,-1,-1,
0,0,-44.48,-1.46,-4.65,-1.85,2.22,-2.3,-1,-1,-1,-1,
0,0,-25.06,-0.8,0.24,-1.03,5.2,-1.43,-1,-1,-1,-1,
0,0,-18.17,-0.12,1.3,-0.3,5.54,-0.64,-1,-1,-1,-1,
0,0,-11.91,0.48,1.98,0.33,5.76,-0.15,-1,-1,-1,-1,
0,0,-6.36,0.96,3.53,0.85,6.44,0.55,-1,-1,-1,-1,
0,0,-5.54,1.11,3.6,1.05,6.41,0.79,-1,-1,-1,-1,
0,0,-28.91,0.17,-1.29,-0.13,4.44,-0.51,-1,-1,-1,-1,
0,0,-93.55,-3.24,-13.69,-4.19,0.23,-4.83,-1,-1,-1,-1,
0,0,-96.35,-4.07,-14.53,-5.06,-0.2,-5.85,-1,-1,-1,-1,
0,0,-89.08,-4.02,-13.76,-4.93,0.08,-5.74,-1,-1,-1,-1,
0,0,-78.76,-3.23,-12.53,-4.09,0.27,-5.03,-1,-1,-1,-1,
0,0,-56.66,-1.43,-8.83,-2.12,1.54,-2.96,-1,-1,-1,-1,
0,0,-33.78,0.01,-3.89,-0.43,2.94,-1.03,-1,-1,-1,-1,
0,0,-43.45,-0.47,-5.83,-0.94,2.36,-1.49,-1,-1,-1,-1,
0,0,-51.83,-0.91,-6.9,-1.42,2.86,-2.01,-1,-1,-1,-1,
0,0,-58.85,-1.17,-8.63,-1.82,1.88,-2.36,-1,-1,-1,-1,
0,0,-44.88,-0.59,-5.05,-1.06,3.15,-1.65,-1,-1,-1,-1,
0,0,-31.33,0.08,-2.25,-0.18,3.87,-0.51,-1,-1,-1,-1,
0,0,-31.85,0,-1.42,-0.25,4.9,-0.5,-1,-1,-1,-1,
0,0,-29.29,-0.01,-0.64,-0.14,5.17,-0.35,-1,-1,-1,-1,
0,0,-30.81,-0.22,-1.18,-0.39,3.73,-0.81,-1,-1,-1,-1,
0,0,-40.95,-0.8,-3.62,-1.11,2.95,-1.95,-1,-1,-1,-1,
0,0,-40.06,-0.78,-3.34,-1.02,3.58,-1.64,-1,-1,-1,-1,
0,0,-33.34,-0.58,-1.91,-0.84,4.32,-1.39,-1,-1,-1,-1,
0,0,-39.14,-0.97,-3.1,-1.35,4.07,-1.85,-1,-1,-1,-1,
0,0,-62.74,-2.4,-7.82,-2.94,1.95,-3.71,-1,-1,-1,-1,
0,0,-40.41,-1.46,-3.61,-1.9,3.51,-2.71,-1,-1,-1,-1,
0,0,-34.53,-1.21,-2.55,-1.48,3.96,-1.96,-1,-1,-1,-1,
0,0,-27.46,-0.68,-1.12,-0.85,5.05,-1.38,-1,-1,-1,-1,
0,0,-19.83,-0.19,0.03,-0.33,5.33,-0.79,-1,-1,-1,-1,
0,0,-10.25,0.12,2.51,0.03,5.44,-0.33,-1,-1,-1,-1,
0,0,-23.89,-0.61,0.02,-0.86,4.67,-1.29,-1,-1,-1,-1,
0,0,-29.4,-0.97,-1.39,-1.26,4.54,-1.82,-1,-1,-1,-1,
0,0,-28.37,-0.82,-1.03,-1.05,4.71,-1.52,-1,-1,-1,-1,
0,0,-33.64,-1.07,-1.9,-1.35,4.16,-2.03,-1,-1,-1,-1,
0,0,-23.39,-0.33,-0.65,-0.45,4.35,-1.01,-1,-1,-1,-1,
0,0,-16.66,0.07,0.83,0,4.66,-0.53,-1,-1,-1,-1,
0,0,-17.06,-0.14,1.46,-0.32,5.19,-0.79,-1,-1,-1,-1,
0,0,-42.67,-1.69,-3.6,-2.19,3.41,-2.84,-1,-1,-1,-1,
0,0,-29.85,-1.1,-1.24,-1.35,3.62,-1.94,-1,-1,-1,-1,
0,0,-20.9,-0.76,0.93,-0.9,5.23,-1.41,-1,-1,-1,-1,
0,0,-21.65,-0.62,0.47,-0.69,4.97,-1.25,-1,-1,-1,-1,
0,0,-18.78,-0.14,0.89,-0.15,5.13,-0.58,-1,-1,-1,-1,
0,0,-18.68,-0.25,1.2,-0.39,5.02,-0.72,-1,-1,-1,-1,
0,0,-47.96,-2.07,-4.04,-2.47,3.74,-2.94,-1,-1,-1,-1,
0,0,-55.86,-2.78,-6.11,-3.15,2.45,-3.81,-1,-1,-1,-1,
0,0,-55.25,-2.47,-6.8,-2.84,2.43,-3.63,-1,-1,-1,-1,
0,0,-40.89,-1.32,-4,-1.6,3.42,-2.33,-1,-1,-1,-1,
0,0,-17.37,0.02,0.62,0.07,5.06,-0.44,-1,-1,-1,-1,
0,0,9.29,1.04,6.53,1.26,7.66,0.87,42.06,4.79,0.1,11,
0,0,-11.49,-1.31,3.72,-1.7,6.81,-2.18,-1,-1,-1,-1,
0,0,-43.83,-3.23,-13.78,-4.74,-16.38,-9.22,-1,-1,-1,-1,
0,0,-30.59,-2.3,-2.12,-2.78,2.93,-3.88,-1,-1,-1,-1,
0,0,-33.37,-2.15,-2.42,-2.4,3.63,-3.22,-1,-1,-1,-1,
0,0,-11.55,-0.55,2,-0.48,4.97,-0.99,-1,-1,-1,-1,
0,0,1.24,0.5,4.26,0.67,5.94,0.28,0.2,28.41,6.1,53.8,
0,0,-10.25,-0.21,2.55,-0.28,5.37,-0.69,-1,-1,-1,-1,
0,0,-36.93,-2.36,-2.25,-2.86,3.77,-3.44,-1,-1,-1,-1,
0,0,-36.2,-2.17,-2.18,-2.55,3.82,-3.24,-1,-1,-1,-1,
0,0,-37.57,-1.59,-2.87,-1.77,3.98,-2.4,-1,-1,-1,-1,
0,0,-23.16,-0.31,-0.7,-0.25,4.64,-0.79,-1,-1,-1,-1,
0,0,-2.21,0.38,3.97,0.57,6.09,0.11,-1,-1,-1,-1,
0,0,0.09,0.48,4.81,0.54,6.44,0.05,-1,-1,-1,-1,
0,0,-4.17,-0.29,4.51,-0.35,6.59,-0.87,-1,-1,-1,-1,
0,0,-10.93,-0.87,3.06,-1.09,5.68,-1.71,-1,-1,-1,-1,
0,0,-29.15,-1.82,-0.7,-2.21,4.35,-2.96,-1,-1,-1,-1,
0,0,-38.29,-2.07,-2.77,-2.48,3.79,-3.28,-1,-1,-1,-1,
0,0,-28.57,-1.55,-0.95,-1.84,4.67,-2.58,-1,-1,-1,-1,
0,0,-13.63,-0.74,2.33,-0.82,5.84,-1.59,-1,-1,-1,-1,
0,0,-11.02,-0.47,2.85,-0.56,5.74,-1,-1,-1,-1,-1,
0,0,-41.41,-2.75,-3.28,-3.36,3.61,-3.88,-1,-1,-1,-1,
0,0,-63.35,-4.18,-7.89,-5.11,1.88,-6.03,-1,-1,-1,-1,
0,0,-67.41,-3.44,-9.37,-4.23,1.84,-5.32,-1,-1,-1,-1,
0,0,-60.27,-2.57,-8.66,-3.13,1.58,-4.24,-1,-1,-1,-1,
0,0,-46.61,-1.98,-5.81,-2.42,2.78,-3.33,-1,-1,-1,-1,
0,0,-20.04,-0.82,-0.13,-1.01,4.93,-1.7,-1,-1,-1,-1,
0,0,-20,-0.82,-0.24,-1,4.29,-1.53,-1,-1,-1,-1,
0,0,-43.62,-3.02,-3.92,-3.69,3.82,-4.33,-1,-1,-1,-1,
0,0,-52.61,-3.56,-5.85,-4.22,3.16,-4.98,-1,-1,-1,-1,
0,0,-61.57,-3.35,-8.67,-3.92,1.51,-4.62,-1,-1,-1,-1,
0,0,-38.75,-2.01,-4.02,-2.3,2.77,-3.13,-1,-1,-1,-1,
0,0,-4.36,-0.19,2.99,-0.16,5.35,-0.78,-1,-1,-1,-1,
0,0,-8.85,0.38,2.36,0.33,5.26,-0.23,-1,-1,-1,-1,
0,0,-14.17,0.45,1.19,0.31,5.05,-0.23,-1,-1,-1,-1,
0,0,-32.47,-0.4,-2.51,-0.8,3.98,-1.43,-1,-1,-1,-1,
0,0,-90.17,-3.34,-13.82,-4.3,0.21,-5.16,-1,-1,-1,-1,
0,0,-114.99,-4.8,-18.77,-5.84,-1.95,-6.94,-1,-1,-1,-1,
0,0,-91.42,-3.52,-15.29,-4.26,-0.59,-5.29,-1,-1,-1,-1,
0,0,-54.74,-1.76,-7.85,-2.14,2.01,-2.97,-1,-1,-1,-1,
0,0,-29.06,-0.51,-2.59,-0.69,4.05,-1.52,-1,-1,-1,-1,
0,0,-36.31,-0.78,-3.23,-1.16,4.24,-1.84,-1,-1,-1,-1,
0,0,-53.65,-1.51,-7.54,-2.06,1.88,-2.89,-1,-1,-1,-1,
0,0,-73.51,-2.33,-10.3,-2.95,2,-3.78,-1,-1,-1,-1,
0,0,-59.59,-1.57,-7.45,-1.96,2.81,-2.84,-1,-1,-1,-1,
0,0,-47.07,-0.96,-5.78,-1.19,2.81,-1.98,-1,-1,-1,-1,
0,0,-31.52,-0.45,-2.17,-0.66,4.05,-1.38,-1,-1,-1,-1,
0,0,-23.63,-0.03,-0.38,-0.26,4.41,-0.83,-1,-1,-1,-1,
0,0,-29.44,-0.24,-1.68,-0.55,4.31,-1.29,-1,-1,-1,-1,
0,0,-58.35,-1.94,-7.01,-2.55,2.03,-3.31,-1,-1,-1,-1,
0,0,-83.34,-3.12,-11.87,-3.86,0.73,-4.86,-1,-1,-1,-1,
0,0,-62.26,-1.9,-8.17,-2.33,2.21,-3.17,-1,-1,-1,-1,
0,0,-40.97,-1.08,-4.05,-1.33,3.51,-2.07,-1,-1,-1,-1,
0,0,-16.51,-0.39,1.44,-0.47,5.52,-0.89,-1,-1,-1,-1,
0,0,-14.52,0.09,1.8,0.06,5.8,-0.48,-1,-1,-1,-1,
0,0,-21.29,-0.31,0.65,-0.49,5.16,-1.1,-1,-1,-1,-1,
0,0,-72.17,-3.55,-8.91,-4.33,2,-5.1,-1,-1,-1,-1,
0,0,-88.19,-4.01,-12.76,-4.91,0.22,-5.87,-1,-1,-1,-1,
0,0,-68.65,-2.62,-9.33,-3.32,2.09,-4.22,-1,-1,-1,-1,
0,0,-48.75,-1.85,-4.93,-2.44,3.97,-3.35,-1,-1,-1,-1,
0,0,-30.85,-1.13,-1.59,-1.49,4.42,-2.35,-1,-1,-1,-1,
0,0,-30.62,-0.83,-1.83,-1.17,4.23,-1.91,-1,-1,-1,-1,
0,0,-44.12,-1.82,-3.22,-2.31,4.95,-2.59,-1,-1,-1,-1,
0,0,-82.02,-4.17,-10.73,-5.13,2.45,-5.54,-1,-1,-1,-1,
0,0,-89.01,-4.18,-13.55,-5.16,0.15,-6.18,-1,-1,-1,-1,
0,0,-59.9,-2.41,-8.3,-3.06,1.73,-4.19,-1,-1,-1,-1,
0,0,-29.81,-0.81,-2.1,-1.14,4.53,-2.09,-1,-1,-1,-1,
0,0,-7.71,0.4,3.31,0.43,6.65,0.1,-1,-1,-1,-1,
0,0,-3.03,0.88,4.01,0.54,6.62,-1.17,-1,-1,-1,-1,
0,0,-5.04,0.75,4.32,0.73,7.16,0.21,-1,-1,-1,-1,
0,0,-19.84,-0.5,1.85,-0.74,6.08,-1.26,-1,-1,-1,-1,
0,0,-53.69,-2.79,-4.73,-3.49,3.86,-4.16,-1,-1,-1,-1,
0,0,-63.25,-3.12,-6.62,-3.93,3.26,-4.69,-1,-1,-1,-1,
0,0,-52.08,-2.66,-5.3,-3.36,3.61,-4.21,-1,-1,-1,-1,
0,0,-23.75,-1.48,0.08,-1.76,5.21,-2.58,-1,-1,-1,-1,
0,0,-6.56,-0.28,3.98,-0.36,6.99,-0.87,-1,-1,-1,-1,
0,0,-12.45,-0.3,3.08,-0.42,7.12,-0.8,-1,-1,-1,-1,
0,0,-18.38,-0.95,2.34,-1.24,6.83,-1.71,-1,-1,-1,-1,
0,0,-38.19,-2.39,-1.38,-2.93,5.17,-3.55,-1,-1,-1,-1,
0,0,-25.53,-1.08,0.72,-1.24,6.18,-1.63,-1,-1,-1,-1,
0,0,-6.58,0.23,4.37,0.23,6.83,-0.3,-1,-1,-1,-1,
0,0,12.41,1.33,8.86,1.59,8.62,1.04,77.06,3.87,0.1,7.6,
0,0,14.8,1.6,9.25,1.95,8.89,1.55,129.97,2.62,0.1,11,
0,0,21.93,1.64,11.6,2.01,10.1,1.78,603.99,0.24,0,14.7,
0,0,13.12,0.6,10.34,0.73,8.96,0.53,64.75,3.49,0.2,4.2,
0,0,-21.87,-2.03,3.39,-2.5,7.09,-3.05,-1,-1,-1,-1,
0,0,-18.93,-1.77,3.26,-2.21,6.61,-2.94,-1,-1,-1,-1,
0,0,-8.95,-1.01,4.6,-1.25,7.13,-1.9,-1,-1,-1,-1,
0,0,8.63,0.09,8.21,0.13,8.48,-0.41,8.61,6.61,2,1.7,
0,0,9.49,0.76,8.56,0.86,8.75,0.33,21.8,6.2,0.2,3.9,
0,0,2.54,0.45,7.08,0.4,8.37,-0.17,0.3,36.18,4.8,37.3,
0,0,-17.33,-0.74,3.2,-1.08,6.65,-1.61,-1,-1,-1,-1,
0,0,-44.04,-2.34,-2.49,-2.89,5.34,-3.53,-1,-1,-1,-1,
0,0,-49.79,-2.39,-4.09,-2.93,4.2,-3.63,-1,-1,-1,-1,
0,0,-32.15,-1.23,-0.82,-1.55,5.07,-2.37,-1,-1,-1,-1,
0,0,-3.15,0.23,5.16,0.24,7.51,-0.39,-1,-1,-1,-1,
0,0,9.83,1.24,8.18,1.43,9.15,1.04,18.91,6.48,0.3,7.7,
0,0,5.4,1.22,7.18,1.39,8.47,1.01,0.8,16,2,8,
0,0,10.6,1.29,9.02,1.52,8.85,1.25,45.36,5.23,0.2,6.4,
0,0,10.48,0.83,9.65,1.04,9.49,0.89,23.65,6.72,0.2,3.3,
0,0,-2.59,0,6.76,0.06,7.61,-0.26,-1,-1,-1,-1,
0,0,5.52,0.58,8.35,0.79,9.11,0.41,0.86,17.21,2,8.4,
0,0,17.58,1.44,10.69,1.79,10.1,1.43,218.26,1.19,0.1,13.5,
0,0,15.04,1.59,10,1.93,9.55,1.71,139.62,2.82,0.1,9.9,
0,0,9.16,1.28,8.88,1.52,9.14,1.19,9.28,7.12,2,1.2,
0,0,7.67,1.12,8.99,1.31,9.23,0.95,2.51,10.03,0.6,7.5,
0,0,18.22,1.48,12.27,1.87,11.06,1.75,126.41,2.68,0.1,6.1,
0,0,7.9,0.97,9.05,1.29,9.12,1.07,5.28,8.83,0.4,3.4,
0,0,9.9,0.97,9.54,1.34,9.21,1.03,22.95,6.53,0.2,4.7,
0,0,26.37,1.55,13.12,2.03,10.89,1.77,889.76,0.18,0,16.2,
0,0,37.57,2.1,15.03,2.67,11.37,2.67,1543.92,0.19,0,25.4,
0,0,22.65,0.82,12.84,1.07,10.8,1.07,356.49,0.54,0.1,13.2,
0,0,8.49,-0.13,10.78,0.01,11.13,0,3.54,12.67,0.7,7.9,
0,0,2.39,-0.25,8.32,-0.11,9.23,-0.45,1.09,544.98,12,43.4,
0,0,-0.88,0.09,7.3,0.22,8.89,-0.24,-1,-1,-1,-1,
0,0,9.11,0.88,9.53,1.07,9.42,0.64,9.57,7.34,2,1.7,
0,0,26.29,1.85,12.62,2.31,11.11,2.1,621.7,0.28,0,14.7,
0,0,29.45,2.05,13.11,2.52,11.18,2.64,812.99,0.28,0,19.4,
0,0,6.26,0.47,9.27,0.5,9.52,0.49,1.24,13.27,1.1,13.4,
0,0,-4.89,-0.4,7.05,-0.49,8.72,-0.87,-1,-1,-1,-1,
0,0,-16.73,-1.66,4.31,-1.91,7.81,-2.46,-1,-1,-1,-1,
0,0,-15.66,-1.26,4.1,-1.49,7.6,-2.1,-1,-1,-1,-1,
0,0,9.51,0.73,8.33,0.9,8.78,0.47,21.88,6.22,0.2,5,
0,0,23.41,1.65,11.22,2.07,10.15,1.84,606.98,0.24,0,14.5,
0,0,28.59,1.56,12.83,1.93,11.17,1.94,812.26,0.28,0,17.9,
0,0,7.74,-0.5,9.64,-0.55,8.86,-0.84,9.1,7.74,1.2,8.8,
0,0,-9.67,-1.16,5.62,-1.3,8,-2.03,-1,-1,-1,-1,
0,0,22.21,1.58,12.56,2.02,11.63,1.62,383.88,0.58,0.1,11.9,
0,0,34.52,2.74,13.69,3.33,10.29,3.31,1795.47,0.09,0,31.6,
0,0,20.73,2,11.56,2.45,10.21,2.48,337.01,0.51,0.1,11,
0,0,23.96,1.8,13.09,2.21,11.21,2.21,627.3,0.28,0,15.2,
0,0,34.77,2,15.29,2.48,12.16,2.5,1224.79,0.2,0,17.7,
0,0,-11.83,-1.13,7.04,-1.33,8.92,-1.43,-1,-1,-1,-1,
0,0,-43.77,-2.82,-0.55,-3.42,5.65,-4,-1,-1,-1,-1,
0,0,-17.39,-1.16,4.15,-1.27,7.44,-1.83,-1,-1,-1,-1,
0,0,12.75,0.81,9.52,1.11,9.46,0.73,84.57,4.25,0.1,8,
0,0,4.77,0.91,8.38,1.15,9.26,0.9,0.55,29.2,3.6,15.5,
0,0,5.35,1.05,8.41,1.28,9.24,1.08,0.65,23.9,3,10.7,
0,0,13.82,1.03,11.03,1.25,10.64,1.05,47.98,6.32,0.2,6.9,
0,0,-18.54,-0.68,4.73,-0.92,8.43,-1.3,-1,-1,-1,-1,
0,0,-40.33,-1.48,-0.26,-1.94,6.15,-2.74,-1,-1,-1,-1,
0,0,-34.46,-1.27,0.83,-1.59,6.19,-2.23,-1,-1,-1,-1,
0,0,-34.91,-1.5,0.88,-1.77,6.48,-2.65,-1,-1,-1,-1,
0,0,-24.65,-0.6,2.57,-0.62,6.52,-1.23,-1,-1,-1,-1,
0,0,-26.34,-0.39,1.94,-0.43,6.19,-0.89,-1,-1,-1,-1,
0,0,-28.8,-0.55,1.27,-0.65,5.84,-1,-1,-1,-1,-1,
0,0,-47.64,-1.59,-1.53,-1.94,5.02,-2.37,-1,-1,-1,-1,
0,0,-73.5,-2.42,-7.73,-2.98,2.48,-3.59,-1,-1,-1,-1,
0,0,-83.09,-2.94,-9.3,-3.51,2.68,-4.53,-1,-1,-1,-1,
0,0,-96.87,-3.64,-11.57,-4.22,2.17,-5.53,-1,-1,-1,-1,
0,0,-75.71,-2.61,-7.05,-2.74,3.68,-3.64,-1,-1,-1,-1,
0,0,-68.46,-2.08,-9.92,-2.47,0.75,-3.04,-1,-1,-1,-1,
0,0,-61.92,-2.08,-5.36,-2.61,6.68,-2.9,-1,-1,-1,-1,
0,0,-100.91,-4.08,-13.04,-5.29,5.93,-5.73,-1,-1,-1,-1,
0,0,-116.48,-3.83,-18.28,-5.15,2.69,-5.94,-1,-1,-1,-1,
0,0,-94.52,-3.19,-12.07,-4.25,6.28,-5.04,-1,-1,-1,-1,
0,0,-113.09,-4.92,-10.76,-5.84,13.02,-5.93,-1,-1,-1,-1,
0,0,-109.14,-5.06,-7.44,-5.79,18.86,-5.15,-1,-1,-1,-1,
0,0,-60.76,-2.42,-0.5,-2.96,20.51,-2.51,-1,-1,-1,-1,
0,0,-16.21,0.27,8.16,0.12,24.78,1.18,-1,-1,-1,-1,
0,0,-5.07,0.82,12.56,0.85,28.37,2.31,-1,-1,-1,-1,
0,0,-0.68,0.63,19.06,0.88,37.85,3.07,-1,-1,-1,-1,
0,0,5.72,0.77,24.84,1.07,47.12,3.65,0,306.14,5.8,66,
0,0,12.09,1.06,26.85,1.49,48.98,4.44,1.14,534.4,5.6,34.8,
0,0,14.76,1.15,28.29,1.5,51.99,4.49,0.88,438.53,5,31.8,
0,0,14.64,1.04,26.84,1.26,49.66,3.76,0.84,418.88,5,33,
0,0,15.91,1.03,25.22,1.41,47.99,3.92,0.71,395.38,5,29,
0,0,14.59,1.01,23.49,1.32,43.5,3.72,0.73,371.51,5,28.8,
0,0,15.53,1.05,25.75,1.44,46.94,4.16,0.79,400.89,5,27.3,
0,0,22.14,1.2,27.8,1.69,48.97,4.68,10.33,103.27,3,18.8,
0,0,27.15,1.44,26.82,1.94,45.58,4.6,2.5,211.26,3.7,15.5,
0,0,32.01,1.71,30.77,2.29,49.75,5.23,2.83,244.65,3.6,9.6,
0,0,43.26,1.97,47.55,2.89,70.55,6.99,2.95,349.86,3.1,8,
0,0,48.02,2.24,52,3.3,75.98,7.47,3.18,376.78,3.1,6.9,
0,0,48.81,2.45,55.18,3.58,79.36,8.16,3.32,393.55,3.1,7.5,
0,0,44.49,2.39,55.05,3.49,81.53,8.4,1.04,473.76,3,11.6,
0,0,20.4,2.1,40.73,2.75,68.14,7.13,2.55,402.25,4,34.8,
0,0,18.14,2.01,40.66,2.58,67.39,6.57,2.52,397.82,4,34.2,
0,0,25.53,1.98,49.13,2.65,77.45,6.38,1.74,439.27,3.8,28.2,
0,0,16.92,1.7,50.11,2.48,79.3,6.59,0.83,450.24,4,43.7,
0,0,3.83,1.32,38.17,1.83,65.54,5.1,-1,-1,-1,-1,
0,0,-1.62,1.19,28.89,1.52,51.51,4.14,-1,-1,-1,-1,
0,0,-5.16,1.02,27.53,1.43,50.4,4.09,-1,-1,-1,-1,
0,0,-13.38,0.56,26.54,0.8,51.98,3.24,-1,-1,-1,-1,
0,0,-6.27,0.78,30.93,1.25,57.13,4.35,-1,-1,-1,-1,
0,0,7.31,1.28,39.79,1.99,67.6,5.68,-1,-1,-1,-1,
0,0,18.27,1.51,43.9,2.38,73.78,6.47,0.77,402.69,4.1,36.9,
0,0,18.66,1.44,32.14,1.79,56.23,5.06,0.95,480.23,5,27.9,
0,0,28.45,1.65,30.21,1.78,50.02,4.56,2.95,245.87,3.6,11.2,
0,0,32.33,1.77,31.29,2.06,50.1,5.25,2.85,246.37,3.6,9.4,
0,0,33.76,1.78,34.63,2.08,55.68,5.67,3.17,273.81,3.6,10.8,
0,0,32.16,1.63,35.87,1.98,59.57,5.74,3.29,305.82,3.3,13.8,
0,0,31.12,1.54,36.07,2.02,61.94,5.97,3.89,298.55,3.6,14.6,
0,0,32.62,1.64,37.62,2.12,61.83,5.82,4.62,263.38,3.2,15.4,
0,0,35.02,1.74,39.6,2.29,63.66,6.26,3.52,326.82,3.3,11.6,
0,0,34.13,1.75,38.38,2.25,62.93,6.52,3.48,323.07,3.3,12.8,
0,0,26.76,1.45,31.26,0.81,51.54,1.46,2.83,234,3.5,14.9,
0,0,30.34,1.61,35.37,1.97,60.95,6.29,3.82,293.78,3.6,14.8,
0,0,31.95,1.64,37.87,2.01,62.94,6.07,4.7,268.11,3.2,14.4,
0,0,31.49,1.61,36.95,2.03,62.85,6.16,3.94,302.94,3.6,14.8,
0,0,31.29,1.59,36.29,2.01,62.13,6.33,3.9,299.47,3.6,14.8,
0,0,31.57,1.57,37.08,1.94,63.94,6.39,4.01,308.19,3.6,14.8,
0,0,31.57,1.59,37.6,1.95,64.52,6.17,4.05,310.99,3.6,15.2,
0,0,31.67,1.6,38.94,2.17,66.25,6.6,4.16,319.33,3.6,16.1,
0,0,29.01,1.53,35.97,2.01,62.84,6.16,0.85,413.59,3.8,16.9,
0,0,,,,,,,,,,,
0,0,64.93,1.81,70.88,3.92,108.31,10.64,1.38,666.41,3.1,14.5,
0,0,62.41,1.78,68.16,3.73,106.25,10.43,1.24,587.04,3,14.1,
0,0,63.92,1.79,71.14,3.9,110.9,11.08,1.29,612.73,3,14.2,
0,0,63.17,1.78,70.9,3.85,112.48,11.17,1.31,621.46,3,13.4,
0,0,62.13,1.76,70.59,3.79,113.76,11.31,1.32,628.53,3,15,
0,0,60.81,1.74,68.95,3.79,112.68,11.27,1.31,622.56,3,15.7,
0,0,59.2,1.75,67.13,3.77,110.77,11.57,1.29,612.01,3,16.1,
0,0,58.42,1.76,67.15,3.85,111.6,11.84,6.5,633.13,3.1,19.1,
0,0,59.24,1.75,68.45,3.83,114.3,11.8,5.49,601.94,2.7,20.2,
0,0,61.45,1.76,69.55,3.64,117.56,12.02,4.85,770.78,3,20.6,
0,0,61.52,1.76,63.27,1.53,117.25,11.72,4.84,768.75,3,20.6,
0,0,61.59,1.76,67.34,2.67,116.6,11.38,4.81,764.49,3,20.3,
0,0,60.32,1.76,67.94,4.05,111.02,11.31,1.29,613.39,3,15.2,
0,0,60.96,1.76,68.42,4.03,110.31,11.27,1.28,609.47,3,14.1,
0,0,61.48,1.77,68.99,3.91,109.83,10.97,1.28,606.81,3,13.2,
0,0,62.1,1.76,68.88,3.89,109.14,10.86,1.27,603,3,13.1,
0,0,61.68,1.76,68.52,3.84,107.97,10.71,1.26,596.54,3,13.1,
0,0,62.54,1.78,69.42,3.87,109.84,11.01,1.28,606.87,3,13.2,
0,0,61.5,1.79,68.08,3.83,108.65,11.09,1.27,600.3,3,13,
0,0,61.88,1.79,68.75,3.83,109.77,11.3,1.28,606.48,3,13.1,
0,0,61.9,1.81,68.91,3.87,110.79,11.43,1.29,612.12,3,13.7,
0,0,62.27,1.81,69.63,3.86,112.13,11.27,1.31,619.52,3,14.2,
0,0,63.31,1.8,71.04,3.82,113.41,11.2,1.32,626.59,3,13.9,
0,0,64.11,1.82,72.2,3.94,115.25,11.49,1.12,565.8,2.6,14.8,
0,0,64.29,1.81,71.8,3.91,114.98,11.57,1.12,564.47,2.6,14.8,
0,0,63.57,1.8,71.07,3.89,113.72,11.33,1.32,628.31,3,14,
0,0,63.47,1.81,71.14,3.94,113.84,11.48,1.33,628.97,3,14.1,
0,0,63.05,1.8,70.56,3.9,112.68,11.36,1.31,622.56,3,13.7,
0,0,62.66,1.8,70.13,3.96,112.84,11.63,1.31,623.45,3,14.3,
0,0,62.57,1.78,70.04,3.8,113.81,10.96,1.33,628.8,3,15.1,
0,0,62.92,1.79,70.47,3.82,114.36,11.39,1.12,561.43,2.6,15.9,
0,0,64.1,1.82,72.23,4.03,116.66,11.84,1.14,572.72,2.6,15.3,
0,0,64.51,1.85,72.62,4.1,117.22,12.21,1.14,575.47,2.6,15.2,
0,0,64.81,1.83,73.08,4.05,117.16,12.05,1.14,575.17,2.6,14.8,
