x [m],y [m],Cond.1 [mS/m],Inph.1 [ppt],Cond.2 [mS/m],Inph.2 [ppt],Cond.3 [mS/m],Inph.3 [ppt],Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
0,0,5.08,1.24,9.8,2.3,12.51,4.34,0.31,33.5,4.2,13.3,
0,0,5.5,1.35,9.62,2.39,12.75,4.38,0.53,26.78,3.3,11.4,
0,0,6.38,1.64,9.52,2.73,12.04,4.57,0.6,20.85,2.6,7,
0,0,10.87,2.02,10.79,3.16,12.39,5.04,9.43,12.34,3,3.5,
0,0,9.41,1.81,11,2.94,13.12,4.83,5.16,18.33,2.9,4.7,
0,0,5,1.3,10.03,2.42,12.99,4.44,0.33,34.78,4.2,14.7,
0,0,6.74,1.42,10.65,2.57,13.62,4.85,0.68,23.59,2.6,6.8,
0,0,6.81,1.68,10.36,2.83,13.2,5.05,0.66,22.86,2.6,6.9,
0,0,11.08,2.08,11.41,3.25,13.49,5.37,4.63,12.87,0.6,4.5,
0,0,11.24,1.98,11.54,3.15,13.75,5.33,7.59,15.65,2.7,7.5,
0,0,8.91,1.53,11.09,2.65,13.51,4.51,2.94,20.01,2.5,3.1,
0,0,10.19,1.67,11.41,2.89,13.76,4.87,5.41,19.23,2.9,5.6,
0,0,9.94,1.77,11.66,2.94,14.32,5.07,5.63,20.01,2.9,4.5,
0,0,9.29,1.8,11.3,2.92,13.78,4.93,5.42,19.25,2.9,5.5,
0,0,10.02,1.88,11.15,3.09,13.38,5.26,5.26,18.7,2.9,5.9,
0,0,8.55,1.56,11.47,2.67,14.31,4.78,3.11,21.19,2.5,3.2,
0,0,7.38,1.46,11.11,2.56,13.81,4.62,1.04,20.45,2.1,5,
0,0,7.29,1.59,11.04,2.78,13.81,4.97,0.69,23.92,2.6,7.6,
0,0,7.7,1.72,11.34,2.81,13.79,5.08,1.04,20.42,2.1,4.2,
0,0,10.42,1.91,11.58,3.09,13.85,5.39,7.65,15.76,2.7,8.3,
0,0,10.19,1.59,11.8,2.67,14.1,4.88,5.54,19.7,2.9,5.2,
0,0,8.93,1.41,11.44,2.47,13.91,4.52,3.03,20.6,2.5,2.5,
0,0,7.31,1.42,11.18,2.53,14.25,4.82,0.72,24.68,2.6,7.1,
0,0,9.43,1.74,11.87,2.77,14.51,4.86,3.01,22.62,2.5,2.8,
0,0,10.37,2.04,11.68,3.07,13.99,4.92,5.5,19.55,2.9,5.9,
0,0,8.57,1.75,11.41,2.8,13.99,5.05,3.04,20.72,2.5,2.7,
0,0,4.77,1.07,9.7,1.86,11.02,2.52,1.2,21.85,3.2,15.1,
0,0,7.3,1.43,11.18,2.61,13.65,4.64,1.03,20.22,2.1,5.5,
0,0,6.98,1.57,10.9,2.7,13.8,5.08,0.69,23.9,2.6,6.3,
0,0,8.66,1.85,11.19,2.91,14.09,5.14,3.07,20.87,2.5,1.8,
0,0,7.6,1.69,10.73,2.76,13.72,4.79,1.03,20.32,2.1,3.9,
0,0,5.29,1.17,10.45,2.17,13.41,4.18,0.34,35.9,4.2,13.7,
0,0,6.27,1.41,10.63,2.5,13.12,4.43,0.66,22.72,2.6,7.8,
0,0,7.07,1.67,10.72,2.87,13.25,5.05,1,19.62,2.1,5,
0,0,9.78,1.86,11.5,2.9,14.16,4.82,5.57,19.79,2.9,4.5,
0,0,7.08,1.73,10.51,2.76,13.06,4.72,0.98,19.34,2.1,4.2,
0,0,6.23,1.37,11.01,2.44,13.85,4.48,0.58,29.09,3.3,9,
0,0,7.41,1.51,11.04,2.57,13.75,4.49,1.04,20.36,2.1,4.6,
0,0,8.44,1.78,11.21,2.87,13.79,4.72,3,20.42,2.5,2.6,
0,0,11.65,2.06,11.97,3.11,14.17,5.09,4.86,13.52,0.6,4.9,
0,0,5.83,1.65,10.74,2.62,13.84,4.55,0.35,37.06,4.2,15.4,
0,0,1.68,1.13,9.66,2.17,13,4.1,-1,-1,-1,-1,
0,0,5.12,1.49,10.3,2.55,13.31,4.37,0.33,35.64,4.2,14.7,
0,0,5.97,1.83,10.64,2.89,13.65,4.84,0.57,28.67,3.3,10.2,
0,0,10.64,2.28,11.93,3.36,14.29,5.47,5.62,19.97,2.9,6.2,
0,0,5.46,1.95,10.6,2.88,14.28,5.01,0.36,56.51,5.8,11.9,
0,0,-6.2,0.82,7.95,1.64,13.04,3.7,-1,-1,-1,-1,
0,0,-1.93,0.99,9.24,1.85,13.65,3.83,-1,-1,-1,-1,
0,0,2.79,1.43,10.15,2.45,13.8,4.67,0.46,43.65,5.7,40.3,
0,0,9.94,1.87,11.48,2.88,14,4.82,5.51,19.56,2.9,4,
0,0,13.55,2.17,12.71,3.09,14.97,4.83,11.09,15.44,2.7,4.9,
0,0,-4.31,0.8,8.08,1.33,12.94,3.29,-1,-1,-1,-1,
0,0,-13.06,-0.22,6.24,0.29,11.94,2.2,-1,-1,-1,-1,
0,0,-5.83,0.63,7.5,1.35,12.16,3.4,-1,-1,-1,-1,
0,0,0.56,1.41,8.92,2.19,13.21,4.04,-1,-1,-1,-1,
0,0,6.07,2.02,10.15,2.8,13.69,4.38,0.46,61.51,6.1,6.5,
0,0,5.55,1.76,10.2,2.56,13.72,4.52,0.34,54.3,5.8,10.8,
0,0,-3.99,0.27,8.48,0.92,12.97,2.7,-1,-1,-1,-1,
0,0,-4.33,0.47,7.8,1.19,12.16,2.9,-1,-1,-1,-1,
0,0,2.34,1.28,9.38,2.22,12.65,4.13,0.42,42.55,6,46.9,
0,0,9.25,1.85,11.32,2.78,14.19,4.62,3.09,21.01,2.5,2.1,
0,0,9.79,2.1,11.64,3.05,14.14,4.65,5.56,19.76,2.9,4.8,
0,0,4.4,0.77,10.61,1.55,13.67,3.45,0.92,563.88,11,23,
0,0,-3.55,-0.19,8.81,0.49,13.27,2.61,-1,-1,-1,-1,
0,0,-3.89,0.32,8.7,1.02,13.02,2.83,-1,-1,-1,-1,
0,0,8.53,1.69,11.57,2.54,14.19,4.42,3.09,21.01,2.5,3.5,
0,0,8.67,2.32,11.19,3.34,14.1,5.35,3.07,20.88,2.5,1.9,
0,0,6.47,1.44,11.4,2.31,14.84,4.27,0.53,35.45,3.5,10.8,
0,0,-0.83,0.13,9.92,0.8,14.08,2.7,-1,-1,-1,-1,
0,0,1.83,0.81,10.01,1.69,13.42,3.54,-1,-1,-1,-1,
0,0,8.31,1.64,11.59,2.69,14.72,4.54,1.22,23.65,2.3,3.3,
0,0,12.74,1.89,12.72,2.95,15.23,4.93,7.95,21.67,3.4,7.9,
0,0,13.67,2.2,13.17,3.26,15.42,5.21,11.43,15.91,2.7,4.2,
0,0,7.58,1.4,11.86,2.24,15.46,4.19,0.82,29.6,2.8,7.5,
0,0,-0.75,0.3,10.21,1.04,14.96,2.97,-1,-1,-1,-1,
0,0,-3.24,0.82,9.46,1.73,14.52,3.53,-1,-1,-1,-1,
0,0,3.9,1.68,10.11,2.77,13.56,4.56,0.45,47.43,5.7,24.9,
0,0,9.56,2.3,11.88,3.46,14.88,5.48,3.09,23.2,2.5,1.5,
0,0,9.31,2.27,12.06,3.38,15.12,5.39,3.14,23.57,2.5,1.7,
0,0,1.25,1.11,10.68,1.98,14.91,4.17,-1,-1,-1,-1,
0,0,0.17,1,10.75,1.9,15.12,4.05,-1,-1,-1,-1,
0,0,4.42,1.62,11.31,2.7,14.95,4.85,0.53,432.87,9.5,28.9,
0,0,9.74,2,12.11,3.04,15.18,5.03,3.15,23.67,2.5,1.3,
0,0,11.76,2.1,13.12,3.02,15.85,4.83,5.92,25.28,3.1,5.2,
0,0,7.14,1.55,12.16,2.48,15.27,4.3,0.54,36.48,3.5,10.1,
0,0,2.92,0.82,10.93,1.61,14.45,3.43,0.86,429.35,10,44,
0,0,-0.23,1.05,10.13,1.95,14.4,3.81,-1,-1,-1,-1,
0,0,7.07,1.7,11.52,2.78,14.5,4.62,0.77,27.77,2.8,7,
0,0,14.34,2.09,13.85,3.09,16.08,4.93,11.92,16.59,2.7,3.5,
0,0,10.68,2.2,12.55,3.15,15.4,5.34,5.75,24.56,3.1,4.1,
0,0,4.75,1.17,11.82,2.07,15.17,3.99,0.63,443.91,9.6,21.8,
0,0,4.26,0.89,11.86,1.73,14.98,3.54,0.53,433.73,9.5,26.1,
0,0,4.02,1.63,11.29,2.69,15.18,4.48,0.54,50.58,5.4,30.8,
0,0,12.72,2.09,13.32,3.2,15.81,4.96,8.25,22.49,3.4,6.7,
0,0,14,2.22,13.4,3.15,15.21,5.17,11.27,15.69,2.7,4.1,
0,0,5.85,1.44,11.95,2.32,15.16,4.26,0.45,46.02,4.3,14.1,
0,0,1.39,0.26,11.2,0.98,15.2,2.84,-1,-1,-1,-1,
0,0,-3.47,0.66,9.63,1.4,14.34,3.39,-1,-1,-1,-1,
0,0,2.27,1.61,10.92,2.61,15,4.5,-1,-1,-1,-1,
0,0,14.27,2.28,13.97,3.37,16.32,5.23,12.09,16.83,2.7,4.2,
0,0,10.89,2.17,13.28,3.14,15.75,5.27,3.08,17.27,1,5.1,
0,0,2.38,1.11,11.21,2,14.94,3.9,-1,-1,-1,-1,
0,0,4.29,0.89,11.96,1.71,15.6,3.57,0.55,451.69,9.5,27.6,
0,0,0.28,1.36,10.75,2.26,15.2,4.36,-1,-1,-1,-1,
0,0,8,1.98,12.26,3.04,15.56,4.98,0.83,29.8,2.8,6.6,
0,0,15.76,2.37,14.04,3.34,15.95,5.24,20.33,13.14,0.4,5.2,
0,0,4.86,1.63,11.46,2.42,14.72,4.4,0.61,430.74,9.6,22.9,
0,0,-1.19,0.26,10.95,1.11,15.09,3.12,-1,-1,-1,-1,
0,0,4.7,1.12,12.27,1.98,15.75,3.67,0.56,456.03,9.5,27.8,
0,0,4.94,1.79,12.21,2.79,16.35,4.69,0.58,457.6,9.6,20.5,
0,0,11.61,2.23,13.67,3.31,16.45,5.31,6.14,26.23,3.1,3.7,
0,0,9.17,2.11,12.68,3.04,15.43,5.01,1.28,24.79,2.3,5.4,
0,0,-4.31,0.59,10.46,1.29,14.95,3.32,-1,-1,-1,-1,
0,0,0.55,0.64,12.23,1.43,16.76,3.28,-1,-1,-1,-1,
0,0,3.83,1.57,12.18,2.52,16.17,4.83,0.48,459.95,9.5,38.8,
0,0,7.86,2,12.5,3,15.99,4.87,0.85,30.62,2.8,6.6,
0,0,14.23,2.19,13.75,3,16.18,4.13,11.99,16.69,2.7,4.3,
0,0,8.12,1.51,13.15,2.49,16.69,4.33,0.89,31.96,2.8,6.4,
0,0,5.46,0.78,13.02,1.78,16.88,3.85,0.7,493.95,9.6,21.7,
0,0,11,1.47,14.47,2.52,17.99,4.91,3.73,28.05,2.5,1.9,
0,0,12.52,1.91,14.61,2.97,18.39,5.16,6.87,29.33,3.1,3.9,
0,0,15.61,2.11,15.16,3.23,18.22,5.28,12.1,20.31,3.1,9.3,
0,0,13.81,1.95,14.5,3.13,17.48,5.36,9.12,24.87,3.4,5.8,
0,0,10.22,1.56,13.93,2.67,17.08,4.99,3.54,26.63,2.5,2.8,
0,0,10.27,1.49,14.1,2.49,17.96,4.64,1.49,28.85,2.3,3.3,
0,0,10.26,1.72,13.86,2.72,17.58,4.76,1.46,28.24,2.3,3.7,
0,0,12.18,2.01,13.96,3.08,17.43,5.27,6.51,27.8,3.1,2.9,
0,0,13.94,2.05,14.97,3.16,17.8,5.31,9.29,25.33,3.4,6.6,
0,0,11.79,1.79,14.42,2.93,18.16,5.16,3.77,28.31,2.5,1.3,
0,0,9.34,1.61,13.76,2.65,18.27,4.84,0.97,34.98,2.8,7.9,
0,0,9.88,1.69,13.53,2.71,17.66,4.96,1.47,28.37,2.3,3.7,
0,0,10.44,1.79,14.21,2.79,19,5.18,2.25,48.1,4.1,5.2,
0,0,11.52,2,13.98,3.03,18.11,4.99,3.76,28.24,2.5,1.6,
0,0,13.56,2.14,14.29,3.32,17.96,5.72,9.37,25.55,3.4,6.1,
0,0,12.96,1.97,14.61,3.11,18.93,5.37,7.07,30.19,3.1,4.8,
0,0,9.42,1.58,13.46,2.56,18.11,4.48,0.86,68.82,5.1,4.1,
0,0,8.78,1.54,13.38,2.43,17.83,4.38,0.85,67.76,5.1,3.8,
0,0,9.22,1.74,13.52,2.63,17.97,5.12,0.96,34.41,2.8,7.9,
0,0,10.15,1.98,13.85,2.98,18.5,5.37,2.19,46.83,4.1,5.2,
0,0,12.43,2.19,14.52,3.27,18.86,5.5,3.91,29.41,2.5,3.1,
0,0,11.76,2.03,14.6,3.12,19.25,5.52,3.99,30.01,2.5,3.4,
0,0,8.21,1.59,13.98,2.53,19.16,4.57,0.57,117.45,6.5,7.1,
0,0,9.16,1.5,14.95,2.5,20.56,4.77,0.69,410.13,7.8,6.9,
0,0,8.92,1.56,14.29,2.55,19.22,4.64,0.57,117.82,6.5,7.5,
0,0,9.73,1.79,14.26,2.8,19.13,4.89,0.91,72.7,5.1,3.8,
0,0,11.67,1.99,14.89,3.1,19.94,5.25,2.36,50.48,4.1,5.9,
0,0,12.51,1.84,15.11,3.02,19.31,5.14,4.01,30.11,2.5,2.1,
0,0,11.23,1.54,15.06,2.67,20.06,4.81,2.38,50.78,4.1,5,
0,0,10.78,1.47,15.06,2.55,20.29,4.75,0.96,77.1,5.1,5.3,
0,0,10.83,1.54,14.94,2.53,20.22,4.85,2.4,51.19,4.1,6,
0,0,11.58,1.76,16.01,2.9,21.59,5.34,2.36,63.84,4.2,5.7,
0,0,12.58,1.98,15.83,3.17,20.63,5.64,3.99,34.58,2.5,3.3,
0,0,13.57,1.94,16.28,3.16,21.04,5.65,4.07,35.26,2.5,2.4,
0,0,11.26,1.65,16.03,2.79,21.57,5.13,0.82,119.24,5.6,4.4,
0,0,10.28,1.48,16.19,2.68,21.89,5.3,0.74,436.66,7.8,8.5,
0,0,8.76,1.44,15.29,2.55,21.16,4.99,0.71,82.04,4.9,11.6,
0,0,9.8,1.67,15.38,2.79,21.21,5.13,0.71,423.1,7.8,7.5,
0,0,12.24,1.87,16.36,3.02,21.78,5.48,2.38,64.41,4.2,4.5,
0,0,13.39,1.77,17.38,2.99,22.61,5.74,1.9,40.65,2.4,5.1,
0,0,12,1.48,17.7,2.68,23.64,5.45,0.89,130.68,5.6,3.2,
0,0,12.88,1.54,17.93,2.79,23.47,5.7,1.97,42.19,2.4,4.3,
0,0,12.65,1.61,17.7,2.75,22.91,5.28,1.92,41.19,2.4,3.8,
0,0,13.67,1.83,18.17,3.18,23.88,5.99,2.01,42.93,2.4,4,
0,0,15.88,2.01,19.63,3.5,25.31,6.79,4.89,42.42,2.5,1.4,
0,0,14.01,1.74,19.42,2.96,25.09,5.72,2.11,45.11,2.4,3.5,
0,0,11.99,1.4,19.11,2.63,25.23,5.29,1.17,54.26,2.9,8.8,
0,0,13.02,1.54,19.55,2.77,25.32,5.32,1.17,54.45,2.9,7.1,
0,0,14.24,1.61,20.36,2.85,26.29,5.79,2.21,47.26,2.4,4.7,
0,0,15.97,1.69,21.27,2.98,27.8,6.08,2.34,49.98,2.4,4.8,
0,0,17.46,1.79,22.19,3.07,28.13,5.73,5.44,47.15,2.5,1.8,
0,0,16.91,1.49,22.4,2.73,28.01,5.42,5.41,46.94,2.5,2.6,
0,0,18.13,1.51,23.29,2.83,29.32,5.74,5.41,55.32,2.6,1.6,
0,0,18.72,1.64,23.84,2.99,29.88,6.04,5.51,56.38,2.6,1.1,
0,0,20.15,1.75,24.72,2.99,30.87,6.02,5.7,58.25,2.6,1.8,
0,0,20.95,1.9,25.74,3.07,32.11,6.09,5.93,60.59,2.6,1.6,
0,0,21.44,1.98,26.5,3.25,33.18,6.38,6.12,62.61,2.6,1,
0,0,19.9,1.58,26.89,2.73,33.95,5.81,3.33,77.6,2.9,3.5,
0,0,18.56,1.3,27.74,2.51,35.86,5.69,1.6,94.99,3.2,7.3,
0,0,18.04,1.38,28.02,2.54,36.36,5.82,1.62,96.31,3.2,6.9,
0,0,22.21,1.82,28.97,3.01,36.39,6.19,6.71,68.66,2.6,1.7,
0,0,22.62,1.84,30.72,3.06,39.22,6.69,3.85,89.65,2.9,4.1,
0,0,23.63,1.8,31.13,2.97,39.36,6.48,7.26,74.27,2.6,2.8,
0,0,22.12,1.54,29.85,2.63,37.78,5.99,3.71,86.35,2.9,4.1,
0,0,22.1,1.54,28.58,2.53,35.77,5.61,6.6,67.49,2.6,1.3,
0,0,23.61,1.96,28.27,2.92,34.46,5.53,12.92,70.77,3.4,4.3,
0,0,24.24,2.15,26.38,3.18,31.26,6.02,18.14,54.33,3.6,3.1,
0,0,25.86,2.15,29.12,3.15,34.56,6.26,12.96,70.97,3.4,5.8,
0,0,26.52,2.14,29.49,3.14,34.34,6.03,19.93,59.69,3.6,2.3,
0,0,27.43,2.06,30.8,3.04,36.77,6.13,13.79,75.51,3.4,5.9,
0,0,27.55,1.82,32.37,2.87,39.16,6.22,14.69,80.42,3.4,4.4,
0,0,28.22,2,32.75,3,40.05,6.32,15.02,82.25,3.4,4.1,
0,0,29.15,2.05,33.64,3.02,41.03,6.17,15.23,123.81,4.1,4,
0,0,29.29,2.03,34,2.96,41.27,6.27,15.32,124.54,4.1,4.1,
0,0,29.43,2.03,34.21,2.99,41.9,6.43,15.55,126.44,4.1,4,
0,0,29.62,2.03,34.69,2.98,42.32,6.37,15.71,127.71,4.1,4.1,
0,0,29.54,2.02,34.85,2.94,42.51,6.09,15.78,128.28,4.1,4.3,
0,0,28.74,2.05,33.06,2.92,39.78,6.18,14.92,81.69,3.4,5,
0,0,27.39,2.06,30.58,2.8,36.13,5.6,20.97,62.8,3.6,3.8,
0,0,26.15,2.06,28.14,2.82,32.93,5.63,19.11,57.24,3.6,1.6,
0,0,24.62,2.07,26.34,2.9,30.62,5.75,17.77,53.22,3.6,2.2,
0,0,23.24,2.07,24.64,2.91,28.28,5.39,14.85,33.26,1.8,2.8,
0,0,23.25,2.1,24.95,2.95,28.71,5.76,16.66,49.9,3.6,2.5,
0,0,23,2.15,24.71,3.02,28.31,5.88,14.86,33.3,1.8,2.4,
0,0,22.66,2.15,24.25,2.95,27.72,5.42,14.55,32.6,1.8,2.4,
0,0,22.9,2.17,24.75,2.96,28.78,5.54,16.7,50.02,3.6,2.3,
0,0,22.79,2.17,24.59,3.04,28.36,5.79,14.89,33.36,1.8,2.3,
0,0,23.37,2.16,25.66,3,29.62,5.85,17.19,51.48,3.6,2,
0,0,23.17,2.18,25.12,3,29.49,5.97,17.11,51.26,3.6,2.8,
0,0,22.79,2.17,24.64,2.97,28.44,5.3,14.93,33.45,1.8,2.2,
0,0,23.14,2.17,25.1,3,29.11,5.47,16.89,50.6,3.6,2.1,
0,0,23.72,2.19,25.97,3.08,29.74,5.87,17.26,51.69,3.6,1.6,
0,0,23.39,2.19,25.58,3.04,29.59,5.91,17.17,51.43,3.6,2,
0,0,23.21,2.18,25.24,3.08,29.3,5.85,17,50.93,3.6,2.1,
0,0,23.7,2.17,26.15,3.04,30.16,5.79,17.5,52.42,3.6,2,
0,0,23.77,2.18,26.3,3.09,30.49,6.06,17.7,52.99,3.6,2.4,
0,0,23.25,2.18,25.34,3.09,29.19,6.02,16.94,50.74,3.6,1.9,
0,0,22.66,2.19,24.3,2.98,27.96,5.57,14.68,32.88,1.8,2.4,
0,0,23.14,2.19,24.61,3.06,28.44,5.78,14.93,33.45,1.8,2.7,
0,0,22.42,2.22,23.45,3.08,26.75,5.64,14.05,31.46,1.8,2.9,
0,0,22.26,2.22,23.41,3.02,27.02,5.53,14.19,31.78,1.8,2.8,
0,0,22.47,2.22,23.83,3.11,27.61,5.74,14.5,32.47,1.8,2.7,
0,0,21.83,2.22,23.14,3.08,26.8,5.62,14.07,31.52,1.8,2.5,
0,0,21.76,2.21,23.33,3.04,26.7,5.71,14.02,31.4,1.8,2.1,
0,0,21.89,2.24,23.45,3.1,27.26,5.8,14.31,32.06,1.8,2.3,
0,0,22.03,2.22,23.92,3,27.83,5.43,14.61,32.73,1.8,2.2,
0,0,21.82,2.2,23.6,2.98,27.47,5.49,14.42,32.31,1.8,2.1,
0,0,21.73,2.17,23.67,3.04,27.49,5.76,14.43,32.33,1.8,2.2,
0,0,21.7,2.17,23.63,3.08,27.74,5.69,14.57,32.63,1.8,2.9,
0,0,22,2.21,23.75,3.1,27.49,5.75,14.43,32.33,1.8,2.1,
0,0,21.88,2.2,23.71,3,27.64,5.73,14.51,32.51,1.8,2.3,
0,0,21.73,2.19,23.45,3.04,27.35,5.57,14.36,32.17,1.8,2.1,
0,0,21.64,2.21,23.87,3.06,27.86,5.63,14.63,32.77,1.8,3,
0,0,21.63,2.23,23.82,3.03,27.79,5.51,14.59,32.68,1.8,2.9,
0,0,21.71,2.25,23.68,3.01,27.53,5.55,14.45,32.38,1.8,2.3,
0,0,24.23,2.22,28.2,3.14,34.4,6.12,12.9,70.64,3.4,3.3,
0,0,24.43,2.23,28.31,3.07,34.07,5.84,12.78,69.97,3.4,3.9,
0,0,24.75,2.23,29.28,3.13,36.08,6.23,13.53,74.09,3.4,4.2,
0,0,24.99,2.23,29.56,3.05,35.97,5.91,13.49,73.87,3.4,4.1,
0,0,24.98,2.24,29.48,3.11,36.06,6,13.52,74.05,3.4,4.1,
0,0,25,2.24,29.8,3.1,36.87,5.99,13.83,75.72,3.4,4.6,
0,0,24.82,2.21,29.91,3.08,36.38,5.99,13.64,74.71,3.4,4.8,
0,0,24.92,2.22,29.65,3.14,35.83,6.14,13.44,73.58,3.4,4.3,
0,0,24.87,2.22,29.51,3.16,36.23,6.33,13.59,74.4,3.4,4.3,
0,0,25.03,2.23,29.72,3.14,36.4,6.29,13.65,74.75,3.4,4.3,
0,0,25.22,2.22,29.95,3.11,37.6,6.28,14.1,77.21,3.4,4.6,
0,0,25.03,2.23,29.87,3.16,36.98,6.38,13.87,75.94,3.4,4.6,
0,0,24.98,2.21,29.97,3.15,36.91,6.15,13.84,75.8,3.4,4.8,
0,0,25.24,2.21,30.22,3.07,37.23,6.02,13.96,76.45,3.4,4.8,
