x,y,depth,EC
771333.4725666667,5084489.4693,0.1,8.363562400747416
771333.7100333334,5084489.404266667,0.1,6.6965974415445935
771333.917,5084489.383966667,0.1,5.677960923029907
771334.0811000001,5084489.4301333325,0.1,5.041166278355888
771334.2328,5084489.498,0.1,4.433908867570263
771334.5301333334,5084489.614933333,0.1,3.845437164237918
771334.9854666666,5084489.7592,0.1,4.261773610992073
771335.6275333334,5084489.9707,0.1,3.798536570846501
771336.2983,5084490.2221,0.1,4.534966656962581
771336.9035,5084490.585033334,0.1,4.576897406475158
771337.4144000001,5084491.019599999,0.1,4.655475906590176
771337.8494333333,5084491.636966667,0.1,4.252683902705229
771338.3029,5084492.365533333,0.1,4.92224712169077
771338.7429333334,5084493.2481,0.1,4.579668378220131
771339.1510666666,5084494.1735000005,0.1,4.3362038387524535
771339.4525333332,5084495.1378,0.1,4.759466221852261
771339.6791666667,5084496.0982,0.1,6.057421279551452
771339.8355,5084497.120133333,0.1,7.71026581009485
771339.9963000001,5084498.207533333,0.1,8.608057191054243
771340.1688999999,5084499.419733333,0.1,8.592811907376337
771340.3488333334,5084500.691333334,0.1,8.012066955877344
771340.5207333333,5084501.988833333,0.1,7.965105389881803
771340.6772666667,5084503.2529,0.1,8.25088627103505
771340.7996333333,5084504.458566667,0.1,8.23873357429978
771340.9032,5084505.6393,0.1,8.92130442275921
771340.9592666667,5084506.824133333,0.1,8.388349947797312
771340.9866333333,5084508.038,0.1,7.418325399005486
771340.9998666666,5084509.322366666,0.1,5.987244097806521
771341.0277333333,5084510.648200001,0.1,5.361287604445426
771341.1004666667,5084512.0391,0.1,6.324079467277276
771341.2035333334,5084513.453566666,0.1,7.39571894915046
771341.2778666667,5084514.876966666,0.1,7.800226213507678
771341.2932333333,5084516.2857,0.1,7.959620280536058
771341.2322999999,5084517.665766667,0.1,7.4683668668233345
771341.1540666666,5084519.031799999,0.1,7.299568673080184
771341.1088333334,5084520.3838,0.1,6.6649994417504885
771341.1139333333,5084521.735833333,0.1,6.481078577993017
771341.1848333332,5084523.089833333,0.1,6.279796192831931
771341.2712333333,5084524.445766667,0.1,6.487691720374375
771341.3859000001,5084525.776966668,0.1,6.5462965975514
771341.5134333334,5084527.0815,0.1,6.848612775089496
771341.6730666667,5084528.338566667,0.1,7.289435139793053
771341.8519666666,5084529.5748333335,0.1,7.469556086581401
771342.0307,5084530.800266666,0.1,8.384951581737736
771342.1899666666,5084532.035700001,0.1,8.16363070408351
771342.3143333333,5084533.274233334,0.1,7.832901219061487
771342.4232333334,5084534.505933333,0.1,6.494639475055244
771342.5279,5084535.745166667,0.1,6.428828251521722
771342.6438333333,5084536.9988,0.1,6.025850636780945
771342.7637333333,5084538.235266667,0.1,6.83417597095702
771342.8764,5084539.4402,0.1,7.337896439679797
771342.9593666666,5084540.6225,0.1,8.233721947865451
771343.0199000001,5084541.813733333,0.1,7.782058288745503
771343.0560333333,5084543.0638666665,0.1,6.838103483717722
771343.0902,5084544.364,0.1,5.273900593787776
771343.1313333333,5084545.722566667,0.1,4.272682121216256
771343.1813666667,5084547.089566667,0.1,4.238343298515407
771343.2500333333,5084548.470066667,0.1,5.353137919634587
771343.3284,5084549.855599999,0.1,6.843136714149424
771343.4223333333,5084551.236266666,0.1,6.885566652114186
771343.5221333333,5084552.607,0.1,6.7560373998956464
771343.5943666665,5084553.9116,0.1,6.288911952492917
771343.6332,5084555.16,0.1,5.228741133611464
771343.6532666666,5084556.362433334,0.1,5.315642796441679
771343.6880333334,5084557.575066666,0.1,5.254595830663089
771343.7600000001,5084558.8951,0.1,5.664616508227674
771343.8545,5084560.312266666,0.1,5.610582913567907
771343.9649333333,5084561.804066666,0.1,5.649856977821584
771344.0688,5084563.2733000005,0.1,5.455722385255612
771344.1657000001,5084564.7048,0.1,5.577131155086928
771344.2621666667,5084566.121133333,0.1,6.670679129210733
771344.3357666667,5084567.537066667,0.1,6.798035052046661
771344.3868999999,5084568.967833333,0.1,6.94484885460232
771344.4227666665,5084570.392033334,0.1,6.489470035568482
771344.4658333333,5084571.7949,0.1,6.835614517270134
771344.5515000001,5084573.176733333,0.1,6.408535308689148
771344.6726,5084574.5589,0.1,5.875085065377295
771344.8145,5084575.9491,0.1,5.49273229698936
771344.9418,5084577.347,0.1,5.338566255570651
771345.0458333334,5084578.734,0.1,7.061272550609372
771345.1411666665,5084580.102366667,0.1,7.898872732493238
771345.2450666666,5084581.4232,0.1,9.26989721211758
771345.3662,5084582.715066667,0.1,8.918050691386615
771345.4844,5084583.990733333,0.1,9.061251297150724
771345.5823666666,5084585.279133334,0.1,8.945948109665332
771345.6430333332,5084586.5761,0.1,9.390492268323907
771345.6866,5084587.868933333,0.1,9.801537888867983
771345.7248,5084589.1466666665,0.1,10.907755033776308
771345.7747,5084590.4135,0.1,11.72986366422162
771345.8397,5084591.685,0.1,11.958601874526162
771345.9081333332,5084592.9721,0.1,11.331507154953409
771345.9804333333,5084594.2544,0.1,10.944070180323486
771346.0532333333,5084595.516333333,0.1,11.068523419719762
771346.1242,5084596.760566667,0.1,11.157393102534426
771346.1929,5084598.0075,0.1,10.368010793354449
771346.2954000001,5084599.290833334,0.1,9.384283624010203
771346.4340333333,5084600.6079,0.1,7.782723022354343
771346.6154,5084601.9853,0.1,6.980357919593812
771346.8033666667,5084603.389266667,0.1,6.538149686055801
771346.9742,5084604.824333333,0.1,6.766682879896919
771347.1212666667,5084606.2639,0.1,6.764530139481458
771347.2484666667,5084607.684066665,0.1,6.923232945341187
771347.3794999999,5084609.080266667,0.1,7.727565272170109
771347.4909000001,5084610.456766667,0.1,8.317906331253676
771347.5787999999,5084611.8374666665,0.1,8.323203493705075
771347.6479666667,5084613.221700001,0.1,8.639698800406922
771347.7218999999,5084614.6052,0.1,8.617525689786351
771347.8146,5084615.9645,0.1,8.889333697898287
771347.9212999999,5084617.300299999,0.1,8.575373735540051
771348.0056000001,5084618.609733333,0.1,8.621942814173302
771348.0535333334,5084619.916333333,0.1,7.8765885109994365
771348.1066,5084621.253133333,0.1,7.141538397697159
771348.2012333333,5084622.623033333,0.1,6.006768471803316
771348.3298,5084624.001533333,0.1,6.158911587937785
771348.4508333333,5084625.355566666,0.1,6.147649667570919
771348.5069,5084626.653866667,0.1,6.777267861057004
771348.5055999999,5084627.920900001,0.1,8.545302765438457
771348.4848000001,5084629.1642,0.1,9.448295270968046
771348.5019,5084630.415033333,0.1,9.330911469599227
771348.5774,5084631.678333334,0.1,8.704110063923057
771348.6734333333,5084632.9465666665,0.1,8.854775800411803
771348.765,5084634.208733334,0.1,9.607456845240913
771348.8315666667,5084635.459866666,0.1,10.045756532957336
771348.8508333334,5084636.691,0.1,10.81668259810927
771348.8478,5084637.913133333,0.1,10.59182750838473
771348.8622333333,5084639.170666666,0.1,10.25306074082276
771348.9164,5084640.472633333,0.1,10.696941270531084
771348.9943666667,5084641.8133333335,0.1,10.603459777839973
771349.0563666667,5084643.1484,0.1,10.18170067901233
771349.0645666666,5084644.425100001,0.1,8.795410787310189
771349.0348666668,5084645.649133333,0.1,8.3896499338878
771349.0622333334,5084646.774866667,0.1,7.186369105996008
771349.1844666667,5084647.855,0.1,7.493703787402168
771349.5381666668,5084648.809866667,0.1,8.062205733168195
771350.0284000001,5084649.685066666,0.1,9.341057985404564
771350.7174,5084650.372633333,0.1,9.978403730930722
771351.4685999999,5084650.952233333,0.1,9.55534836660044
771352.3216,5084651.3242,0.1,9.270881462272389
771353.2141666667,5084651.596466667,0.1,8.56046255037758
771354.1856666667,5084651.660066667,0.1,7.838093697946245
771355.1965,5084651.6147,0.1,8.635100645708846
771356.1498333333,5084651.343300001,0.1,9.664838556447972
771357.0063333333,5084650.954766667,0.1,8.976335101927436
771357.6098000001,5084650.326333334,0.1,7.604040289688005
771358.0571,5084649.5751,0.1,6.527634915815401
771358.3645333335,5084648.653266667,0.1,6.944568400540678
771358.6883,5084647.6836,0.1,7.262000421462581
771359.0126666668,5084646.6014,0.1,8.139459504938099
771359.3213,5084645.4545,0.1,8.51250191400738
771359.5243,5084644.224133334,0.1,6.911534007945985
771359.6373999999,5084642.975000001,0.1,5.456087719916642
771359.6864333333,5084641.7042000005,0.1,5.350276935323191
771359.7613,5084640.430500001,0.1,5.830850817313117
771359.8726333333,5084639.128066667,0.1,6.350308611312279
771359.9946,5084637.799833334,0.1,6.605756462788662
771360.0570666665,5084636.458766666,0.1,6.280326413795894
771360.0494,5084635.1307333335,0.1,6.376546833831231
771359.9122666667,5084633.819266667,0.1,5.387264822534341
771359.7157666668,5084632.5114,0.1,5.105732290097134
771359.4764,5084631.180933333,0.1,5.158998988101111
771359.2535,5084629.8243,0.1,5.713220036611673
771359.0913666667,5084628.467233334,0.1,5.594754554641078
771358.9734666665,5084627.135899999,0.1,5.194753718290272
771358.909,5084625.847433333,0.1,5.151512977577827
771358.8537,5084624.576066666,0.1,5.754132961968782
771358.8001333332,5084623.279733333,0.1,6.199087485890347
771358.7391333333,5084621.9413,0.1,6.464139054883992
771358.6998666668,5084620.5652,0.1,6.916900524099992
771358.6898000002,5084619.193466667,0.1,6.663933280672593
771358.7252000001,5084617.863299999,0.1,6.800075150426304
771358.7769333334,5084616.570333333,0.1,6.025949185701904
771358.8191,5084615.347766667,0.1,6.108137216462453
771358.8354000001,5084614.158366667,0.1,5.536519352067078
771358.8056999999,5084612.953033334,0.1,5.5353402800524165
771358.7559000001,5084611.698566667,0.1,5.663020801640887
771358.6834666667,5084610.394,0.1,5.902523126493204
771358.6085000001,5084609.088366666,0.1,6.246655723436389
771358.5274,5084607.809366667,0.1,5.996543409820212
771358.4427,5084606.558033333,0.1,6.257822542669858
771358.3377,5084605.326833334,0.1,6.354982119010089
771358.2159666667,5084604.0881,0.1,5.9289955301315125
771358.0774666667,5084602.8273,0.1,5.6001893687834965
771357.9389333333,5084601.551966666,0.1,5.352793192042956
771357.8083,5084600.2201000005,0.1,5.9460608719275125
771357.6855666667,5084598.8462,0.1,5.107099650148289
771357.5808666666,5084597.4301333325,0.1,5.223203793093656
771357.4863333333,5084596.013866667,0.1,5.188165117479734
771357.4021333334,5084594.6231,0.1,5.872519300952758
771357.3181333333,5084593.258,0.1,5.929863241647608
771357.2326666667,5084591.969866667,0.1,5.256675651986095
771357.1455999999,5084590.732966666,0.1,4.940768164420135
771357.0707,5084589.5538,0.1,5.072547455653133
771357.0095666667,5084588.3811,0.1,5.428868426167103
771357.0042,5084587.173433334,0.1,5.698852297184452
771357.0408,5084585.924333333,0.1,5.801530015076139
771357.1000999999,5084584.6453,0.1,6.8817258364223
771357.1401,5084583.3778,0.1,8.045849031799195
771357.0978666666,5084582.0797666665,0.1,9.56518229433141
771356.9926666667,5084580.739733333,0.1,10.049216277095594
771356.8268666667,5084579.3429333335,0.1,8.612584796393078
771356.6634333334,5084577.9314,0.1,6.990317475204044
771356.5160333334,5084576.533233333,0.1,6.850652646732941
771356.3823333333,5084575.163166666,0.1,6.9253671506397705
771356.2830666667,5084573.859266667,0.1,7.22980296071046
771356.2046333334,5084572.593366667,0.1,5.9371877039597685
771356.1287666666,5084571.357266667,0.1,6.306621428091923
771356.0347000001,5084570.112933333,0.1,6.6212231885360655
771355.8992666667,5084568.801866666,0.1,7.663746074746577
771355.7407,5084567.4323,0.1,8.735289900438923
771355.5512333334,5084566.037866667,0.1,10.658906384327398
771355.3540333334,5084564.6771,0.1,11.291316320664995
771355.1631000001,5084563.3555333335,0.1,11.31972577750443
771354.9862,5084562.039533333,0.1,10.379585720382426
771354.8667666666,5084560.732866666,0.1,10.019403465267652
771354.7908,5084559.43,0.1,9.02557554001704
771354.7273,5084558.079433333,0.1,7.856990489771633
771354.6327999999,5084556.6774,0.1,8.017387358609005
771354.4882666668,5084555.2243,0.1,8.777618476195562
771354.3246666667,5084553.7716333335,0.1,9.595600374683167
771354.1576333334,5084552.387466666,0.1,10.122221172596053
771354.0062000001,5084551.071400001,0.1,11.007151753105566
771353.8534,5084549.801599999,0.1,10.177253001042429
771353.6836333334,5084548.510033334,0.1,9.912065573756063
771353.5130666667,5084547.221833333,0.1,9.580449996324406
771353.3587000001,5084545.9588,0.1,9.569558506091337
771353.2474000001,5084544.757033333,0.1,8.94607046280448
771353.1630333333,5084543.591366667,0.1,8.037659273043712
771353.0913,5084542.408633334,0.1,6.928853220061164
771353.0053,5084541.1727,0.1,6.65705447243209
771352.8935666668,5084539.897933333,0.1,6.589473173213619
771352.7704000002,5084538.6375,0.1,7.307668517771802
771352.6365666668,5084537.4078,0.1,7.803875668464514
771352.5035333334,5084536.194533334,0.1,7.9695649644807
771352.3987666667,5084534.961800001,0.1,8.054619873384707
771352.3215333332,5084533.6932,0.1,8.292442482944695
771352.2948666667,5084532.4580333335,0.1,8.276198299482953
771352.2913333332,5084531.2922,0.1,7.939599085958022
771352.2581000001,5084530.168033333,0.1,8.531056870765815
771352.1720666667,5084529.0162,0.1,8.573905576501597
771352.0178666665,5084527.782833333,0.1,9.328371272651031
771351.8482999998,5084526.495633334,0.1,9.77844010111594
771351.6899666665,5084525.169966667,0.1,10.476093599063576
771351.5581666668,5084523.859700001,0.1,11.404517775466122
771351.4755666667,5084522.560833333,0.1,11.415021756660286
771351.4156,5084521.258,0.1,11.36655343566208
771351.3687,5084519.9774,0.1,10.963003115198584
771351.3122333335,5084518.722966666,0.1,10.607644521683987
771351.2281666668,5084517.4862,0.1,10.048513812963602
771351.1261333334,5084516.2409,0.1,9.54747056066513
771351.0342666666,5084514.995466666,0.1,9.18826991553796
771350.9705666667,5084513.758366666,0.1,7.658101319539966
771350.9366333334,5084512.5315333335,0.1,6.611653307306842
771350.9043333334,5084511.3066,0.1,6.043749721272988
771350.8696666667,5084510.041999999,0.1,5.452948031363839
771350.8310333333,5084508.735799999,0.1,5.087953788165667
771350.7829,5084507.4536,0.1,5.468688963064345
771350.7292999999,5084506.237033334,0.1,6.643700955309413
771350.6641333333,5084505.077133334,0.1,7.954481984475464
771350.5929,5084503.908333334,0.1,9.228764272864012
771350.4768,5084502.6587000005,0.1,9.422752236525572
771350.3219333334,5084501.3372,0.1,9.332478045391898
771350.1102666667,5084500.0401,0.1,9.551532786924133
771349.8805666667,5084498.839299999,0.1,9.391173096519026
771349.6549333334,5084497.7475333335,0.1,8.552818230356174
771349.4514,5084496.6685,0.1,7.781604970603617
771349.2446,5084495.600766667,0.1,8.281009791113505
771349.0123666666,5084494.531566667,0.1,8.6446807073911
771348.7529000001,5084493.467966667,0.1,8.865389410092433
771348.4915666668,5084492.411400001,0.1,8.595515610495411
771348.3039,5084491.3451,0.1,7.83315996790358
771348.1917333333,5084490.262033333,0.1,7.383004697921869
771348.2497333334,5084489.215466666,0.1,6.920430333620512
771348.4024,5084488.222233333,0.1,8.25529450929184
771348.6588,5084487.355333333,0.1,9.27470684423687
771348.9243,5084486.5615,0.1,9.160783196110977
771349.1847666666,5084485.853399999,0.1,8.510280784949597
771349.4310666667,5084485.158,0.1,8.792786428713708
771349.7213,5084484.5205,0.1,10.072288815653977
771350.0695666666,5084483.9282,0.1,10.451370713431755
771350.5317,5084483.454333334,0.1,9.257512529464329
771351.0495666666,5084483.053733333,0.1,6.666166636335724
771351.6211000001,5084482.7702,0.1,5.370232644507414
771352.1904666666,5084482.5305,0.1,5.079451542716619
771352.7085666666,5084482.450566667,0.1,5.813014486724963
771353.1774999999,5084482.4866,0.1,5.917727982689058
771353.6331000001,5084482.7431,0.1,5.235983415592198
771354.1245333333,5084483.104133333,0.1,3.843679457117592
771354.6568333333,5084483.5819666665,0.1,2.906696729744816
771355.1942333333,5084484.0721,0.1,3.200263057263175
771355.6646000001,5084484.632266667,0.1,4.139389667362124
771356.0628999999,5084485.2502,0.1,5.187219120037877
771356.355,5084486.048066667,0.1,6.057972544178895
771356.613,5084486.968133333,0.1,5.9038228544288245
771356.8167666667,5084488.0509,0.1,4.643707931019307
771357.0004000001,5084489.174233333,0.1,3.350589383060683
771357.1652,5084490.367233333,0.1,2.8996701152428277
771357.3313333333,5084491.589366667,0.1,3.9142937702647096
771357.4816999999,5084492.825966666,0.1,5.765899216316701
771357.6150000001,5084494.047866666,0.1,6.517542992003602
771357.7339,5084495.203933333,0.1,7.671775353744653
771357.8555000001,5084496.308766667,0.1,8.284123960968238
771357.9448333333,5084497.3856,0.1,8.963072991633553
771357.9992333334,5084498.485633333,0.1,9.26493959065586
771357.9921333333,5084499.598433333,0.1,8.175409523234745
771357.9585000001,5084500.700800001,0.1,7.92139899449624
771357.9361333334,5084501.792233333,0.1,8.13578089752339
771357.9515999999,5084502.883166667,0.1,8.1755509254394
771357.9837000001,5084503.989366666,0.1,8.320149260741832
771357.9945666665,5084505.1113,0.1,8.338061359341449
771358.0142999999,5084506.233,0.1,8.574677681563614
771358.0641000001,5084507.3387,0.1,8.134029365357346
771358.1685666667,5084508.479566666,0.1,7.7536686441406495
771358.2975666666,5084509.6716,0.1,8.7604661303
771358.4325,5084510.866066667,0.1,9.285123386530271
771358.5488,5084512.0118,0.1,8.89779687537642
771358.6627333333,5084513.064366668,0.1,8.26588879967846
771358.7928666668,5084514.072499999,0.1,7.469121485212021
771358.9214,5084515.0978666665,0.1,6.751148772247134
771359.0321000001,5084516.184933334,0.1,6.655343300502459
771359.1143666668,5084517.324866667,0.1,6.382555089065573
771359.1859666667,5084518.455966667,0.1,6.467349978420423
771359.2472666666,5084519.570833334,0.1,6.520145153238719
771359.3088666666,5084520.678300001,0.1,5.808413921582485
771359.3679,5084521.795866667,0.1,5.161144147286255
771359.424,5084522.930933333,0.1,4.72839302057929
771359.4328666666,5084524.088633333,0.1,5.378769221901724
771359.3974333334,5084525.251533333,0.1,7.313190715394128
771359.3372333333,5084526.4223,0.1,8.734243587729495
771359.2966,5084527.5958,0.1,10.024119060322256
771359.3248,5084528.7658,0.1,10.305910152615349
771359.4023333333,5084529.9296,0.1,10.734909347661372
771359.5065,5084531.081900001,0.1,10.663637790918887
771359.588,5084532.2289,0.1,10.160489531302895
771359.6550666667,5084533.4043333335,0.1,9.488531286416787
771359.7303666667,5084534.6135,0.1,9.215141137562298
771359.8230333333,5084535.860533333,0.1,9.554680416346718
771359.9248,5084537.111699999,0.1,9.47836829847048
771360.0418333333,5084538.3453,0.1,9.842191814897236
771360.1649666666,5084539.5572,0.1,10.158819788829796
771360.2944666668,5084540.781433334,0.1,9.720303622818802
771360.4241999999,5084542.039666667,0.1,9.5131686424868
771360.5275666667,5084543.3484,0.1,9.438131805693123
771360.6042999999,5084544.673566666,0.1,10.846592600640104
771360.6571999999,5084546.024633333,0.1,11.00987402388898
771360.7129,5084547.385066667,0.1,10.517912451493537
771360.7836333333,5084548.7131,0.1,10.07240565552249
771360.8666,5084549.999266666,0.1,9.430998030912232
771360.9585666666,5084551.193399999,0.1,8.399120391049022
771361.0473333333,5084552.3373,0.1,6.882445238465456
771361.1692,5084553.4601,0.1,6.295823831213783
771361.3274,5084554.612,0.1,6.901826912026035
771361.5288666667,5084555.811233333,0.1,7.208470906321185
771361.7373,5084557.028733333,0.1,8.060901823381382
771361.9328666668,5084558.2735,0.1,8.944624084656239
771362.1086333334,5084559.527299999,0.1,10.32584620209388
771362.2494666666,5084560.804266667,0.1,10.325752383285804
771362.3752,5084562.095433333,0.1,9.716195064005598
771362.4964666668,5084563.4284333335,0.1,8.914051050207611
771362.6284333334,5084564.789133334,0.1,8.26568188834385
771362.7913333335,5084566.173433334,0.1,8.049030300245409
771362.9745,5084567.5537,0.1,7.378862326737863
771363.1572333332,5084568.924033334,0.1,5.847746015775705
771363.3192666667,5084570.288533333,0.1,4.207315503211678
771363.4695666665,5084571.620966666,0.1,3.815896550630658
771363.6287666666,5084572.9272,0.1,3.640989952961824
771363.7634,5084574.1776,0.1,5.349536612821979
771363.8645333335,5084575.398433333,0.1,7.846924694110175
771363.9389000001,5084576.5649,0.1,9.752423694052068
771364.02,5084577.706633333,0.1,8.997589663683966
771364.1378,5084578.8434666665,0.1,7.793988566199127
771364.2856000001,5084580.000166667,0.1,7.249194160394815
771364.4191666668,5084581.230133333,0.1,6.550853029775748
771364.5085,5084582.5135,0.1,6.070802486768901
771364.5468,5084583.838233334,0.1,5.347352174624483
