x,y,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,depth1,depth2,depth3,depth4,depth5,depth6,depth7,depth8,depth9,depth10,depth11,depth12,depth13,depth14
771342.5208333334,5084633.201866667,6.623168351701082,7.170734332264335,14.804674276310381,23.5283936293939,30.482312229236275,35.23257379047814,38.13853299494891,39.67852426954694,40.25563821567273,40.169132707603126,39.63089424252611,38.788330477249986,37.74352225043542,36.56724615357227,35.3087424623247,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771342.5380000001,5084631.972633333,6.485486811636559,7.106414738785276,14.758565026590421,23.44208580917765,30.31830647054699,34.970707686685344,37.769747432413176,39.20028746112868,39.66907364703476,39.47731116918016,38.83784199323821,37.89846185232873,36.761320463790085,35.49708861388267,34.15481008151489,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771342.5213333332,5084630.756433334,6.620043050910116,7.206835601488887,14.753249884054094,23.302159956824823,30.043285731455533,34.570695574126134,37.25715275501778,38.58686116495972,38.965097999256315,38.69154947685625,37.977717833689525,36.97027967852561,35.770467304651405,34.44820233669799,33.051914988753644,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771342.4798,5084629.530499999,6.43392170190188,7.414360233193854,15.004156996528407,23.41432965020819,29.9705717867189,34.31910980190406,36.84738647013691,38.04096221502392,38.302494161473106,37.928337497676324,37.12697030880328,36.042583005886634,34.77443679983352,33.39090875050493,31.939219189435914,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771342.3914,5084628.259833333,6.379385259578175,7.226867274799014,14.571392684001186,22.777371720063307,29.215223650367328,33.52238612621142,36.06572098660676,37.31226679661213,37.65094492386125,37.368634807026766,36.66748057945434,35.6875029649652,34.52524409906552,33.24732462296559,31.899845987666744,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771342.281,5084626.9542,6.984799411627709,7.238834493470991,14.139595043728043,22.096812697239713,28.41971299646526,32.694960480227365,35.25645404898357,36.55084660408842,36.95456808152349,36.74683009834574,36.12504953776684,35.226324302669404,34.14539194295868,32.947768830913766,31.67889497044996,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771342.1302333333,5084625.632866667,7.447252489131806,7.1367169122648555,13.639849057063698,21.39919945663119,27.655935076684308,31.943522015004206,34.562572130669096,35.93979090000937,36.43974128638505,36.334567379728355,35.81747386654503,35.02305943708743,34.044600374549766,32.946786426045904,31.7746215482008,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771341.9611333333,5084624.330833334,7.66787321173987,7.20794192914431,13.591651115976514,21.282535941295862,27.50841614916121,31.789294341854397,34.416473050401095,35.81071080382297,36.332851242920235,36.2527229868058,35.76208902912604,34.994650649451856,34.04312781252823,32.97186936884012,31.82567545573079,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771341.7492666667,5084623.082866666,8.308520464359315,7.1872217780550915,13.250513495136673,20.8544439964877,27.093784213093898,31.425635114237927,34.11512540350293,35.57258151353753,36.15493910475024,36.13080252874901,35.691794684233415,34.971889238053784,34.06420877296088,33.03351881059435,31.92500556979076,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771341.5129999999,5084621.869733333,8.290487265055232,7.1839971225832535,13.302806234575435,20.961030094984018,27.238471712529414,31.592201088876052,34.29108759762096,35.749191972015225,36.32632675099191,36.29313120432302,35.84262035280132,35.10970813169017,34.18814956557598,33.14313507986927,32.020135987657554,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771341.2780666667,5084620.709533333,8.330760256346505,7.359310271297099,13.473818901355967,21.08381540274513,27.321263327743317,31.65499931256469,34.35211866257882,35.82206209459563,36.4203727098802,36.414433283185936,35.99494493071771,35.295228386059875,34.40795899851054,33.397602938945994,32.30915042617363,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771341.0689,5084619.567466666,7.376580285666652,7.423585336144365,14.107959196045424,21.911682940601075,28.138710998083933,32.35866536729372,34.89180910381603,36.175495423272196,36.580028411474046,36.380603384689365,35.77199222644786,34.88953785019689,33.82680394619813,32.64851599777685,31.3995781693282,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.9541999999,5084618.443433333,7.407050551406181,7.440953016853991,14.037808293737848,21.76516892801342,27.95448911172346,32.172741518125505,34.730678197534786,36.05680396434415,36.51479035611455,36.375241404838675,35.829864316264064,35.011996645166136,34.013909172109734,32.89950746818555,31.713188320606356,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.9082000001,5084617.3193333335,6.836677360186201,7.300692147114324,14.205240089436101,22.093206530535426,28.341049777084372,32.55344175773836,35.06660913951564,36.32528709391157,36.703247145774384,36.477315481593294,35.843011423606214,34.93599262053249,33.849923902756785,32.649527341692476,31.3796543851692,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.9376,5084616.1954666665,6.658240191484262,7.277430452127955,14.271060320701057,22.202866150694348,28.472739965681505,32.69627431239182,35.21478199754809,36.47554947235469,36.8537141342658,36.62687090351048,35.99098889296382,35.08199714756078,33.9937282830411,32.79101004836497,31.51876132745086,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.9736666667,5084615.0719,6.297180732036196,7.140617492833787,14.291007372581719,22.30659576904536,28.61414567262228,32.84802900734432,35.36080256008181,36.6064196842471,36.964015495673465,36.71361212332071,36.05266691455745,35.118026679835516,34.00409003807847,32.776030966626735,31.47897574385922,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.9486666666,5084613.946866666,6.398722074649482,7.449077679321096,14.735550258359318,22.78043498473654,29.03756348598306,33.171056969365964,35.5550668493009,36.657520570375,36.86615783808677,36.46614191723725,35.65791545802404,34.57998939538019,33.32762317212294,31.96636643512702,30.541431100937217,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.8559,5084612.8201,6.1269319952826,7.3971456980662165,14.763129150312537,22.801442978439045,29.022942948831222,33.115909757022024,35.4625139572477,36.532580580712605,36.713700760819535,36.29033266179227,35.46216296345307,34.36704515019046,33.09970598117797,31.72527489259076,30.28863501251677,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.6152666666,5084611.657166667,6.501966851842978,7.434683154234289,14.57492236709168,22.49613738104131,28.669980540636423,32.75757525050487,35.12398752427842,36.228492265524416,36.45223298126005,36.0757394224693,35.29630671735053,34.25033610606576,33.03167980076743,31.704950726106013,30.314738947651655,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771340.2944666665,5084610.4598,7.341760867481321,7.436272931486069,14.125587665197143,21.88029189534361,28.023866642124904,32.14251659939685,34.56668194963051,35.73954795941608,36.034668032281346,35.72898022086925,35.01812172958693,34.03779180470893,32.88161863776888,31.614228972648036,30.28034126445342,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.9380333334,5084609.203033333,7.682517994155152,7.225763749347658,13.67318240299086,21.385726569701067,27.569303750606792,31.756642108338124,34.256495126787016,35.50365364686426,35.86870275926145,35.62781026939311,34.976708484687734,34.05150220489007,32.946305596717146,31.726219663194925,30.43639221058139,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.6261,5084607.921333333,7.505200805373903,7.071021818026804,13.513084963824873,21.214110993747195,27.39412291684167,31.58836098186444,34.1036690831962,35.372189632649544,35.76228425829236,35.548508743191555,34.925498822771246,34.02863875313116,32.95158105030306,31.75913874376749,30.496286745639356,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.4477333333,5084606.652899999,7.208094023974651,7.111326940161087,13.71035103476084,21.44843839167805,27.61809844369047,31.787477738532438,34.275920902733446,35.51975177628917,35.88836729674523,35.656249930354136,35.0176293292695,34.10743450002298,33.01890766456636,31.816519394463754,30.544967675207843,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.3584333333,5084605.4227,7.491638630410602,7.469182073265632,14.018835810072144,21.648080481784913,27.69894048432011,31.758149136303643,34.1495146006895,35.308900194546695,35.60391677558805,35.30716299206762,34.61123973969458,33.64975701390151,32.51491270315849,31.27035440414918,29.960129252538927,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.3584666667,5084604.234133333,7.762563583281478,7.638701714560376,14.111943571843447,21.692084005563142,27.70913444768193,31.742721080990265,34.11322120182371,35.25481553314309,35.53421861751705,35.22350184965381,34.51492634037591,33.54186638815687,32.39634705953576,31.141883951439773,29.822420287843265,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.3588,5084603.049,7.26217769444399,7.556336036528537,14.198290115847296,21.800990843559255,27.789420939280955,31.782151555637995,34.11298671344147,35.21991635078383,35.47010051333483,35.13500936882382,34.40608297793088,33.41592821391566,32.255928261695935,30.989084643850134,29.65893584415905,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.3361666667,5084601.835333333,7.2149012113593045,7.548865387946551,14.228303401800263,21.853356199325813,27.851072618294822,31.844284044115227,34.170135498597034,35.26883741303538,35.50895344786076,35.162826231380365,34.422434708474505,33.42071690780992,32.249257600001094,30.971178656076365,29.63008769545455,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.2903333333,5084600.589733333,7.080962815946105,7.075505145104877,13.654177390114278,21.324779084905224,27.422010778295206,31.528088023435892,33.964923158557525,35.16768701813804,35.50378990447465,35.24583621209747,34.58652277229001,33.659594024613305,32.55739560802851,31.343723239079765,30.06276590896764,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.2226,5084599.326133334,7.566519519406361,7.125350589402405,13.50390118703773,21.135468534771007,27.264433013169185,31.429749234643808,33.93469969970656,35.20658455190079,35.609578365658614,35.415073735494666,34.815447335001764,33.9445112433916,32.89483744746747,31.730501473310163,30.495977660662426,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.1562,5084598.076533333,7.796460813711704,7.186847813533825,13.536400529404464,21.20071405027376,27.36720301728416,31.557224345378813,34.07238815373885,35.3427641171424,35.73578944206278,35.52554908834142,34.906411472463475,34.01359772847128,32.940656672845904,31.75233414425386,30.493561369362375,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.1091333333,5084596.809533333,7.792035364780348,7.666975658056275,14.266695052942756,22.000475695804237,28.147116845889848,32.276526694583225,34.713546320336995,35.89939884304422,36.20695611560008,35.912948732162626,35.21298704508295,34.242810946370334,33.09611140989012,31.837581670965776,30.51200312995665,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.0800666666,5084595.5112,6.9851560553031025,7.670859729107708,14.783656789712115,22.750495030287247,28.961425735061546,33.05928848625639,35.41162177409617,36.484313548916916,36.664502727080716,36.237196698932294,35.40280445117379,34.29982313265311,33.02348988393769,31.639319295691354,30.192478196184645,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.0748333334,5084594.176766667,6.386795850237828,7.499706443641664,14.848930532848655,22.91044274131254,29.145483331865222,33.233477559444424,35.559624470104936,36.59854630467412,36.74182892799684,36.27678815941862,35.405036432366416,34.26568662110871,32.95427218646293,31.536428195201267,30.05734493968837,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.0754000001,5084592.837633333,6.0810090725198815,7.449373029149946,14.968831533122398,23.113140892788973,29.37516061531874,33.45704330671349,35.75809130365198,36.761389668143494,36.863550495454334,36.35486663579585,35.4387099398147,34.255225791357006,32.900542798886704,31.44062597932024,29.920833887385214,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.0689333333,5084591.550766666,5.8543559180333276,7.293151478788509,14.842673064888086,22.991914874816498,29.2490552040556,33.32303396099617,35.61578646875198,36.61132246393771,36.70650743694082,36.19163667737599,35.270001124536115,34.08164700819675,32.72260923167869,31.25877172322165,29.735425385558813,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.0496333333,5084590.320866667,6.133555916433249,7.198193020514328,14.472410628185205,22.480639212380627,28.696676178890502,32.795104734091176,35.152652272175914,36.2365517159787,36.43297969496297,36.025566550671,35.21350127312867,34.13433750226322,32.88262436304588,31.523390239965536,30.101465482462554,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771339.0174666666,5084589.1479,6.391766830545221,7.246823530405074,14.320614363246998,22.179386808362853,28.291711280926002,32.32006531150618,34.63085998511355,35.68390876145781,35.86033126889426,35.44036297298288,34.620911154744825,33.53798266557128,32.28506556378436,30.92645088785555,29.506449949229694,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771338.9853,5084587.974933333,7.002598914692625,7.335868524211216,14.041347726516388,21.687857250254293,27.68832658817428,31.6663918899243,33.96422877804288,35.02682610232103,35.22626197145735,34.83723000770655,34.05321192077162,33.00807866331615,31.793977825362305,30.474357232755523,29.092999974020103,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771338.9518999999,5084586.7608,6.6802651989350625,7.125410429536981,13.914313550956827,21.6076910490232,27.627057261540344,31.604841327696214,33.890070643298486,34.93251647423142,35.10741382997416,34.69148252413342,33.879485481135326,32.806095281046765,31.56395488497914,30.216812119543164,28.808625244021364,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771338.9172666665,5084585.5055,6.194818388010871,6.768765599006711,13.635276160416108,21.383721932007244,27.452748400920722,31.478868811905265,33.8114419354795,34.8998495475238,35.11896606327503,34.74530664135679,33.97356391123409,32.93843051164657,31.7326232214252,30.419992184345713,29.044610397066933,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771338.8745666667,5084584.2031333335,5.326919226203662,6.3185683072493966,13.466594845663206,21.386687418084357,27.564109924178336,31.661003712740133,34.041100991243624,35.162236852205524,35.40440922342359,35.047317142698276,34.28768106221456,33.261517197665675,32.06242701630466,30.754865430434645,29.383327573232954,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771338.8249666666,5084582.8949,5.59638412825624,6.4149206774086895,13.447862392686774,21.316782661692244,27.481720525488115,31.587442690297483,33.98787575130041,35.135406658601454,35.40695512617483,35.08045239621651,34.351595878995866,33.35581244972407,32.186371583516916,30.90755091207624,29.563761963330617,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
771338.7480666667,5084581.588866666,5.800073249968044,6.371880067585332,13.302449499147105,21.15259626301679,27.328554711119608,31.453211634943337,33.872800572646796,35.0373664212335,35.323401157658786,35.00903876887746,34.29034043259609,33.30309479147785,32.14088245007871,30.86823418457426,29.52976283843769,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001
