,x,y,VCP1.48f10000h1,VCP2.82f10000h1,VCP4.49f10000h1,HCP1.48f10000h1,HCP2.82f10000h1,HCP4.49f10000h1,elevation
783,468151.4285714288,468852.040816327,60.3050384157126,59.10843236922888,58.08985833049386,40.97361236417472,45.46609089883432,49.47309557837228,0
784,468154.897959184,468852.040816327,54.50945443660986,54.92548696668204,54.88864643494012,39.48283382306918,43.58242554932282,46.68789415940788,0
785,468158.367346939,468852.040816327,50.78619398296192,52.081560477950646,52.60559710069883,37.01151665417538,40.92256169609124,43.3317233899431,0
786,468138.93877551035,468852.85714285757,55.36051462680772,56.85770787820078,57.45607439876452,38.810338686311596,43.15943595637334,45.59247462238862,0
787,468119.5102040818,468853.6734693882,58.89450220905424,60.982377269280775,62.32498348489149,40.6399146636542,45.642872562784916,48.61944587270606,0
788,468100.08163265325,468854.48979591875,60.78581498706236,63.95606083316807,65.95757370679033,42.495683868303374,48.49206740157666,52.66995182133157,0
789,468080.6530612246,468855.3061224494,65.80778194624857,69.96457939341795,72.93647673989334,45.36921396280162,52.333314641890205,57.69993531724727,0
790,468061.224489796,468856.12244898,68.63716988482545,74.60588267472674,79.56134638112398,49.717364845098714,57.50458870440822,63.95079197955788,0
791,468064.69387755095,468856.12244898,67.37228891922834,74.3397956330657,80.86521278159702,50.69720541338754,58.8245279423537,65.53445586424866,0
792,468068.1632653059,468856.12244898,68.0703808060583,75.43311414707543,82.20071145386385,52.89723004324118,61.029304185370904,67.27270119215994,0
793,468071.632653061,468856.12244898,71.47712379586703,78.47446892780665,85.3427086761059,55.56896338223714,63.44438509394274,68.81448646380278,0
794,468075.1020408162,468856.12244898,73.12083367421008,79.46036340005335,85.7591273210018,57.77361902812464,65.51384077204182,70.73599695933612,0
795,468078.57142857136,468856.12244898,79.21886475011772,83.55114461800055,87.97844702900503,58.62245721507512,66.02447389941783,70.99345517865952,0
796,468082.0408163266,468856.12244898,85.38338274420434,86.02251898805511,88.10825369218098,58.09111693280225,64.75624120196375,69.50587632565264,0
797,468085.5102040818,468856.12244898,91.38086019824031,87.16037562801665,87.01614418589456,56.90122487557441,63.0487527870506,67.95884006228567,0
798,468088.979591837,468856.12244898,95.56184707166071,87.95417168882939,86.3782628376116,55.50132751574027,61.275593887516905,66.32000316662563,0
799,468092.44897959195,468856.12244898,93.77763494820803,85.84240601139676,83.87459266176226,53.70844802081558,59.051639201911414,63.65811733276564,0
800,468095.91836734704,468856.12244898,89.49072054324247,81.87416083135986,79.95406237304215,51.45258648668312,56.80606386357,61.150343098090374,0
801,468099.387755102,468856.12244898,81.66970541147,76.85763587292334,75.98261057887036,49.36829087297696,55.05960590154395,59.208355861207416,0
802,468102.857142857,468856.12244898,71.54613647314427,71.54949526428598,72.91769847218436,46.55428633793252,52.56295490075528,56.432805667316565,0
803,468106.32653061196,468856.12244898,62.38300129034335,66.50788575585548,70.02695116043718,46.40449070744094,51.84359673373329,54.80726736063311,0
804,468109.7959183672,468856.12244898,57.841521215266354,63.366700799730594,68.729203415231,47.86919124646998,52.1971535604936,54.057082520086986,0
805,468113.2653061224,468856.12244898,55.723504784164675,62.75915044075632,69.27552712643575,51.64586380008626,54.689057143428975,55.51755104642052,0
806,468116.7346938776,468856.12244898,61.03643278829512,67.49916837878433,72.48892337088759,54.47741780779628,56.85823655246156,57.096052464379795,0
807,468120.2040816328,468856.12244898,63.09238915956776,69.1462983302644,73.7072848791087,56.679231482365935,58.79599018673066,58.66868633459004,0
808,468123.6734693879,468856.12244898,64.45965715995413,69.69497657924519,73.58362583577608,55.460320759506416,58.26676787304062,58.568327402848354,0
809,468127.142857143,468856.12244898,66.4259336666878,70.87452072406512,73.58113867323424,53.836396662173556,57.530709175718265,58.30180972784908,0
810,468130.612244898,468856.12244898,67.04800870190945,70.3748733853754,71.97767658565064,51.66219699622731,56.204216128878,57.274294808305214,0
811,468134.08163265296,468856.12244898,63.62492135129757,67.24388916496125,69.52302371101419,50.79200403995114,55.735096404212086,56.9919748376674,0
812,468137.55102040805,468856.12244898,64.97075693692143,67.70806838269573,69.05854675140743,49.54563652403812,54.76977760661022,56.88949876984829,0
813,468141.0204081632,468856.12244898,66.90973556495192,68.33630305919735,68.47626375822485,49.311057015636024,54.1876655097909,56.891193927871505,0
814,468144.4897959184,468856.12244898,69.64130747362682,68.98011880404502,67.8171975913084,47.71755110811386,52.62374990132862,56.310098002972566,0
815,468147.95918367355,468856.12244898,70.0864238997137,68.06451838489538,66.3319857927219,44.76532423463106,50.06217463685446,54.734823759226664,0
816,468151.4285714288,468856.12244898,68.56967266447272,65.72661940800518,63.88147743757954,41.50398231063954,47.02271373574236,52.27755747489819,0
